排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"258,543,571","46,523",15.8,16.4,15.35,15.35,-,0.45,15.35,15.4
2,"=""00632R""",元大台灣50反1,"150,187,683","5,738",3.52,3.53,3.47,3.49,,0.0,3.49,3.5
3,"=""00929""",復華台灣科技優息,"128,581,490","47,247",19.15,19.3,19.08,19.21,-,0.07,19.21,19.22
4,2337,旺宏,"114,108,974","29,049",26.6,29.4,26.55,29.4,+,2.65,29.4,0.0
5,3047,訊舟,"93,862,129","50,560",42.65,45.2,41.45,41.45,-,0.9,41.45,41.5
6,2349,錸德,"92,041,350","33,466",17.2,18.75,17.15,18.1,+,0.95,18.1,18.15
7,2888,新光金,"89,858,735","10,995",10.75,10.9,10.7,10.85,+,0.1,10.8,10.85
8,2317,鴻海,"78,102,814","44,998",194.5,202.0,194.0,198.0,+,2.0,198.0,198.5
9,"=""00637L""",元大滬深300正2,"64,236,971","6,291",12.79,13.32,12.77,13.29,+,0.57,13.29,13.3
10,"=""00680L""",元大美債20正2,"60,335,333","4,558",8.82,8.87,8.8,8.86,+,0.1,8.85,8.86
11,2409,友達,"59,127,520","15,758",18.15,18.55,17.85,17.85,-,0.35,17.85,17.9
12,"=""00940""",元大台灣價值高息,"57,270,041","17,610",9.66,9.73,9.61,9.72,+,0.03,9.71,9.72
13,"=""00919""",群益台灣精選高息,"56,021,070","28,535",24.29,24.4,24.13,24.36,-,0.01,24.35,24.36
14,2891,中信金,"54,944,903","11,026",35.25,35.8,35.1,35.5,+,0.2,35.5,35.55
15,2303,聯電,"48,572,259","17,341",49.6,50.5,49.35,50.4,+,0.4,50.4,50.5
16,2330,台積電,"47,407,263","62,829",929.0,940.0,928.0,934.0,-,6.0,933.0,935.0
17,2883,凱基金,"45,602,516","7,675",15.95,16.15,15.9,16.1,+,0.1,16.05,16.1
18,"=""00878""",國泰永續高股息,"44,522,865","28,138",22.88,23.08,22.8,22.97,+,0.05,22.96,22.97
19,"=""00706L""",期元大S&P日圓正2,"44,202,539","2,439",6.37,6.44,6.25,6.35,+,0.15,6.35,6.36
20,"=""00665L""",富邦�琤肭磪囓�2,"42,773,970","2,950",6.1,6.38,6.1,6.36,+,0.28,6.35,6.36
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
