排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2374,佳能,"180,903,321","98,775",71.1,72.3,64.8,65.2,-,4.9,65.2,65.3
2,2332,友訊,"117,050,085","48,640",27.65,28.6,26.45,26.9,-,0.45,26.85,26.9
3,9105,泰金寶-DR,"104,068,872","20,609",8.45,8.66,8.21,8.6,+,0.1,8.59,8.6
4,2328,廣宇,"70,343,225","38,375",45.1,45.5,42.0,42.05,-,1.25,42.05,42.1
5,2618,長榮航,"68,232,288","16,685",45.85,46.4,45.35,46.25,+,0.5,46.1,46.25
6,1402,遠東新,"66,449,020","13,481",31.5,31.95,31.3,31.55,+,0.2,31.55,31.6
7,"=""00940""",元大台灣價值高息,"65,747,738","11,299",9.45,9.5,9.44,9.49,+,0.05,9.49,9.5
8,2880,華南金,"59,210,205","11,063",26.15,26.7,26.15,26.35,+,0.3,26.35,26.4
9,1605,華新,"57,031,777","14,623",24.8,25.4,24.7,25.1,+,0.4,25.1,25.15
10,"=""00929""",復華台灣科技優息,"49,958,155","12,038",18.2,18.25,18.19,18.24,+,0.04,18.24,18.25
11,3450,聯鈞,"46,959,327","36,692",287.0,299.0,284.0,288.0,+,2.0,288.0,288.5
12,"=""00637L""",元大滬深300正2,"46,046,922","4,783",16.9,16.98,16.71,16.71,-,0.14,16.71,16.72
13,2609,陽明,"45,689,169","24,445",77.7,78.2,76.7,76.7,-,0.7,76.7,76.8
14,6558,興能高,"44,339,835","25,684",37.75,41.25,37.15,41.25,+,3.75,41.25,0.0
15,8249,菱光,"44,304,467","26,244",68.0,69.5,65.7,67.5,+,2.1,67.3,67.5
16,2887,台新新光金,"42,321,048","6,511",17.7,17.75,17.55,17.7,-,0.05,17.65,17.7
17,"=""00680L""",元大美債20正2,"39,752,939","4,072",7.56,7.56,7.48,7.5,-,0.09,7.49,7.5
18,2317,鴻海,"36,347,153","26,373",187.5,189.0,187.0,187.5,+,1.0,187.5,188.0
19,8028,昇陽半導體,"35,617,767","20,840",140.5,147.0,135.0,135.5,-,2.0,135.0,135.5
20,"=""00919""",群益台灣精選高息,"33,897,612","12,875",23.46,23.56,23.41,23.53,+,0.08,23.52,23.53
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
