排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"267,352,855","8,979",5.83,5.89,5.81,5.87,-,0.04,5.86,5.87
2,2609,陽明,"149,441,814","71,431",98.8,102.0,97.3,98.3,+,2.1,98.3,98.4
3,2603,長榮,"140,963,741","66,891",98.9,102.5,97.6,98.7,+,2.6,98.6,98.7
4,2618,長榮航,"118,373,355","34,070",30.75,31.15,30.15,30.3,-,0.05,30.3,30.35
5,"=""00637L""",元大滬深300正2,"103,034,613","12,226",18.7,19.05,18.7,18.93,+,0.54,18.93,18.94
6,2303,聯電,"98,449,440","46,466",42.5,42.95,41.6,41.6,-,0.4,41.6,41.65
7,3481,群創,"85,354,010","14,122",12.1,12.5,12.1,12.3,+,0.4,12.25,12.3
8,2002,中鋼,"79,123,709","36,826",29.0,29.4,28.7,29.0,,0.0,28.95,29.0
9,2409,友達,"75,348,834","16,589",15.3,16.25,15.3,16.1,+,0.95,16.05,16.1
10,2610,華航,"58,121,955","19,048",22.55,22.95,22.3,22.35,+,0.2,22.35,22.4
11,1605,華新,"48,734,468","20,751",38.1,38.3,36.5,37.0,-,0.45,36.95,37.0
12,2498,宏達電,"48,481,390","21,117",49.35,52.6,49.2,52.6,+,4.7,52.6,0.0
13,2615,萬海,"43,016,122","20,701",112.5,121.0,112.5,116.5,+,6.0,116.0,116.5
14,2888,新光金,"42,648,361","7,568",9.14,9.21,9.13,9.17,+,0.1,9.16,9.17
15,"=""00671R""",富邦NASDAQ反1,"41,749,050","1,795",6.46,6.46,6.38,6.4,-,0.16,6.39,6.4
16,1513,中興電,"41,633,205","22,353",49.9,53.8,49.75,53.8,+,4.85,53.7,53.8
17,3711,日月光投控,"39,116,372","22,269",94.1,95.0,90.7,92.0,-,3.4,91.9,92.0
18,1524,耿鼎,"38,562,017","13,873",19.55,20.4,19.25,20.1,+,0.45,20.1,20.15
19,1560,中砂,"34,042,849","22,486",160.0,161.5,146.0,152.0,-,6.5,151.5,152.0
20,2340,台亞,"31,304,566","20,034",49.3,50.4,47.65,48.8,+,0.3,48.75,48.8
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
