排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"187,976,803","81,025",138.0,147.0,137.5,144.0,+,9.0,144.0,144.5
2,1524,耿鼎,"159,601,187","46,578",21.25,21.25,19.6,20.1,+,0.75,20.05,20.1
3,2609,陽明,"134,591,596","68,896",119.5,128.0,119.0,127.0,+,9.5,126.5,127.0
4,1605,華新,"130,358,907","51,169",39.9,40.75,39.05,39.3,+,0.1,39.3,39.35
5,2618,長榮航,"125,142,496","39,430",31.1,32.5,31.1,32.35,+,1.65,32.3,32.35
6,"=""00632R""",元大台灣50反1,"107,335,183","6,268",5.61,5.66,5.6,5.64,,0.0,5.63,5.64
7,"=""00637L""",元大滬深300正2,"93,183,693","12,379",16.3,16.45,15.71,15.84,-,0.35,15.84,15.85
8,2610,華航,"89,274,940","30,414",25.5,26.15,25.5,25.85,+,0.75,25.8,25.85
9,"=""00673R""",期元大S&P原油反1,"76,605,091","7,058",7.58,7.65,7.53,7.55,-,0.12,7.54,7.55
10,3481,群創,"64,962,075","13,958",13.45,13.75,13.4,13.6,+,0.15,13.6,13.65
11,2883,凱基金,"56,226,357","15,233",15.9,15.95,15.6,15.9,,0.0,15.9,15.95
12,2409,友達,"52,702,996","9,359",17.15,17.25,17.0,17.05,-,0.15,17.05,17.1
13,2888,新光金,"51,969,595","10,091",9.03,9.03,8.88,8.92,-,0.06,8.92,8.94
14,1522,堤維西,"51,762,585","23,444",24.85,27.2,24.8,25.95,+,1.1,25.95,26.0
15,2615,萬海,"51,659,070","23,338",152.0,163.5,151.0,163.5,+,14.5,163.5,0.0
16,2303,聯電,"51,326,592","22,417",51.2,51.4,50.1,50.3,-,0.4,50.3,50.4
17,2881,富邦金,"44,833,416","25,291",61.9,62.0,60.2,60.5,-,1.3,60.5,60.6
18,2891,中信金,"44,467,966","11,088",25.55,25.7,25.2,25.45,,0.0,25.45,25.5
19,2885,元大金,"44,351,653","15,094",23.5,23.95,22.9,23.9,+,0.45,23.9,23.95
20,2637,慧洋-KY,"43,651,342","24,933",95.4,101.5,95.4,97.4,+,3.8,97.3,97.4
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
