排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""0050""",元大台灣50,"252,639,825","197,610",47.5,47.72,47.14,47.57,+,0.41,47.56,47.57
2,2344,華邦電,"194,706,566","50,168",18.9,19.85,18.85,19.65,+,0.9,19.65,19.7
3,2408,南亞科,"182,835,587","64,652",54.8,59.1,54.7,59.1,+,5.3,59.1,0.0
4,"=""00919""",群益台灣精選高息,"89,829,998","39,402",21.68,21.72,21.63,21.7,+,0.05,21.7,21.71
5,2888,新光金,"85,450,880","8,249",11.8,11.9,11.8,11.9,+,0.1,11.85,11.9
6,"=""00715L""",期街口布蘭特正2,"84,764,028","8,244",13.46,13.53,13.2,13.24,+,0.6,13.24,13.25
7,"=""00712""",復華富時不動產,"83,058,413","27,762",8.19,8.25,8.15,8.16,X,0.0,8.15,8.16
8,1616,億泰,"80,373,009","44,271",42.0,44.85,39.9,43.55,+,2.3,43.55,43.6
9,"=""00632R""",元大台灣50反1,"65,597,344","11,106",22.44,22.45,22.22,22.25,-,0.19,22.25,22.26
10,2892,第一金,"63,506,052","13,055",28.3,28.55,28.25,28.55,+,0.2,28.5,28.55
11,2883,凱基金,"62,944,977","13,137",16.5,16.65,16.45,16.55,+,0.2,16.5,16.55
12,2603,長榮,"60,473,165","40,234",246.0,248.0,244.0,246.5,+,1.5,246.5,247.0
13,2882,國泰金,"60,186,433","43,208",66.3,67.4,65.7,67.3,+,1.6,66.7,67.3
14,"=""00673R""",期元大S&P原油反1,"56,803,776","4,231",6.12,6.24,6.12,6.23,-,0.1,6.22,6.23
15,"=""00918""",大華優利高填息30,"56,196,378","11,972",22.48,22.6,22.46,22.59,+,0.11,22.59,22.6
16,3706,神達,"55,443,477","29,155",67.1,67.9,66.0,66.3,-,0.4,66.3,66.4
17,4949,有成精密,"54,892,328","31,763",60.7,62.4,58.4,59.0,-,1.0,58.9,59.0
18,2891,中信金,"54,550,018","21,348",42.65,43.1,42.6,43.1,+,0.5,43.05,43.1
19,2337,旺宏,"45,392,764","17,005",22.1,23.5,22.1,22.8,+,0.7,22.8,22.85
20,3013,晟銘電,"44,663,066","25,579",124.0,135.0,123.5,135.0,+,12.0,135.0,0.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
