排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2408,南亞科,"115,438,840","50,318",38.4,38.9,36.85,37.0,-,0.4,37.0,37.05
2,2883,凱基金,"86,932,655","16,607",16.0,16.25,16.0,16.05,+,0.55,16.05,16.1
3,"=""00632R""",元大台灣50反1,"79,706,478","12,149",25.04,25.23,24.98,25.17,-,0.57,25.17,25.18
4,2891,中信金,"63,562,106","18,627",36.75,37.15,36.3,36.95,+,0.6,36.95,37.0
5,8222,寶一,"62,600,977","35,714",62.4,65.6,59.3,59.8,-,0.4,59.8,59.9
6,2317,鴻海,"57,201,568","32,639",140.5,141.0,138.5,139.0,+,2.5,138.5,139.0
7,2303,聯電,"54,530,408","15,656",44.1,44.7,43.95,44.65,+,1.25,44.65,44.7
8,2344,華邦電,"49,605,719","11,649",15.75,15.95,15.6,15.8,+,0.4,15.75,15.8
9,"=""00953B""",群益優選非投等債,"49,573,033","3,533",9.96,9.98,9.94,9.96,+,0.05,9.96,9.97
10,2471,資通,"48,678,863","33,634",67.2,71.5,65.5,68.2,+,2.7,68.2,68.3
11,2887,台新新光金,"48,141,204","7,387",15.9,16.2,15.9,16.15,+,0.35,16.1,16.15
12,"=""00919""",群益台灣精選高息,"45,089,255","15,565",21.0,21.07,20.9,20.94,+,0.26,20.93,20.94
13,"=""00753L""",中信中國50正2,"45,009,439","4,747",9.69,9.82,9.59,9.73,+,0.36,9.72,9.73
14,"=""00878""",國泰永續高股息,"44,495,979","20,482",20.01,20.14,20.01,20.09,+,0.37,20.08,20.09
15,"=""0056""",元大高股息,"40,889,839","22,136",31.9,32.13,31.86,31.97,+,0.51,31.97,31.98
16,"=""00665L""",富邦�琤肭磪囓�2,"40,673,773","3,916",9.74,9.79,9.58,9.69,+,0.28,9.68,9.69
17,2330,台積電,"39,651,775","76,758",900.0,901.0,886.0,888.0,+,24.0,887.0,888.0
18,2888,新光金,"38,800,212","5,317",11.25,11.45,11.25,11.45,+,0.25,11.4,11.45
19,2468,華經,"38,570,835","25,613",77.0,80.5,72.5,72.8,-,1.5,72.8,72.9
20,"=""00637L""",元大滬深300正2,"37,508,702","3,500",15.5,15.52,15.3,15.3,-,0.06,15.3,15.32
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
