排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2888,新光金,"157,845,187","11,142",12.5,12.7,12.45,12.55,+,0.35,12.5,12.55
2,2303,聯電,"143,677,906","56,058",47.2,48.0,45.25,45.95,+,1.3,45.95,46.0
3,1316,上曜,"87,638,054","25,304",17.65,18.9,17.65,17.85,+,0.3,17.85,17.9
4,"=""0056""",元大高股息,"81,159,165","46,900",34.86,35.28,34.82,35.26,+,0.5,35.26,35.27
5,"=""00632R""",元大台灣50反1,"73,736,693","10,811",25.13,25.19,24.75,24.8,-,0.53,24.8,24.81
6,"=""00919""",群益台灣精選高息,"73,295,212","31,170",22.46,22.66,22.45,22.64,+,0.39,22.63,22.64
7,"=""00953B""",群益優選非投等債,"65,895,791","5,279",10.27,10.31,10.26,10.3,+,0.03,10.29,10.3
8,"=""00878""",國泰永續高股息,"63,290,994","33,798",21.14,21.42,21.14,21.38,+,0.28,21.37,21.38
9,"=""00715L""",期街口布蘭特正2,"61,641,979","6,163",14.49,14.62,14.47,14.59,+,0.95,14.58,14.59
10,2317,鴻海,"61,385,394","42,452",148.5,153.0,148.0,152.0,+,6.0,152.0,152.5
11,3481,群創,"59,730,968","11,336",15.25,15.7,15.15,15.5,+,0.4,15.5,15.55
12,2634,漢翔,"59,374,993","31,967",49.75,53.8,49.6,53.8,+,4.85,53.8,0.0
13,8222,寶一,"55,745,791","28,280",51.0,53.6,49.8,53.6,+,4.8,53.6,0.0
14,2344,華邦電,"50,379,839","14,400",17.95,18.2,17.8,18.1,+,0.55,18.1,18.15
15,"=""00664R""",國泰臺灣加權反1,"49,672,970","1,878",4.03,4.06,3.98,4.0,-,0.07,3.99,4.0
16,"=""00680L""",元大美債20正2,"49,116,490","2,533",8.01,8.06,8.01,8.05,+,0.07,8.04,8.05
17,"=""00637L""",元大滬深300正2,"48,163,342","5,314",16.21,16.21,16.02,16.02,-,0.08,16.02,16.03
18,"=""00673R""",期元大S&P原油反1,"46,780,794","3,318",7.01,7.02,6.97,6.99,-,0.25,6.98,6.99
19,2883,凱基金,"46,081,964","10,907",17.3,17.55,17.3,17.45,+,0.3,17.45,17.5
20,2887,台新新光金,"44,618,588","9,677",17.45,17.6,17.3,17.35,+,0.15,17.35,17.4
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
