排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"331,134,727","127,495",97.1,105.0,95.8,103.0,+,0.5,103.0,103.5
2,"=""00632R""",元大台灣50反1,"254,304,459","10,871",5.83,5.86,5.74,5.75,,0.0,5.75,5.76
3,2609,陽明,"203,335,863","97,812",91.3,101.0,90.7,98.2,+,1.0,98.2,98.3
4,2303,聯電,"190,242,195","74,444",58.7,61.3,58.0,61.1,+,0.3,61.1,61.2
5,3481,群創,"166,044,637","26,415",16.35,17.2,16.3,16.95,+,0.45,16.9,16.95
6,2409,友達,"154,727,413","33,860",16.6,17.95,16.5,17.85,+,1.05,17.85,17.9
7,2615,萬海,"132,586,687","68,837",158.0,176.0,155.0,173.0,+,7.5,173.0,173.5
8,2002,中鋼,"98,790,544","24,623",34.85,35.6,34.55,35.6,+,0.6,35.55,35.6
9,2371,大同,"90,121,304","26,728",31.85,33.55,31.8,33.45,+,1.1,33.45,33.5
10,1711,永光,"80,264,410","30,134",23.1,25.7,23.1,24.75,+,0.75,24.75,24.8
11,2606,裕民,"64,134,573","29,114",64.5,66.0,62.5,66.0,+,0.1,65.9,66.0
12,1308,亞聚,"62,698,405","27,454",43.45,48.0,43.35,47.05,+,3.3,47.0,47.05
13,2888,新光金,"52,381,066","8,228",9.18,9.18,9.07,9.18,,0.0,9.17,9.18
14,2883,凱基金,"48,875,195","9,606",13.9,14.0,13.8,13.95,+,0.05,13.9,13.95
15,3035,智原,"43,809,827","25,570",106.5,112.5,102.5,112.0,+,3.0,111.5,112.0
16,2317,鴻海,"43,345,161","24,840",102.0,102.5,101.0,101.5,-,1.5,101.0,101.5
17,2618,長榮航,"42,865,825","10,454",18.3,18.8,18.05,18.7,+,0.2,18.7,18.75
18,1304,台聚,"41,039,202","17,316",35.85,38.0,35.6,37.8,+,2.05,37.75,37.8
19,2891,中信金,"40,602,598","8,609",22.3,22.5,22.2,22.45,+,0.05,22.4,22.45
20,"=""00881""",國泰台灣科技龍頭,"39,963,743","19,812",16.54,16.67,16.38,16.64,-,0.03,16.64,16.65
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
