排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00929""",復華台灣科技優息,"340,307,923","133,801",18.07,18.08,17.65,17.67,-,0.41,17.67,17.68
2,"=""00919""",群益台灣精選高息,"109,863,467","49,931",21.04,21.13,20.78,20.82,-,0.22,20.81,20.82
3,3715,定穎投控,"109,468,703","57,433",70.9,72.0,63.1,63.8,-,6.1,63.8,63.9
4,3231,緯創,"101,269,552","51,523",97.8,103.0,97.6,98.7,+,0.3,98.7,98.8
5,2367,燿華,"97,231,329","33,025",21.4,21.6,19.75,20.7,-,0.45,20.7,20.75
6,2313,華通,"84,476,816","40,681",58.3,59.2,56.0,56.6,-,0.3,56.6,56.7
7,"=""00632R""",元大台灣50反1,"81,003,741","3,190",4.84,4.87,4.83,4.86,+,0.02,4.86,4.87
8,2363,矽統,"65,337,567","27,952",37.15,37.35,36.2,36.7,-,0.5,36.7,36.75
9,3481,群創,"60,587,619","15,613",13.75,13.85,13.45,13.65,-,0.05,13.65,13.7
10,2382,廣達,"55,454,721","37,985",217.0,229.5,215.0,218.5,-,0.5,218.5,219.0
11,"=""00878""",國泰永續高股息,"54,502,153","29,627",20.45,20.67,20.39,20.44,-,0.04,20.43,20.44
12,3706,神達,"48,616,947","23,790",38.7,41.35,38.55,39.5,+,1.05,39.45,39.5
13,2605,新興,"47,851,635","19,870",24.2,25.4,23.8,23.85,,0.0,23.85,23.9
14,2449,京元電子,"44,113,507","29,651",82.2,83.0,76.3,76.8,-,4.2,76.7,76.8
15,2618,長榮航,"41,605,634","15,797",30.2,30.3,29.95,29.95,-,0.3,29.95,30.0
16,2891,中信金,"41,211,810","11,643",24.9,25.1,24.8,24.85,-,0.1,24.8,24.85
17,"=""00673R""",期元大S&P原油反1,"41,078,578","2,938",7.3,7.48,7.3,7.48,+,0.23,7.47,7.48
18,2376,技嘉,"39,074,852","30,348",252.0,273.5,252.0,263.5,+,10.0,263.0,263.5
19,1605,華新,"38,214,071","18,938",38.5,39.15,37.65,37.65,-,0.25,37.65,37.7
20,2888,新光金,"32,800,726","11,722",9.47,9.51,9.4,9.41,-,0.11,9.41,9.42
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
