排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"200,166,523","38,518",12.6,13.25,12.5,13.05,+,0.55,13.05,13.1
2,"=""00632R""",元大台灣50反1,"155,903,310","10,154",5.37,5.37,5.33,5.34,-,0.07,5.33,5.34
3,2409,友達,"112,562,833","26,456",17.1,17.9,16.9,17.7,+,0.7,17.65,17.7
4,2303,聯電,"92,301,107","36,033",49.8,50.7,49.75,50.5,+,1.35,50.4,50.5
5,2607,榮運,"83,491,336","1,014",26.95,26.95,26.75,26.8,-,0.05,26.8,26.85
6,6235,華孚,"64,173,073","30,765",44.0,46.9,43.45,46.9,+,4.25,46.9,0.0
7,"=""00878""",國泰永續高股息,"58,317,896","20,486",17.12,17.16,17.1,17.15,+,0.09,17.14,17.15
8,"=""00715L""",期街口布蘭特正2,"43,275,497","5,825",14.57,14.6,14.46,14.52,+,0.55,14.52,14.53
9,"=""00637L""",元大滬深300正2,"40,254,453","5,324",16.4,16.5,16.19,16.19,-,0.09,16.19,16.2
10,1605,華新,"39,309,867","18,462",53.2,53.6,52.6,52.7,+,0.1,52.7,52.8
11,6282,康舒,"38,438,237","18,710",37.9,38.4,36.6,36.85,-,1.0,36.8,36.85
12,2330,台積電,"37,633,169","43,495",538.0,540.0,534.0,540.0,+,17.0,539.0,540.0
13,3035,智原,"36,484,178","33,711",198.0,203.0,196.0,199.0,+,7.5,199.0,199.5
14,2618,長榮航,"34,559,001","11,084",29.25,29.3,29.0,29.1,-,0.1,29.05,29.1
15,2498,宏達電,"33,936,611","19,087",66.7,67.3,65.3,66.3,+,0.2,66.3,66.4
16,2425,承啟,"32,810,480","16,251",35.5,37.0,34.3,36.75,+,2.5,36.7,36.75
17,2201,裕隆,"29,881,699","17,255",78.0,78.3,75.8,77.8,,0.0,77.7,77.8
18,"=""00665L""",富邦�琤肭磪囓�2,"29,698,095","2,970",9.58,9.71,9.39,9.48,-,0.19,9.48,9.49
19,2884,玉山金,"28,087,983","14,371",24.8,24.85,24.4,24.5,+,0.1,24.45,24.5
20,"=""00893""",國泰智能電動車,"27,018,196","7,715",13.46,13.57,13.46,13.54,+,0.25,13.54,13.55
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
