排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2891,中信金,"214,520,762","54,387",41.75,43.0,41.45,43.0,+,1.2,43.0,43.05
2,2882,國泰金,"176,016,633","44,964",60.1,63.9,60.0,63.9,+,3.5,63.8,63.9
3,2890,永豐金,"149,456,363","48,142",22.6,22.9,22.45,22.9,+,0.2,22.85,22.9
4,2408,南亞科,"149,082,580","59,250",46.05,46.95,44.6,45.85,+,0.05,45.8,45.85
5,"=""00919""",群益台灣精選高息,"143,677,335","40,684",22.08,22.28,22.05,22.19,+,0.3,22.18,22.19
6,1101,台泥,"107,474,363","45,055",28.0,28.0,26.55,26.85,-,0.85,26.85,26.9
7,2883,凱基金,"102,754,909","14,573",17.2,17.45,17.1,17.4,+,0.35,17.35,17.4
8,2892,第一金,"97,942,976","20,426",26.9,27.0,26.3,26.65,-,0.05,26.6,26.65
9,2887,台新新光金,"86,731,744","11,951",16.5,16.85,16.5,16.7,+,0.1,16.7,16.75
10,"=""00915""",凱基優選高股息30,"86,459,193","11,529",22.4,22.73,22.4,22.55,-,0.09,22.55,22.56
11,2303,聯電,"78,597,889","32,210",46.7,47.3,46.6,47.25,+,0.3,47.1,47.25
12,"=""00632R""",元大台灣50反1,"76,535,839","9,952",23.55,23.69,23.39,23.69,-,0.1,23.68,23.69
13,2884,玉山金,"73,876,584","15,931",30.3,30.45,29.95,30.45,+,0.15,30.45,30.5
14,"=""00712""",復華富時不動產,"71,677,401","15,732",8.3,8.31,8.24,8.29,-,0.04,8.28,8.29
15,2609,陽明,"70,166,290","30,848",79.6,80.0,78.1,80.0,+,0.9,80.0,80.1
16,2881,富邦金,"66,346,624","33,437",81.8,83.6,80.8,83.6,+,1.8,83.1,83.6
17,2324,仁寶,"58,352,478","19,922",27.55,27.8,27.15,27.45,+,0.25,27.4,27.45
18,3481,群創,"56,783,319","12,061",11.9,11.95,11.75,11.85,+,0.05,11.85,11.9
19,2615,萬海,"56,638,265","22,769",110.5,112.0,108.5,112.0,+,2.0,111.5,112.0
20,3231,緯創,"55,539,833","29,045",112.0,112.5,109.0,109.5,X,0.0,109.5,110.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
