排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"161,544,637","36,559",14.55,14.6,13.95,14.05,-,0.6,14.0,14.05
2,3231,緯創,"98,323,339","39,530",44.3,46.7,43.9,45.65,+,2.2,45.6,45.65
3,"=""00632R""",元大台灣50反1,"94,844,973","3,944",5.21,5.25,5.2,5.23,+,0.02,5.23,5.24
4,6443,元晶,"76,128,968","36,264",38.8,41.5,38.8,39.75,+,1.15,39.75,39.8
5,6282,康舒,"67,641,813","29,719",40.1,43.6,40.1,43.6,+,3.95,43.6,0.0
6,2457,飛宏,"64,817,026","35,413",76.6,79.8,76.5,77.8,+,1.4,77.8,77.9
7,3576,聯合再生,"55,661,417","20,986",21.7,23.1,21.7,22.35,+,1.0,22.35,22.4
8,8222,寶一,"55,310,793","26,547",58.3,58.5,55.3,58.4,+,1.1,58.3,58.4
9,1810,和成,"53,663,450","21,618",29.25,30.0,27.7,27.8,+,0.1,27.8,27.85
10,3704,合勤控,"52,984,885","35,246",43.9,46.5,43.25,45.4,+,1.5,45.35,45.4
11,2634,漢翔,"51,024,510","26,138",56.7,57.2,55.5,56.6,+,0.7,56.5,56.6
12,2515,中工,"50,884,376","9,177",10.8,10.95,10.45,10.55,-,0.3,10.55,10.6
13,2324,仁寶,"47,344,953","14,538",25.15,25.8,25.1,25.65,+,0.5,25.6,25.65
14,2303,聯電,"43,662,366","19,033",52.4,52.4,51.2,51.2,-,0.9,51.2,51.3
15,2409,友達,"41,227,853","14,669",18.8,18.85,18.2,18.25,-,0.5,18.2,18.25
16,2201,裕隆,"41,131,467","38,182",86.0,86.4,82.6,83.2,-,2.5,83.2,83.3
17,"=""00637L""",元大滬深300正2,"39,864,907","5,007",15.92,15.99,15.75,15.8,-,0.09,15.8,15.81
18,6806,森崴能源,"39,444,575","21,474",122.0,122.0,111.5,118.5,-,2.5,118.0,118.5
19,6235,華孚,"39,427,019","21,876",98.0,103.0,97.5,99.6,+,3.1,99.6,99.7
20,"=""00878""",國泰永續高股息,"39,329,569","18,131",17.62,17.71,17.6,17.61,-,0.01,17.6,17.61
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
