排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00637L""",元大滬深300正2,"238,815,316","29,478",18.13,18.38,17.1,17.42,+,0.26,17.41,17.42
2,2354,鴻準,"195,298,193","96,109",98.0,99.0,95.9,97.3,+,1.4,97.2,97.3
3,"=""00632R""",元大台灣50反1,"156,974,160","6,280",3.19,3.22,3.18,3.21,-,0.01,3.2,3.21
4,3062,建漢,"116,690,041","56,103",40.55,40.6,36.0,36.3,-,3.55,36.3,36.35
5,3231,緯創,"114,837,688","60,071",121.5,125.5,121.0,123.5,+,3.5,123.5,124.0
6,"=""00680L""",元大美債20正2,"112,742,407","5,382",8.17,8.24,8.13,8.18,+,0.12,8.18,8.19
7,"=""00753L""",中信中國50正2,"111,698,051","11,516",10.26,10.43,9.81,9.99,+,0.18,9.99,10.0
8,"=""00665L""",富邦�琤肭磪囓�2,"105,040,803","8,220",9.37,9.45,8.83,9.01,+,0.16,9.0,9.01
9,3706,神達,"93,055,212","26,374",52.0,54.0,51.0,54.0,+,4.85,54.0,0.0
10,2609,陽明,"83,142,823","40,205",70.7,73.0,70.3,71.5,+,1.8,71.4,71.5
11,9105,泰金寶-DR,"82,316,825","14,151",6.9,7.03,6.61,6.62,-,0.17,6.61,6.62
12,2356,英業達,"76,417,976","38,979",53.3,54.1,51.8,52.4,-,0.1,52.4,52.5
13,"=""00878""",國泰永續高股息,"70,119,762","26,167",23.4,23.4,23.17,23.2,+,0.01,23.2,23.21
14,"=""00929""",復華台灣科技優息,"68,515,731","26,401",18.57,18.65,18.36,18.4,-,0.11,18.39,18.4
15,2615,萬海,"64,486,802","37,486",93.4,97.0,92.5,93.7,+,1.9,93.6,93.7
16,3481,群創,"63,356,208","15,281",16.35,16.45,16.0,16.1,-,0.35,16.05,16.1
17,2303,聯電,"63,092,705","29,346",47.4,47.8,46.65,46.65,-,0.5,46.65,46.7
18,2392,正崴,"62,566,746","39,036",72.3,76.0,71.0,74.2,+,4.7,74.1,74.2
19,"=""00940""",元大台灣價值高息,"57,868,675","11,053",9.58,9.62,9.53,9.55,,0.0,9.54,9.55
20,2312,金寶,"56,980,317","23,375",27.8,28.0,27.0,27.25,,0.0,27.25,27.3
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
