排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00919""",群益台灣精選高息,"154,549,495","53,459",22.06,22.07,21.96,21.96,-,0.09,21.95,21.96
2,"=""00680L""",元大美債20正2,"142,146,092","13,971",9.48,9.61,9.42,9.43,+,0.2,9.43,9.44
3,2618,長榮航,"115,421,200","34,978",31.8,32.25,31.6,32.2,+,0.75,32.15,32.2
4,"=""00637L""",元大滬深300正2,"89,987,369","8,948",11.54,11.61,11.34,11.53,-,0.12,11.52,11.53
5,"=""00673R""",期元大S&P原油反1,"85,664,705","4,004",8.72,8.73,8.7,8.71,+,0.3,8.71,8.72
6,"=""00715L""",期街口布蘭特正2,"84,497,814","12,919",12.47,12.55,12.39,12.55,-,0.82,12.55,12.56
7,3041,揚智,"77,022,792","35,912",34.5,35.45,32.0,32.5,-,1.05,32.45,32.5
8,3231,緯創,"76,639,152","46,897",91.4,94.5,90.3,93.4,+,2.2,93.3,93.4
9,1514,亞力,"71,830,202","40,742",78.7,86.5,78.3,85.0,+,6.3,85.0,85.1
10,"=""00929""",復華台灣科技優息,"64,132,042","22,587",18.57,18.61,18.51,18.53,-,0.06,18.52,18.53
11,1609,大亞,"64,128,074","32,786",33.75,36.3,33.75,35.95,+,2.0,35.95,36.0
12,1513,中興電,"60,379,928","35,623",126.5,134.0,126.0,126.5,,0.0,126.5,127.0
13,"=""00688L""",國泰20年美債正2,"59,610,189","5,211",9.34,9.39,9.21,9.22,+,0.12,9.22,9.23
14,2605,新興,"53,998,666","20,065",27.8,28.5,27.4,28.1,-,0.4,28.05,28.1
15,1618,合機,"53,954,343","28,560",33.7,35.0,30.0,30.0,-,3.3,0.0,30.0
16,1503,士電,"53,868,060","36,996",130.0,142.5,128.5,132.5,+,2.0,132.5,133.0
17,1522,堤維西,"51,316,535","30,561",43.35,46.85,42.0,42.7,-,1.25,42.6,42.7
18,"=""00665L""",富邦�琤肭磪囓�2,"50,995,445","4,366",5.57,5.58,5.39,5.44,-,0.24,5.44,5.45
19,"=""00632R""",元大台灣50反1,"49,308,472","2,030",4.64,4.66,4.62,4.65,+,0.03,4.65,4.66
20,"=""00712""",復華富時不動產,"46,260,828","13,609",9.65,9.66,9.61,9.62,-,0.22,9.62,9.63
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
