排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"619,949,614","22,598",3.72,3.73,3.59,3.61,-,0.15,3.61,3.62
2,2317,鴻海,"172,980,115","106,835",169.0,175.0,168.0,170.5,+,3.0,170.5,171.0
3,"=""00929""",復華台灣科技優息,"172,394,526","50,339",18.37,18.98,18.37,18.93,+,0.57,18.92,18.93
4,"=""00680L""",元大美債20正2,"159,676,104","14,267",9.45,9.47,9.38,9.42,-,0.28,9.42,9.43
5,"=""00940""",元大台灣價值高息,"144,519,629","30,109",9.12,9.39,9.08,9.38,+,0.33,9.37,9.38
6,"=""00878""",國泰永續高股息,"114,401,287","44,579",22.0,22.43,21.92,22.37,+,0.51,22.37,22.38
7,2409,友達,"100,687,391","17,309",14.8,15.25,14.75,14.95,+,0.2,14.95,15.0
8,2888,新光金,"87,233,102","9,850",10.2,10.6,10.2,10.45,+,0.25,10.4,10.45
9,1540,喬福,"81,760,504","44,091",41.3,45.3,41.3,42.9,+,1.6,42.85,42.9
10,3481,群創,"79,811,608","17,530",13.7,14.15,13.7,14.0,+,0.35,13.95,14.0
11,"=""00688L""",國泰20年美債正2,"73,998,228","6,646",9.4,9.42,9.36,9.39,-,0.28,9.39,9.4
12,2834,臺企銀,"71,008,978","14,721",17.65,18.0,17.65,17.95,+,0.35,17.9,17.95
13,"=""00919""",群益台灣精選高息,"69,450,119","30,461",23.0,23.63,22.84,23.57,+,0.74,23.56,23.57
14,"=""00715L""",期街口布蘭特正2,"67,772,129","7,562",14.25,14.42,14.07,14.42,-,0.14,14.41,14.42
15,2303,聯電,"66,432,793","24,620",52.2,53.0,51.7,53.0,+,1.3,52.9,53.0
16,2330,台積電,"62,643,163","109,333",901.0,920.0,893.0,920.0,+,40.0,919.0,920.0
17,"=""00706L""",期元大S&P日圓正2,"62,111,497","3,063",7.01,7.03,6.72,6.74,-,0.18,6.74,6.75
18,2615,萬海,"61,054,466","41,223",81.5,84.2,78.8,84.2,+,4.6,84.2,84.3
19,2891,中信金,"56,090,109","14,078",32.75,33.9,32.7,33.9,+,1.0,33.85,33.9
20,2382,廣達,"54,337,367","45,223",245.0,260.5,242.5,250.0,+,3.0,250.0,250.5
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
