排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00929""",復華台灣科技優息,"149,592,718","32,754",18.91,19.02,18.89,19.01,+,0.19,19.0,19.01
2,2353,宏��,"133,375,074","58,113",46.5,49.75,46.4,48.65,+,2.65,48.6,48.65
3,3231,緯創,"126,943,944","68,679",130.0,131.5,126.0,126.0,-,4.5,126.0,126.5
4,"=""00637L""",元大滬深300正2,"92,309,779","11,542",11.76,12.08,11.73,12.08,+,0.44,12.07,12.08
5,"=""00878""",國泰永續高股息,"87,132,135","32,484",22.2,22.38,22.2,22.31,+,0.11,22.3,22.31
6,2382,廣達,"84,887,432","78,852",258.5,258.5,248.5,248.5,-,18.0,248.5,249.0
7,2365,昆盈,"84,165,980","27,786",23.0,23.95,22.6,23.95,+,2.15,23.95,0.0
8,"=""00665L""",富邦�琤肭磪囓�2,"81,730,660","5,205",4.91,5.16,4.87,5.16,+,0.29,5.16,5.17
9,3481,群創,"77,150,442","16,715",15.55,15.75,15.45,15.65,+,0.15,15.6,15.65
10,"=""00632R""",元大台灣50反1,"75,744,138","3,579",4.28,4.29,4.26,4.28,,0.0,4.28,4.29
11,"=""00919""",群益台灣精選高息,"74,008,324","24,549",22.46,22.6,22.45,22.54,+,0.13,22.53,22.54
12,2329,華泰,"71,841,841","32,078",71.6,77.4,71.5,77.4,+,7.0,77.4,0.0
13,2356,英業達,"68,655,668","33,335",58.0,58.5,57.2,58.1,+,0.1,58.0,58.1
14,2369,菱生,"64,762,342","23,969",25.9,28.1,25.9,28.1,+,2.55,28.1,0.0
15,"=""00680L""",元大美債20正2,"64,698,637","8,493",8.8,8.8,8.77,8.78,-,0.06,8.77,8.78
16,"=""00673R""",期元大S&P原油反1,"56,550,488","4,449",7.77,7.77,7.75,7.77,-,0.12,7.76,7.77
17,2330,台積電,"48,963,167","56,882",697.0,699.0,683.0,683.0,-,14.0,683.0,684.0
18,2324,仁寶,"45,048,542","16,989",36.05,37.0,35.85,36.85,+,1.05,36.8,36.85
19,2888,新光金,"43,277,512","8,959",8.32,8.37,8.29,8.3,-,0.03,8.3,8.31
20,1513,中興電,"42,722,224","24,461",121.5,130.0,121.5,129.0,+,8.5,128.5,129.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
