排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"215,617,110","67,163",27.6,27.6,25.8,26.05,-,1.75,26.05,26.1
2,2618,長榮航,"205,553,257","60,461",41.0,41.05,38.55,39.2,-,2.15,39.15,39.2
3,2303,聯電,"146,810,556","45,769",50.0,50.0,49.05,49.05,X,0.0,49.05,49.1
4,"=""00632R""",元大台灣50反1,"146,164,692","7,196",4.83,4.85,4.8,4.84,+,0.03,4.83,4.84
5,3481,群創,"122,047,730","32,084",16.1,16.15,15.45,15.5,-,0.75,15.5,15.55
6,2323,中環,"117,368,319","28,215",15.15,15.55,13.6,13.7,-,1.35,13.7,13.75
7,3231,緯創,"109,298,833","51,900",81.2,82.3,78.8,79.6,-,3.2,79.6,79.7
8,"=""00878""",國泰永續高股息,"86,231,023","52,270",19.21,19.22,19.01,19.03,-,0.25,19.03,19.04
9,2371,大同,"77,527,325","28,397",53.5,54.5,52.2,52.2,-,1.7,52.1,52.2
10,2317,鴻海,"67,357,566","25,369",116.0,116.5,114.0,114.0,-,1.5,114.0,114.5
11,2409,友達,"67,114,386","24,135",19.6,19.65,18.85,18.85,-,0.85,18.85,18.9
12,1513,中興電,"65,689,424","38,445",138.0,141.5,132.0,132.0,-,1.5,132.0,132.5
13,2427,三商電,"60,541,319","28,060",30.95,31.15,26.75,26.75,-,2.95,26.75,26.8
14,1605,華新,"59,300,050","26,645",44.55,44.6,43.2,43.55,-,1.25,43.55,43.6
15,"=""00637L""",元大滬深300正2,"57,066,306","6,207",13.76,13.92,13.64,13.84,+,0.07,13.83,13.84
16,2344,華邦電,"56,439,042","22,597",27.8,27.85,26.65,26.95,-,1.05,26.95,27.0
17,2340,台亞,"51,231,127","24,911",48.65,48.65,44.3,44.8,-,3.9,44.8,44.85
18,3356,奇偶,"50,831,385","31,148",54.0,58.0,52.0,53.0,-,0.5,53.0,53.1
19,"=""0056""",元大高股息,"50,236,406","36,035",32.64,32.64,32.13,32.18,-,0.59,32.18,32.19
20,2382,廣達,"48,036,511","26,898",141.0,143.5,138.0,141.5,-,5.0,141.0,141.5
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
