排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"483,808,973","216,663",138.0,149.0,137.0,142.0,+,3.5,142.0,142.5
2,2303,聯電,"348,569,245","127,312",63.5,63.8,61.6,62.1,-,1.3,62.1,62.2
3,3481,群創,"330,812,292","64,140",20.2,20.45,19.9,20.05,-,0.55,20.05,20.1
4,2337,旺宏,"242,770,300","106,343",46.5,48.0,44.0,44.0,-,1.45,44.0,44.05
5,2409,友達,"164,723,579","42,887",22.1,22.1,21.6,21.6,-,0.7,21.6,21.65
6,2369,菱生,"163,127,465","68,111",31.15,32.3,29.0,29.35,-,1.8,29.35,29.4
7,"=""00632R""",元大台灣50反1,"145,449,458","25,293",5.5,5.54,5.5,5.52,+,0.03,5.51,5.52
8,2344,華邦電,"141,733,333","52,122",35.0,35.25,34.0,34.1,-,1.7,34.1,34.15
9,2615,萬海,"132,080,809","77,792",221.0,242.5,218.0,231.0,+,10.0,231.0,231.5
10,2614,東森,"112,846,891","42,743",40.3,42.7,39.6,39.6,+,0.75,39.55,39.6
11,2363,矽統,"91,157,425","42,536",30.6,31.1,29.1,29.25,-,1.4,29.2,29.25
12,2883,凱基金,"66,787,828","7,844",14.25,14.3,14.1,14.25,,0.0,14.2,14.25
13,2329,華泰,"66,195,496","29,644",31.85,33.0,30.85,31.0,-,1.45,31.0,31.05
14,1734,杏輝,"65,009,998","34,755",43.0,47.0,41.5,43.85,+,0.9,43.65,43.85
15,2489,瑞軒,"55,670,950","18,340",18.35,19.1,18.25,18.4,+,0.65,18.4,18.45
16,2610,華航,"53,686,493","13,868",17.1,17.35,16.9,17.1,,0.0,17.1,17.15
17,5608,四維航,"48,488,279","15,752",50.0,54.1,49.65,54.1,+,4.9,54.1,0.0
18,2601,益航,"48,162,484","17,047",16.5,17.35,16.4,16.5,+,0.1,16.5,16.55
19,2637,慧洋-KY,"47,674,855","28,130",80.5,86.5,80.0,82.0,+,2.8,82.0,82.1
20,1605,華新,"46,852,732","15,948",29.2,29.8,28.35,28.6,-,0.45,28.6,28.65
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
