排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00715L""",期街口布蘭特正2,"147,852,226","19,967",12.23,12.23,12.16,12.17,-,1.32,12.16,12.17
2,"=""00878""",國泰永續高股息,"97,295,427","37,893",17.68,17.72,17.65,17.69,+,0.01,17.69,17.7
3,3481,群創,"88,906,509","18,755",13.8,13.9,13.35,13.45,-,0.45,13.45,13.5
4,2634,漢翔,"78,778,040","37,526",58.5,60.0,57.6,58.7,+,1.3,58.6,58.7
5,"=""00632R""",元大台灣50反1,"74,901,078","2,727",5.31,5.32,5.29,5.3,+,0.02,5.3,5.31
6,"=""00712""",復華富時不動產,"74,489,752","32,239",8.91,8.92,8.86,8.88,-,0.24,8.87,8.88
7,1905,華紙,"69,723,072","32,758",25.7,27.0,25.2,25.55,-,0.2,25.5,25.55
8,"=""00673R""",期元大S&P原油反1,"62,871,081","4,218",9.29,9.32,9.29,9.32,+,0.47,9.31,9.32
9,3231,緯創,"50,294,604","28,831",49.5,49.8,48.5,48.95,-,1.15,48.95,49.0
10,2603,長榮,"50,104,766","40,248",154.0,154.5,149.5,150.0,-,5.5,149.5,150.0
11,1503,士電,"48,578,424","26,213",109.5,116.0,107.0,113.5,+,3.0,113.0,113.5
12,"=""00637L""",元大滬深300正2,"47,585,934","6,081",15.16,15.18,14.96,14.99,-,0.31,14.99,15.0
13,"=""00665L""",富邦�琤肭磪囓�2,"45,769,510","5,429",7.89,7.91,7.68,7.68,-,0.42,7.68,7.69
14,8222,寶一,"40,285,755","27,431",65.5,69.6,64.9,65.8,+,1.3,65.8,65.9
15,2457,飛宏,"36,229,431","19,653",76.4,77.5,74.7,76.0,-,0.5,75.9,76.0
16,1514,亞力,"36,126,429","21,966",52.8,52.9,48.55,48.6,-,4.8,48.6,48.65
17,1101,台泥,"35,068,167","20,354",40.15,40.15,39.3,39.5,-,0.4,39.5,39.55
18,3419,譁裕,"34,995,832","16,184",22.75,23.75,22.35,23.0,+,1.4,23.0,23.05
19,3037,欣興,"32,763,115","19,535",143.0,148.0,141.5,147.0,+,3.5,146.5,147.0
20,"=""00900""",富邦特選高股息30,"32,120,728","6,818",11.21,11.32,11.21,11.31,-,0.11,11.3,11.31
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
