排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3231,緯創,"205,413,788","106,130",94.2,101.5,94.0,97.3,+,3.9,97.3,97.4
2,2363,矽統,"122,185,334","64,645",49.0,51.2,49.0,49.0,-,3.8,49.0,49.05
3,2329,華泰,"119,192,914","51,681",45.15,49.0,44.9,49.0,+,4.45,49.0,0.0
4,"=""00936""",台新永續高息中小,"92,977,966","17,810",15.2,15.65,15.16,15.6,+,0.52,15.6,15.61
5,2618,長榮航,"90,580,405","27,994",29.85,30.35,29.2,29.25,-,0.35,29.25,29.3
6,"=""00632R""",元大台灣50反1,"83,618,789","3,531",4.8,4.82,4.78,4.79,-,0.03,4.79,4.8
7,"=""00715L""",期街口布蘭特正2,"72,034,978","11,723",15.17,15.3,15.06,15.14,-,1.28,15.13,15.14
8,2382,廣達,"71,750,857","45,431",205.5,220.5,205.0,215.0,+,11.0,215.0,215.5
9,"=""00929""",復華台灣科技優息,"64,781,944","18,014",17.66,17.75,17.65,17.71,+,0.08,17.7,17.71
10,"=""00673R""",期元大S&P原油反1,"62,253,372","3,438",8.03,8.05,7.99,8.04,+,0.31,8.04,8.05
11,2303,聯電,"58,575,780","24,326",49.2,49.65,48.35,48.5,-,0.9,48.5,48.55
12,"=""00878""",國泰永續高股息,"57,143,185","19,343",20.25,20.57,20.24,20.47,+,0.27,20.46,20.47
13,6117,迎廣,"52,733,176","30,176",54.4,54.9,50.6,52.1,+,0.6,52.1,52.2
14,2388,威盛,"51,689,660","31,525",133.5,135.5,127.5,129.0,-,4.5,129.0,129.5
15,2356,英業達,"40,368,574","22,670",42.35,44.3,42.3,43.2,+,1.2,43.15,43.2
16,3013,晟銘電,"38,232,206","22,050",45.35,48.9,44.7,47.9,+,2.8,47.85,47.9
17,2883,凱基金,"29,299,616","7,779",11.55,11.6,11.4,11.45,-,0.05,11.45,11.5
18,"=""00680L""",元大美債20正2,"28,719,087","3,266",8.05,8.11,8.05,8.09,+,0.22,8.08,8.09
19,2376,技嘉,"27,858,992","20,959",222.0,230.0,221.0,224.5,+,4.0,224.5,225.0
20,3036,文曄,"27,485,579","18,401",149.5,154.5,147.0,149.5,+,1.0,149.5,150.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
