排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2887,台新新光金,"149,268,261","11,174",17.45,17.5,17.2,17.2,-,0.25,17.2,17.25
2,"=""00637L""",元大滬深300正2,"121,640,476","15,778",16.78,17.16,16.63,17.02,+,0.35,17.01,17.02
3,3481,群創,"116,258,517","26,465",16.55,16.95,16.35,16.4,+,0.05,16.4,16.45
4,1528,恩德,"115,532,079","33,101",20.5,21.9,20.35,21.9,+,1.95,21.9,0.0
5,"=""00632R""",元大台灣50反1,"81,400,922","2,618",3.23,3.25,3.22,3.24,+,0.03,3.24,3.25
6,"=""00665L""",富邦�琤肭磪囓�2,"73,720,858","6,355",8.8,9.13,8.68,9.06,+,0.37,9.05,9.06
7,3037,欣興,"68,085,499","47,417",166.5,169.0,164.0,167.5,+,4.0,167.0,167.5
8,2399,映泰,"65,764,484","34,440",43.15,44.95,42.5,43.2,+,0.1,43.2,43.25
9,"=""00753L""",中信中國50正2,"62,352,813","7,536",9.76,10.1,9.66,10.04,+,0.39,10.04,10.05
10,"=""00715L""",期街口布蘭特正2,"61,536,547","6,821",13.74,13.85,13.73,13.83,+,0.65,13.83,13.84
11,2888,新光金,"56,186,144","5,979",11.4,11.45,11.35,11.4,+,0.05,11.35,11.4
12,6405,悅城,"54,355,342","32,181",49.55,51.4,48.8,49.55,+,1.0,49.5,49.55
13,"=""00680L""",元大美債20正2,"54,292,706","5,864",8.31,8.34,8.27,8.29,-,0.01,8.28,8.29
14,"=""00929""",復華台灣科技優息,"52,046,271","23,840",19.03,19.03,18.96,18.98,-,0.06,18.98,18.99
15,2317,鴻海,"51,836,095","52,331",214.5,217.0,213.0,216.0,+,0.5,215.5,216.0
16,2303,聯電,"50,524,600","24,408",50.7,50.7,50.2,50.2,-,0.5,50.2,50.3
17,2329,華泰,"50,290,429","28,926",44.6,46.95,44.0,45.9,+,2.3,45.85,45.9
18,2486,一詮,"43,128,615","26,569",125.0,136.0,125.0,132.5,+,6.5,132.0,132.5
19,"=""00878""",國泰永續高股息,"41,975,242","26,177",23.2,23.2,23.03,23.07,-,0.11,23.07,23.08
20,3450,聯鈞,"39,449,921","27,665",239.5,252.5,237.0,251.5,+,10.0,251.0,251.5
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
