排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"370,762,515","18,300",5.26,5.26,5.17,5.18,-,0.09,5.18,5.19
2,"=""00878""",國泰永續高股息,"116,636,133","44,073",17.8,17.86,17.74,17.84,X,0.0,17.83,17.84
3,3231,緯創,"66,372,685","29,927",49.05,50.0,48.7,49.45,+,1.0,49.45,49.5
4,2891,中信金,"60,542,053","21,034",23.5,24.0,23.5,23.8,+,0.25,23.8,23.85
5,2206,三陽工業,"49,305,088","25,149",61.0,66.7,60.4,66.3,+,5.5,66.2,66.3
6,"=""00680L""",元大美債20正2,"48,093,374","6,453",11.42,11.44,11.39,11.43,-,0.09,11.42,11.43
7,2303,聯電,"45,854,527","24,763",48.9,49.3,48.65,49.25,+,0.45,49.2,49.25
8,2618,長榮航,"45,678,035","13,430",28.1,28.3,27.9,28.05,,0.0,28.0,28.05
9,2888,新光金,"45,483,217","10,910",8.39,8.52,8.36,8.5,+,0.11,8.49,8.5
10,3037,欣興,"44,718,152","28,521",161.0,166.5,160.5,165.0,+,4.0,165.0,165.5
11,"=""00637L""",元大滬深300正2,"44,358,796","7,268",15.2,15.25,14.98,14.98,-,0.26,14.98,14.99
12,2330,台積電,"44,352,410","52,663",508.0,521.0,506.0,519.0,+,14.0,518.0,519.0
13,2402,毅嘉,"42,827,377","20,277",29.2,30.45,27.9,27.95,-,0.7,27.95,28.0
14,2457,飛宏,"41,772,364","23,861",74.7,76.6,74.0,74.1,-,0.3,74.1,74.2
15,2634,漢翔,"39,596,583","19,698",53.9,56.2,53.4,55.0,+,1.3,55.0,55.1
16,2317,鴻海,"38,916,253","19,396",102.0,103.0,102.0,102.5,+,0.5,102.5,103.0
17,2883,凱基金,"38,754,450","12,015",13.0,13.1,12.9,13.05,+,0.05,13.05,13.1
18,"=""00715L""",期街口布蘭特正2,"36,649,765","5,851",11.85,12.03,11.82,11.93,-,0.2,11.92,11.93
19,2382,廣達,"36,197,978","22,454",100.5,101.5,98.8,100.5,-,0.5,100.5,101.0
20,2324,仁寶,"32,815,637","11,705",26.0,26.45,25.85,26.35,+,0.35,26.35,26.4
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
