排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"158,536,718","6,733",5.19,5.2,5.17,5.19,-,0.05,5.18,5.19
2,2610,華航,"144,968,519","40,581",27.75,27.9,27.1,27.1,-,0.2,27.1,27.15
3,2618,長榮航,"119,938,772","42,493",33.15,33.5,32.15,32.2,-,0.1,32.2,32.25
4,1708,東鹼,"90,437,323","46,988",57.6,59.6,56.7,56.7,-,6.2,0.0,56.7
5,2481,強茂,"89,802,624","43,340",101.5,108.5,101.0,105.0,+,6.2,104.5,105.0
6,"=""00637L""",元大滬深300正2,"89,296,654","9,973",15.92,16.5,15.85,16.5,+,0.66,16.49,16.5
7,2890,永豐金,"82,354,604","20,136",17.55,18.5,17.5,18.35,+,1.05,18.3,18.35
8,2882,國泰金,"81,539,261","6,266",64.1,64.5,64.0,64.4,+,0.6,64.4,64.5
9,2312,金寶,"81,186,665","23,803",16.55,17.9,16.5,17.3,+,0.85,17.3,17.35
10,2002,中鋼,"80,655,863","37,453",39.25,39.25,38.35,38.95,-,0.45,38.9,38.95
11,2303,聯電,"72,860,449","31,002",54.1,54.5,54.0,54.5,+,0.8,54.4,54.5
12,2409,友達,"69,833,369","20,622",20.1,20.25,20.0,20.0,-,0.05,20.0,20.05
13,2834,臺企銀,"69,238,081","17,841",12.85,12.95,12.7,12.85,-,0.05,12.8,12.85
14,3017,奇鋐,"63,066,384","37,089",119.0,127.5,117.0,117.0,+,0.5,117.0,117.5
15,2883,凱基金,"58,531,539","17,080",19.05,19.15,19.0,19.05,+,0.1,19.05,19.1
16,2603,長榮,"56,886,329","28,038",136.0,136.5,133.5,135.0,,0.0,134.5,135.0
17,2888,新光金,"54,532,000","9,565",10.7,10.8,10.65,10.75,+,0.15,10.75,10.8
18,2891,中信金,"53,877,960","16,013",28.85,29.15,28.75,29.0,+,0.2,29.0,29.05
19,2457,飛宏,"50,510,817","27,207",47.8,49.7,47.6,48.25,+,1.3,48.2,48.25
20,"=""00893""",國泰智能電動車,"48,082,902","12,858",15.51,15.55,15.49,15.5,+,0.25,15.5,15.51
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
