排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00715L""",期街口布蘭特正2,"120,034,522","9,168",13.15,13.22,13.13,13.21,+,0.35,13.21,13.22
2,3706,神達,"109,211,026","55,509",83.5,85.0,81.1,83.5,+,1.9,83.4,83.5
3,"=""00637L""",元大滬深300正2,"96,735,311","10,055",16.56,17.0,16.47,16.86,+,0.35,16.85,16.86
4,"=""00929""",復華台灣科技優息,"90,757,478","14,685",17.93,18.04,17.92,17.98,+,0.06,17.98,17.99
5,9105,泰金寶-DR,"77,389,906","15,278",8.0,8.1,7.77,7.83,+,0.01,7.83,7.84
6,2313,華通,"74,670,295","43,378",67.5,69.4,66.4,68.0,+,2.1,68.0,68.1
7,2303,聯電,"73,331,330","35,531",43.15,43.3,42.15,42.5,-,0.5,42.45,42.5
8,3481,群創,"73,059,196","13,121",15.65,16.0,15.65,15.75,+,0.2,15.7,15.75
9,"=""00680L""",元大美債20正2,"67,970,528","5,554",8.29,8.29,8.23,8.25,-,0.17,8.24,8.25
10,"=""00665L""",富邦�琤肭磪囓�2,"66,884,213","5,208",8.41,8.7,8.34,8.59,+,0.13,8.58,8.59
11,2883,凱基金,"66,697,161","12,192",18.0,18.3,17.9,18.25,+,0.25,18.2,18.25
12,2609,陽明,"59,538,334","34,752",80.0,80.5,78.2,78.6,-,0.6,78.5,78.6
13,2618,長榮航,"56,820,807","21,034",45.7,45.9,44.7,45.1,+,0.05,45.1,45.15
14,3029,零壹,"56,567,616","36,451",171.0,174.0,154.0,154.0,-,17.0,0.0,154.0
15,2891,中信金,"55,039,511","15,567",39.1,39.65,38.9,39.6,+,0.5,39.55,39.6
16,"=""00918""",大華優利高填息30,"53,846,805","15,467",24.47,24.47,24.29,24.32,+,0.03,24.31,24.32
17,2317,鴻海,"50,634,757","51,432",190.5,193.0,188.5,188.5,-,0.5,188.5,189.0
18,2312,金寶,"49,557,951","19,643",27.95,28.6,27.05,27.1,-,0.7,27.1,27.15
19,2610,華航,"47,268,397","14,302",26.2,26.75,26.1,26.5,+,0.5,26.5,26.55
20,2354,鴻準,"46,486,834","25,554",84.2,85.4,82.0,82.3,-,1.5,82.3,82.4
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
