排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"376,197,401","174,917",152.5,153.5,140.0,140.5,-,13.5,140.5,141.0
2,2609,陽明,"256,173,773","126,817",145.5,147.0,134.0,136.0,-,9.5,136.0,136.5
3,2409,友達,"193,871,165","40,036",21.15,21.6,20.8,21.15,+,0.45,21.15,21.2
4,3481,群創,"162,683,185","37,818",19.65,19.9,19.5,19.55,+,0.1,19.55,19.6
5,2303,聯電,"137,792,338","42,572",54.0,54.4,53.6,53.7,+,1.0,53.7,53.8
6,"=""00637L""",元大滬深300正2,"124,461,913","25,651",24.29,24.29,21.7,21.7,-,2.66,21.69,21.7
7,2888,新光金,"114,870,148","12,034",9.96,10.05,9.88,9.89,-,0.01,9.89,9.9
8,2615,萬海,"99,324,727","59,705",239.0,239.5,216.0,216.5,-,23.5,216.5,217.0
9,"=""00632R""",元大台灣50反1,"85,783,644","3,713",5.53,5.59,5.51,5.58,+,0.04,5.58,5.59
10,2882,國泰金,"83,691,025","28,305",58.3,58.7,56.1,56.2,X,0.0,56.2,56.3
11,2881,富邦金,"78,260,614","36,355",82.2,82.7,78.5,78.5,X,0.0,78.5,78.6
12,2328,廣宇,"73,499,613","30,456",41.2,44.9,41.15,44.9,+,4.05,44.9,0.0
13,2883,凱基金,"71,437,677","14,669",14.5,14.7,14.2,14.25,-,0.15,14.2,14.25
14,2340,台亞,"71,153,411","26,842",34.25,36.85,33.25,36.85,+,3.35,36.85,0.0
15,2401,凌陽,"68,398,324","35,066",46.0,47.45,45.2,46.5,+,1.6,46.45,46.5
16,3545,敦泰,"68,259,752","48,527",275.0,290.0,274.5,276.0,+,5.5,276.0,276.5
17,6116,彩晶,"67,656,446","16,596",20.1,20.75,20.0,20.15,+,0.25,20.15,20.2
18,4956,光鋐,"63,999,579","29,178",32.0,33.45,30.4,31.1,-,0.05,31.1,31.15
19,2344,華邦電,"61,695,806","19,299",33.95,34.35,33.7,33.75,+,0.2,33.75,33.8
20,4919,新唐,"60,262,076","35,601",145.0,155.0,142.5,155.0,+,14.0,155.0,0.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
