排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00929""",復華台灣科技優息,"161,521,094","55,455",18.57,18.59,18.49,18.53,-,0.04,18.53,18.54
2,3231,緯創,"119,217,877","67,847",97.0,100.5,96.4,99.5,+,1.9,99.5,99.6
3,2609,陽明,"101,146,669","44,799",50.6,52.0,50.4,51.8,+,2.5,51.7,51.8
4,2353,宏��,"88,063,735","40,190",47.6,47.8,45.8,47.0,-,1.4,47.0,47.05
5,2486,一詮,"85,427,306","39,688",50.2,53.8,49.8,50.9,+,1.35,50.8,50.9
6,"=""00680L""",元大美債20正2,"69,977,567","2,876",9.48,9.51,9.45,9.49,+,0.05,9.48,9.49
7,"=""00715L""",期街口布蘭特正2,"67,224,131","7,548",13.42,13.62,13.39,13.48,+,0.48,13.48,13.49
8,"=""00632R""",元大台灣50反1,"66,450,380","2,347",4.58,4.6,4.56,4.59,+,0.03,4.58,4.59
9,"=""00637L""",元大滬深300正2,"61,881,248","5,191",10.78,10.91,10.7,10.81,-,0.1,10.81,10.82
10,2382,廣達,"53,306,227","43,061",222.5,234.5,220.5,231.0,+,7.0,231.0,231.5
11,2888,新光金,"50,702,002","9,036",8.81,8.92,8.8,8.92,+,0.09,8.91,8.92
12,2356,英業達,"49,722,668","24,996",50.7,51.9,50.4,51.1,+,0.1,51.1,51.2
13,"=""00919""",群益台灣精選高息,"49,011,119","20,493",21.9,22.01,21.87,21.97,+,0.07,21.97,21.98
14,2618,長榮航,"47,011,285","14,416",32.3,32.85,32.25,32.5,+,0.25,32.45,32.5
15,2603,長榮,"45,136,983","23,936",153.5,157.0,152.5,156.5,+,7.5,156.0,156.5
16,3481,群創,"39,145,929","9,349",14.8,15.0,14.6,14.65,-,0.1,14.65,14.7
17,2449,京元電子,"38,138,186","20,531",77.0,77.3,75.0,75.6,-,2.4,75.6,75.7
18,2208,台船,"36,623,137","14,629",18.4,19.15,18.15,18.9,-,1.1,18.85,18.9
19,6695,芯鼎,"36,209,533","22,706",85.6,89.2,83.2,83.4,-,2.4,83.4,83.5
20,3036,文曄,"35,761,676","24,215",125.0,132.0,124.0,127.5,+,1.0,127.5,128.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
