排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"300,846,312","66,053",26.8,27.15,25.8,25.8,-,0.3,25.8,25.85
2,2603,長榮,"227,218,466","96,408",135.5,137.0,132.0,133.5,+,0.5,133.5,134.0
3,2303,聯電,"184,869,986","71,450",67.6,68.4,67.0,68.3,+,1.6,68.2,68.3
4,3481,群創,"145,037,921","24,473",17.95,18.3,17.85,18.0,+,0.35,17.95,18.0
5,2618,長榮航,"142,549,826","36,722",25.9,26.3,25.05,25.15,+,0.15,25.15,25.2
6,2498,宏達電,"139,494,172","70,905",81.9,87.9,81.2,85.2,+,5.0,85.1,85.2
7,2609,陽明,"124,056,099","63,207",124.5,126.0,120.5,121.0,-,1.0,121.0,121.5
8,2353,宏��,"105,228,619","39,271",28.3,30.4,28.3,30.15,+,2.05,30.1,30.15
9,2409,友達,"102,948,202","20,844",20.8,21.2,20.7,20.85,+,0.35,20.85,20.9
10,6443,元晶,"102,496,818","39,423",37.85,39.65,37.6,38.0,+,1.95,38.0,38.05
11,"=""00715L""",期街口布蘭特正2,"72,491,514","7,149",8.36,8.53,8.2,8.53,+,0.38,8.53,8.54
12,2615,萬海,"71,805,087","52,365",171.5,172.5,163.0,164.5,-,5.0,164.5,165.0
13,"=""00632R""",元大台灣50反1,"69,713,620","3,188",5.3,5.33,5.29,5.3,-,0.01,5.3,5.31
14,2883,凱基金,"65,097,113","14,077",16.25,16.6,16.25,16.35,+,0.2,16.35,16.4
15,2481,強茂,"59,725,793","35,794",110.0,116.5,109.0,111.5,+,4.5,111.5,112.0
16,2888,新光金,"58,295,843","7,852",10.55,10.65,10.5,10.55,+,0.1,10.55,10.6
17,2338,光罩,"54,479,657","29,819",102.5,109.5,102.0,109.5,+,9.9,109.5,0.0
18,1611,中電,"54,253,253","19,172",16.9,17.3,16.3,17.0,+,0.45,16.95,17.0
19,2002,中鋼,"49,878,738","16,830",34.0,34.3,33.8,34.1,+,0.2,34.05,34.1
20,2344,華邦電,"48,890,267","19,211",32.1,32.75,32.05,32.6,+,0.85,32.55,32.6
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
