排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"242,698,037","9,505",5.61,5.73,5.58,5.72,+,0.05,5.72,5.73
2,2603,長榮,"195,221,433","91,675",130.0,130.5,119.0,119.5,-,8.5,119.5,120.0
3,3037,欣興,"126,625,079","76,419",182.5,184.5,165.5,165.5,-,17.5,165.5,166.0
4,2618,長榮航,"104,505,827","32,841",33.2,33.25,31.3,31.45,-,0.65,31.45,31.5
5,6235,華孚,"93,817,520","42,946",44.45,47.65,41.9,41.95,-,1.4,41.95,42.0
6,"=""00637L""",元大滬深300正2,"91,332,089","12,960",18.2,18.25,17.78,17.81,-,0.47,17.81,17.82
7,1524,耿鼎,"85,432,107","33,551",20.95,22.3,20.25,21.1,+,0.8,21.05,21.1
8,2609,陽明,"84,576,065","45,781",123.5,124.5,117.0,117.0,-,5.0,117.0,117.5
9,2610,華航,"74,029,185","27,067",25.6,25.7,24.5,24.5,-,0.55,24.5,24.55
10,2891,中信金,"71,511,488","16,010",26.65,27.0,26.4,26.6,+,0.3,26.55,26.6
11,1605,華新,"69,134,123","30,980",44.0,44.35,41.55,41.55,-,1.5,41.55,41.6
12,3481,群創,"66,521,856","10,413",13.8,13.9,13.3,13.4,-,0.3,13.35,13.4
13,2303,聯電,"65,503,334","22,860",50.5,50.8,49.05,49.1,-,0.55,49.1,49.15
14,2888,新光金,"65,306,521","12,503",9.3,9.38,9.07,9.1,-,0.08,9.09,9.1
15,"=""0056""",元大高股息,"64,866,086","45,568",30.54,30.6,29.89,29.94,-,0.45,29.94,29.95
16,2883,凱基金,"58,457,535","16,880",15.65,15.75,15.2,15.25,-,0.25,15.25,15.3
17,2371,大同,"55,265,190","17,979",36.7,36.7,33.85,34.2,-,2.5,34.15,34.2
18,2409,友達,"51,448,486","10,802",17.5,17.6,16.9,17.1,-,0.3,17.05,17.1
19,2834,臺企銀,"51,307,181","8,321",12.4,12.6,12.15,12.2,-,0.05,12.2,12.25
20,"=""058461""",振樺電台新45購01,"47,697,000",587,0.14,0.16,0.11,0.11,-,0.02,0.1,0.11
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
