排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,1708,東鹼,"148,845,991","63,116",54.9,60.2,54.3,60.2,+,5.4,60.2,0.0
2,"=""00632R""",元大台灣50反1,"130,736,256","5,579",5.27,5.31,5.24,5.25,+,0.05,5.25,5.26
3,2610,華航,"120,354,581","35,624",25.75,27.2,25.55,27.15,+,0.8,27.1,27.15
4,"=""00637L""",元大滬深300正2,"111,060,712","13,712",15.85,16.02,15.21,15.84,-,0.27,15.83,15.84
5,2834,臺企銀,"106,539,532","24,470",12.55,13.0,12.35,12.95,+,0.35,12.95,13.0
6,2603,長榮,"93,721,893","47,753",128.0,134.5,127.0,133.0,+,0.5,133.0,133.5
7,2409,友達,"68,506,109","21,631",20.5,20.5,20.15,20.45,-,0.2,20.4,20.45
8,2618,長榮航,"65,700,443","25,768",30.05,31.55,30.0,31.25,+,0.25,31.25,31.3
9,2609,陽明,"54,487,113","38,220",117.5,123.0,117.5,122.5,+,0.5,122.0,122.5
10,2883,凱基金,"51,570,345","15,144",18.6,18.95,18.45,18.95,+,0.2,18.9,18.95
11,2313,華通,"50,366,660","22,711",53.0,53.5,51.4,52.8,-,0.2,52.7,52.8
12,2888,新光金,"47,973,190","6,474",10.6,10.7,10.45,10.7,+,0.05,10.65,10.7
13,2002,中鋼,"45,820,483","20,864",39.85,40.0,39.15,40.0,,0.0,39.95,40.0
14,1609,大亞,"45,762,764","20,101",27.3,29.25,27.0,28.75,+,0.95,28.7,28.75
15,4919,新唐,"43,302,360","27,970",179.5,192.0,175.0,177.0,-,2.5,176.5,177.0
16,2303,聯電,"40,471,428","16,868",53.2,53.8,52.8,53.6,+,0.3,53.5,53.6
17,1709,和益,"38,740,148","17,050",28.45,29.5,28.2,29.4,+,1.05,29.35,29.4
18,3481,群創,"37,445,594","12,087",17.0,17.1,16.85,17.0,-,0.15,17.0,17.05
19,3035,智原,"36,704,086","30,731",292.5,312.0,288.5,311.0,+,15.0,310.5,311.0
20,2457,飛宏,"35,640,804","21,663",47.85,48.85,47.15,47.6,-,0.05,47.6,47.65
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
