排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"469,023,648","122,111",32.5,35.8,32.25,35.5,+,2.55,35.45,35.5
2,2610,華航,"350,000,831","89,954",28.6,30.5,28.45,30.3,+,1.85,30.3,30.35
3,2603,長榮,"155,280,786","71,650",145.0,148.0,144.5,145.0,+,2.5,145.0,145.5
4,2607,榮運,"127,647,652","44,474",35.2,37.8,35.1,37.8,+,3.4,37.8,0.0
5,"=""00632R""",元大台灣50反1,"78,335,395","3,860",5.15,5.16,5.12,5.13,-,0.04,5.13,5.14
6,3035,智原,"73,281,375","45,483",240.0,254.0,238.0,245.0,+,11.5,245.0,245.5
7,"=""00893""",國泰智能電動車,"63,593,702","22,463",14.08,14.14,14.04,14.12,-,0.15,14.12,14.13
8,6251,定穎,"62,960,036","25,999",25.6,26.2,25.0,25.5,+,0.05,25.5,25.55
9,2888,新光金,"62,399,214","11,101",11.4,11.5,11.35,11.45,,0.0,11.4,11.45
10,"=""00878""",國泰永續高股息,"60,950,557","30,022",19.34,19.38,19.29,19.34,-,0.02,19.33,19.34
11,2609,陽明,"58,830,056","26,915",114.5,117.0,114.0,116.0,+,2.5,115.5,116.0
12,2344,華邦電,"58,048,358","20,744",34.85,35.2,34.2,34.8,+,0.65,34.75,34.8
13,2303,聯電,"56,448,462","28,554",52.9,53.6,52.9,53.6,+,0.8,53.5,53.6
14,2409,友達,"56,429,612","57,120",20.9,21.0,20.65,20.7,+,0.1,20.7,20.75
15,3481,群創,"53,593,755","11,837",17.05,17.1,16.9,16.95,+,0.05,16.95,17.0
16,9955,佳龍,"47,650,897","23,310",26.0,28.15,25.35,26.45,+,0.85,26.45,26.5
17,2615,萬海,"46,294,707","25,882",184.0,191.5,183.5,190.0,+,8.5,189.5,190.0
18,2027,大成鋼,"46,169,717","21,745",52.4,53.3,51.5,52.2,+,0.7,52.2,52.3
19,1708,東鹼,"45,369,878","21,386",38.65,42.1,38.6,41.45,+,3.15,41.4,41.45
20,1605,華新,"42,625,177","16,127",28.55,28.75,27.8,27.85,-,0.45,27.85,27.9
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
