排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"257,414,204","11,826",6.6,6.73,6.6,6.71,+,0.09,6.7,6.71
2,"=""00637L""",元大滬深300正2,"92,036,728","12,379",13.44,13.74,13.2,13.42,-,0.09,13.42,13.43
3,2303,聯電,"91,737,110","30,583",39.85,40.1,39.35,39.45,+,0.05,39.45,39.5
4,2330,台積電,"81,173,913","155,200",380.0,382.5,371.0,371.0,-,16.0,371.0,371.5
5,3481,群創,"63,921,019","11,951",12.55,12.7,12.35,12.45,,0.0,12.4,12.45
6,3035,智原,"59,676,702","32,002",133.5,139.5,130.0,139.5,+,5.0,139.0,139.5
7,2409,友達,"54,592,305","17,932",17.2,17.4,16.7,16.85,-,0.25,16.85,16.9
8,"=""0056""",元大高股息,"52,904,756","32,596",23.71,23.75,23.36,23.4,-,0.29,23.4,23.41
9,"=""00878""",國泰永續高股息,"48,101,031","25,455",15.53,15.58,15.36,15.44,-,0.05,15.44,15.45
10,3037,欣興,"45,841,508","23,713",123.0,123.5,120.0,121.5,-,0.5,121.5,122.0
11,2317,鴻海,"38,858,324","11,904",103.0,103.5,101.5,103.5,+,0.5,103.0,103.5
12,2883,凱基金,"38,384,772","7,409",11.25,11.45,11.2,11.45,+,0.3,11.4,11.45
13,1101,台泥,"38,025,797","23,596",30.65,30.65,29.9,29.9,-,0.7,29.9,29.95
14,2890,永豐金,"36,773,653","11,269",15.8,15.85,15.35,15.7,-,0.1,15.65,15.7
15,2884,玉山金,"36,638,095","14,582",22.75,22.85,22.5,22.8,-,0.05,22.75,22.8
16,2618,長榮航,"35,124,608","11,848",23.45,23.6,23.0,23.1,-,0.3,23.1,23.15
17,"=""00650L""",復華香港正2,"35,032,940","2,939",8.71,8.88,8.38,8.68,-,0.2,8.68,8.69
18,2609,陽明,"34,724,936","16,506",62.1,62.5,61.2,61.5,-,0.6,61.5,61.6
19,"=""00671R""",富邦NASDAQ反1,"34,118,157","1,490",6.44,6.47,6.42,6.44,-,0.06,6.43,6.44
20,2603,長榮,"30,602,847","14,401",138.5,140.5,136.0,139.0,+,1.5,138.5,139.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
