排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"451,539,962","17,979",3.43,3.43,3.37,3.38,-,0.07,3.38,3.39
2,"=""00940""",元大台灣價值高息,"222,536,466","36,093",10.18,10.31,10.18,10.29,+,0.15,10.28,10.29
3,"=""00929""",復華台灣科技優息,"201,076,971","41,296",21.31,21.53,21.31,21.52,+,0.31,21.52,21.53
4,2317,鴻海,"176,031,571","107,041",200.0,208.0,199.5,203.0,+,4.5,203.0,203.5
5,"=""00919""",群益台灣精選高息,"163,943,893","38,710",26.85,27.0,26.84,26.98,+,0.28,26.98,26.99
6,2618,長榮航,"135,197,803","48,466",38.0,38.1,37.05,37.9,+,0.6,37.85,37.9
7,2888,新光金,"123,799,126","17,927",9.71,9.8,9.6,9.71,+,0.06,9.7,9.71
8,2382,廣達,"111,394,537","100,363",292.5,320.0,291.5,316.0,+,25.0,316.0,316.5
9,2609,陽明,"106,052,977","54,294",74.5,77.5,74.1,75.0,+,0.9,75.0,75.1
10,3062,建漢,"104,790,503","43,729",30.15,31.2,28.1,28.2,-,0.95,28.2,28.25
11,"=""00939""",統一台灣高息動能,"103,505,102","14,463",14.91,15.04,14.91,15.02,+,0.13,15.02,15.03
12,3231,緯創,"96,592,639","46,099",107.5,112.0,107.5,111.0,+,4.0,110.5,111.0
13,"=""00936""",台新永續高息中小,"91,936,433","28,427",18.98,19.14,18.93,18.95,-,0.27,18.95,18.96
14,2365,昆盈,"91,626,851","47,249",41.95,42.0,35.35,35.55,-,2.95,35.55,35.6
15,"=""00878""",國泰永續高股息,"86,531,828","24,300",23.55,23.88,23.55,23.83,+,0.32,23.83,23.84
16,2615,萬海,"84,486,866","50,613",89.1,95.2,88.8,90.0,+,1.2,90.0,90.1
17,2610,華航,"83,414,826","23,971",23.95,24.0,23.15,23.65,+,0.3,23.65,23.7
18,"=""00665L""",富邦�琤肭磪囓�2,"80,326,748","4,910",6.8,7.09,6.8,7.09,+,0.34,7.09,7.1
19,2330,台積電,"76,684,138","117,235",953.0,984.0,953.0,981.0,+,38.0,980.0,981.0
20,3481,群創,"74,717,347","17,832",14.3,14.3,14.05,14.1,-,0.15,14.1,14.15
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
