排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2888,新光金,"251,964,483","40,159",9.22,9.5,9.18,9.29,+,0.33,9.29,9.3
2,2618,長榮航,"160,158,908","44,089",35.5,35.65,33.8,34.85,-,1.0,34.8,34.85
3,"=""00715L""",期街口布蘭特正2,"135,222,946","18,587",11.77,11.77,11.57,11.63,-,0.46,11.62,11.63
4,3231,緯創,"124,445,720","59,093",73.7,73.8,70.5,70.7,-,2.3,70.6,70.7
5,"=""00632R""",元大台灣50反1,"107,625,273","5,964",4.84,4.85,4.82,4.84,-,0.02,4.83,4.84
6,2317,鴻海,"98,652,902","40,913",108.0,112.0,107.5,110.5,+,2.5,110.5,111.0
7,"=""00878""",國泰永續高股息,"89,917,428","44,162",18.99,19.13,18.93,18.96,-,0.01,18.95,18.96
8,2382,廣達,"84,886,163","38,931",132.0,137.0,128.0,129.0,-,2.5,128.5,129.0
9,"=""00929""",復華台灣科技優息,"84,240,681","23,645",15.56,15.6,15.27,15.36,-,0.03,15.35,15.36
10,"=""00919""",群益台灣精選高息,"71,991,967","19,112",19.92,19.98,19.76,19.85,+,0.04,19.84,19.85
11,2610,華航,"59,857,618","17,109",22.65,22.7,22.0,22.35,-,0.35,22.35,22.4
12,1609,大亞,"58,868,496","28,603",40.0,40.15,38.15,38.4,-,1.1,38.4,38.45
13,"=""00637L""",元大滬深300正2,"56,390,616","5,717",13.86,14.09,13.77,14.02,+,0.18,14.02,14.03
14,"=""0056""",元大高股息,"52,764,018","33,047",31.85,32.05,31.69,31.78,,0.0,31.78,31.79
15,3481,群創,"52,638,760","14,561",14.8,15.05,14.65,14.7,,0.0,14.7,14.75
16,"=""00712""",復華富時不動產,"51,820,183","10,339",9.67,9.67,9.62,9.66,-,0.01,9.65,9.66
17,2376,技嘉,"48,188,710","36,908",242.0,259.0,240.5,243.0,+,2.5,242.5,243.0
18,6288,聯嘉,"45,727,714","22,542",34.5,37.0,34.0,36.6,+,2.95,36.5,36.6
19,2356,英業達,"43,813,694","23,341",38.8,39.0,36.85,36.95,-,1.7,36.95,37.0
20,2303,聯電,"43,324,958","19,003",52.4,52.6,52.0,52.6,+,0.3,52.5,52.6
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
