排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00637L""",元大滬深300正2,"184,375,355","27,435",17.2,18.4,17.19,18.28,+,1.52,18.27,18.28
2,"=""00632R""",元大台灣50反1,"125,497,105","10,136",5.68,5.69,5.64,5.67,+,0.01,5.67,5.68
3,1605,華新,"113,035,627","46,894",44.4,44.55,43.0,43.05,-,1.65,43.05,43.1
4,3481,群創,"103,593,612","19,117",13.5,13.95,13.4,13.7,+,0.1,13.65,13.7
5,2603,長榮,"87,949,056","51,324",131.5,132.5,128.0,128.0,-,3.5,128.0,128.5
6,1524,耿鼎,"74,988,829","27,782",21.3,22.7,20.2,20.3,-,1.4,20.3,20.35
7,2409,友達,"68,733,272","20,903",16.9,17.65,16.9,17.4,+,0.4,17.35,17.4
8,2618,長榮航,"68,171,102","22,568",32.4,32.7,32.1,32.1,-,0.25,32.05,32.1
9,2303,聯電,"59,748,228","25,291",49.95,50.4,49.65,49.65,+,0.05,49.65,49.7
10,6235,華孚,"54,748,781","28,752",44.5,46.7,43.35,43.35,-,1.2,43.35,43.4
11,2610,華航,"53,895,913","20,349",25.5,25.75,25.05,25.05,-,0.25,25.05,25.1
12,3037,欣興,"51,421,524","42,218",201.0,203.0,182.0,183.0,-,18.5,183.0,183.5
13,2891,中信金,"48,883,434","13,757",25.7,26.4,25.7,26.3,+,0.3,26.25,26.3
14,2888,新光金,"48,158,895","10,859",9.21,9.26,9.16,9.18,-,0.04,9.18,9.19
15,6133,金橋,"44,812,092","14,750",11.55,12.8,11.5,12.1,+,0.45,12.1,12.15
16,4906,正文,"42,349,928","20,667",32.75,33.3,31.1,31.1,-,0.4,31.1,31.15
17,2330,台積電,"38,360,508","72,687",508.0,515.0,508.0,509.0,-,4.0,509.0,510.0
18,3035,智原,"35,693,420","28,865",224.5,235.5,223.5,228.5,+,3.0,228.5,229.0
19,2482,連宇,"35,007,582","15,646",27.3,29.2,27.1,28.55,+,1.55,28.5,28.55
20,2609,陽明,"34,392,496","19,329",123.5,125.0,121.5,122.0,-,1.5,122.0,122.5
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
