排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"182,721,042","80,073",50.8,51.1,49.8,49.8,-,2.5,49.75,49.8
2,3481,群創,"157,696,477","32,247",16.65,17.15,16.65,17.0,+,0.2,17.0,17.05
3,"=""00637L""",元大滬深300正2,"94,332,358","9,985",11.22,11.36,11.11,11.16,-,0.09,11.16,11.17
4,"=""00929""",復華台灣科技優息,"90,708,902","34,908",18.72,18.73,18.56,18.59,-,0.13,18.58,18.59
5,9105,泰金寶-DR,"87,754,687","10,787",3.6,3.85,3.58,3.79,+,0.28,3.78,3.79
6,3231,緯創,"84,718,705","45,779",114.5,115.0,112.0,113.0,-,2.0,113.0,113.5
7,"=""00665L""",富邦�琤肭磪囓�2,"67,837,950","5,066",5.01,5.05,4.9,4.94,-,0.13,4.94,4.95
8,2353,宏��,"66,244,695","30,199",46.8,47.2,45.35,45.7,-,1.9,45.65,45.7
9,"=""00919""",群益台灣精選高息,"65,755,682","29,628",22.28,22.29,22.08,22.1,-,0.19,22.1,22.11
10,"=""00632R""",元大台灣50反1,"62,256,717","2,818",4.44,4.46,4.44,4.46,+,0.02,4.45,4.46
11,"=""00715L""",期街口布蘭特正2,"61,998,246","6,379",14.58,14.68,14.52,14.53,+,0.53,14.53,14.54
12,2356,英業達,"59,825,765","32,717",56.0,56.7,55.1,55.4,-,0.8,55.4,55.5
13,2324,仁寶,"55,347,585","26,340",36.2,36.65,35.35,35.5,-,1.7,35.5,35.55
14,2365,昆盈,"53,243,882","19,492",15.75,17.25,15.4,15.9,-,0.15,15.9,15.95
15,"=""00878""",國泰永續高股息,"51,292,344","24,652",21.63,21.64,21.49,21.52,-,0.17,21.51,21.52
16,3694,海華,"51,233,830","24,472",57.8,57.8,54.7,55.4,-,1.4,55.4,55.5
17,2891,中信金,"51,079,518","11,665",28.1,28.6,28.05,28.5,+,0.35,28.45,28.5
18,2330,台積電,"44,103,850","41,691",644.0,646.0,639.0,644.0,+,2.0,644.0,645.0
19,2618,長榮航,"42,714,534","13,485",30.65,30.65,30.2,30.4,-,0.35,30.35,30.4
20,2409,友達,"41,476,294","9,540",19.05,19.3,18.8,19.0,+,0.05,18.95,19.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
