排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"268,467,674","15,861",5.14,5.15,5.11,5.12,-,0.06,5.11,5.12
2,"=""00715L""",期街口布蘭特正2,"113,664,466","9,209",12.5,12.54,12.44,12.47,+,0.54,12.46,12.47
3,2888,新光金,"91,434,963","12,902",8.56,8.66,8.54,8.65,+,0.15,8.64,8.65
4,3231,緯創,"89,124,109","35,702",50.2,51.6,50.0,50.6,+,1.15,50.6,50.7
5,1504,東元,"84,735,946","43,363",48.4,50.5,47.75,49.8,+,2.8,49.75,49.8
6,"=""00878""",國泰永續高股息,"79,729,239","20,977",17.88,17.95,17.87,17.94,+,0.1,17.93,17.94
7,2618,長榮航,"71,048,180","12,277",28.2,28.45,28.15,28.3,+,0.25,28.25,28.3
8,"=""00637L""",元大滬深300正2,"63,446,018","6,993",15.03,15.17,14.93,15.01,+,0.03,15.0,15.01
9,2371,大同,"59,357,054","22,506",38.2,39.85,38.2,39.15,+,1.3,39.15,39.2
10,6235,華孚,"58,530,562","31,938",109.0,116.0,107.5,116.0,+,10.5,116.0,0.0
11,6112,邁達特,"53,660,586","33,294",69.4,74.3,69.0,71.0,+,3.0,71.0,71.1
12,"=""00665L""",富邦�琤肭磪囓�2,"50,395,359","3,654",8.06,8.18,7.97,8.07,-,0.03,8.07,8.08
13,1609,大亞,"49,056,636","22,887",31.1,31.65,31.05,31.35,+,0.85,31.3,31.35
14,2344,華邦電,"47,769,219","19,938",25.0,25.8,25.0,25.8,+,1.15,25.75,25.8
15,2206,三陽工業,"47,188,353","24,785",67.2,68.6,65.7,68.6,+,2.3,68.5,68.6
16,2330,台積電,"46,107,848","50,359",533.0,536.0,526.0,530.0,+,11.0,529.0,530.0
17,"=""0056""",元大高股息,"44,743,854","15,497",28.85,29.11,28.85,29.05,+,0.29,29.04,29.05
18,2883,凱基金,"44,317,860","12,713",13.1,13.2,13.05,13.2,+,0.15,13.2,13.25
19,3037,欣興,"43,513,728","29,878",169.5,171.5,166.5,167.5,+,2.5,167.0,167.5
20,2891,中信金,"42,768,525","11,503",23.9,24.15,23.85,24.1,+,0.3,24.05,24.1
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
