排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00715L""",期街口布蘭特正2,"285,639,658","29,412",11.13,11.2,11.1,11.15,-,0.48,11.15,11.16
2,"=""00632R""",元大台灣50反1,"264,756,440","15,240",4.8,4.8,4.74,4.75,-,0.09,4.75,4.76
3,2618,長榮航,"147,448,687","40,770",35.35,36.35,35.2,36.2,+,1.35,36.2,36.25
4,2356,英業達,"129,568,958","52,047",38.05,40.6,38.05,40.6,+,3.65,40.6,0.0
5,2888,新光金,"119,087,440","23,456",9.31,9.32,9.07,9.1,-,0.19,9.1,9.11
6,"=""00878""",國泰永續高股息,"106,008,858","34,281",18.99,19.23,18.99,19.15,+,0.19,19.15,19.16
7,3231,緯創,"103,700,056","46,444",71.5,72.9,70.8,71.8,+,1.1,71.7,71.8
8,2610,華航,"92,099,325","20,998",22.55,23.0,22.55,22.75,+,0.4,22.7,22.75
9,2317,鴻海,"70,173,913","34,877",111.0,113.0,111.0,112.5,+,2.0,112.5,113.0
10,2382,廣達,"68,934,626","38,615",133.5,139.5,133.0,138.0,+,9.0,137.5,138.0
11,"=""00919""",群益台灣精選高息,"68,715,317","14,659",20.02,20.16,20.01,20.15,+,0.3,20.14,20.15
12,"=""0056""",元大高股息,"67,258,490","32,031",31.96,32.25,31.95,32.2,+,0.42,32.19,32.2
13,2330,台積電,"62,671,781","84,903",593.0,594.0,589.0,593.0,+,19.0,593.0,594.0
14,2303,聯電,"62,668,295","26,235",53.1,53.3,52.9,53.2,+,0.6,53.1,53.2
15,"=""00637L""",元大滬深300正2,"52,506,140","6,281",14.05,14.06,13.81,13.94,-,0.08,13.94,13.95
16,1609,大亞,"52,151,360","25,615",38.7,38.9,37.2,37.8,-,0.6,37.75,37.8
17,"=""00881""",國泰台灣科技龍頭,"49,949,010","12,487",16.65,16.96,16.65,16.92,+,0.41,16.91,16.92
18,3481,群創,"45,789,684","10,173",14.75,14.8,14.6,14.65,-,0.05,14.65,14.7
19,2344,華邦電,"43,126,398","16,094",28.95,29.45,28.7,28.95,+,0.35,28.95,29.0
20,2323,中環,"42,908,304","10,775",13.5,13.6,13.05,13.1,,0.0,13.1,13.15
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
