排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"481,625,874","16,532",3.58,3.61,3.55,3.59,-,0.09,3.58,3.59
2,"=""00680L""",元大美債20正2,"155,752,910","10,983",9.18,9.23,9.17,9.22,-,0.13,9.21,9.22
3,2317,鴻海,"138,560,409","77,924",170.0,172.0,168.0,168.5,+,5.0,168.5,169.0
4,3481,群創,"137,488,394","24,947",13.95,14.8,13.9,14.4,+,0.6,14.4,14.45
5,"=""00929""",復華台灣科技優息,"133,779,543","41,878",19.03,19.1,18.91,18.98,+,0.31,18.98,18.99
6,2365,昆盈,"110,801,896","62,495",64.8,67.2,62.3,62.9,+,1.6,62.9,63.0
7,2888,新光金,"103,543,430","10,918",10.4,10.7,10.35,10.55,+,0.25,10.55,10.6
8,2303,聯電,"92,121,597","34,209",54.2,54.4,53.5,53.9,+,1.1,53.9,54.0
9,"=""00878""",國泰永續高股息,"90,100,425","37,805",22.55,22.77,22.45,22.57,+,0.47,22.57,22.58
10,"=""00940""",元大台灣價值高息,"88,276,456","20,641",9.4,9.48,9.37,9.4,+,0.16,9.4,9.41
11,2883,凱基金,"74,706,880","12,858",15.3,15.8,15.25,15.45,+,0.45,15.4,15.45
12,2615,萬海,"73,338,942","39,655",81.2,83.2,75.0,77.2,-,1.6,77.2,77.3
13,"=""00688L""",國泰20年美債正2,"66,783,477","5,131",9.15,9.19,9.13,9.19,-,0.13,9.18,9.19
14,3231,緯創,"64,754,069","35,165",98.7,99.8,97.2,97.3,+,2.5,97.2,97.3
15,2891,中信金,"64,587,504","18,246",34.2,35.2,34.2,34.7,+,0.95,34.7,34.75
16,2609,陽明,"62,540,696","31,112",62.8,63.2,59.3,60.8,-,0.4,60.8,60.9
17,"=""00665L""",富邦�琤肭磪囓�2,"58,807,979","2,897",6.12,6.22,6.07,6.11,+,0.07,6.11,6.12
18,2489,瑞軒,"58,273,404","24,029",21.75,22.8,21.4,21.65,+,0.1,21.65,21.7
19,2886,兆豐金,"55,102,965","22,070",38.2,39.1,38.2,38.85,+,0.75,38.8,38.85
20,2312,金寶,"54,894,473","16,860",22.85,24.05,22.6,24.05,+,2.15,24.05,0.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
