排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,4532,瑞智,"114,253,256","41,543",25.95,27.45,25.75,26.6,+,1.0,26.55,26.6
2,3231,緯創,"105,794,595","50,194",105.0,107.5,103.0,103.0,-,3.0,103.0,103.5
3,"=""00632R""",元大台灣50反1,"99,622,783","4,063",4.87,4.9,4.84,4.87,,0.0,4.87,4.88
4,"=""00673R""",期元大S&P原油反1,"87,676,111","7,027",8.98,9.01,8.95,9.0,-,0.16,8.99,9.0
5,2883,凱基金,"81,096,888","17,717",12.25,12.55,12.2,12.2,+,0.3,12.2,12.25
6,"=""00715L""",期街口布蘭特正2,"71,534,712","5,765",13.02,13.12,12.98,13.02,+,0.41,13.01,13.02
7,2618,長榮航,"67,389,103","17,423",40.0,40.2,39.6,39.7,-,0.1,39.65,39.7
8,"=""00637L""",元大滬深300正2,"65,187,651","5,768",14.01,14.31,14.01,14.04,+,0.04,14.04,14.05
9,2609,陽明,"65,083,250","40,053",50.3,50.4,48.8,48.85,-,1.75,48.8,48.85
10,6282,康舒,"60,601,457","31,593",54.0,54.0,50.4,51.1,-,2.0,51.0,51.1
11,3025,星通,"59,107,034","31,554",50.8,54.1,49.8,54.1,+,4.85,54.1,0.0
12,3481,群創,"56,810,120","10,829",15.3,15.6,15.25,15.5,+,0.15,15.5,15.55
13,1605,華新,"52,790,994","10,814",41.2,41.7,40.75,41.15,-,0.05,41.15,41.2
14,"=""00878""",國泰永續高股息,"47,866,389","23,652",19.31,19.46,19.29,19.31,,0.0,19.31,19.32
15,2356,英業達,"47,640,052","21,913",45.45,45.8,44.25,44.4,-,0.2,44.35,44.4
16,2419,仲琦,"45,583,305","22,731",40.65,41.5,38.75,39.05,-,1.2,39.0,39.05
17,1609,大亞,"43,470,716","20,961",38.15,39.85,38.05,38.95,+,1.05,38.9,38.95
18,2610,華航,"41,318,418","12,564",26.1,26.3,26.0,26.0,X,0.0,26.0,26.05
19,"=""00929""",復華台灣科技優息,"38,264,878","11,088",15.73,15.73,15.59,15.61,-,0.06,15.61,15.62
20,"=""0056""",元大高股息,"38,223,790","21,540",33.08,33.33,33.08,33.18,+,0.1,33.17,33.18
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
