排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3231,緯創,"155,779,026","76,123",69.4,73.4,69.1,73.0,+,5.0,72.9,73.0
2,"=""00929""",復華台灣科技優息,"120,007,200","32,798",15.03,15.61,15.03,15.39,+,0.42,15.38,15.39
3,2888,新光金,"109,411,733","19,080",9.2,9.2,8.95,8.96,-,0.15,8.96,8.97
4,1609,大亞,"100,721,947","47,376",40.55,40.7,39.0,39.5,-,1.0,39.5,39.55
5,2618,長榮航,"97,853,612","25,977",36.15,36.65,35.8,35.85,-,0.05,35.85,35.9
6,"=""00632R""",元大台灣50反1,"85,994,211","4,694",4.88,4.89,4.85,4.86,-,0.05,4.86,4.87
7,2356,英業達,"84,420,430","35,670",37.1,38.9,36.85,38.65,+,2.25,38.65,38.7
8,"=""00715L""",期街口布蘭特正2,"78,011,297","10,438",12.15,12.16,12.04,12.09,-,0.37,12.09,12.1
9,2382,廣達,"76,978,597","33,682",123.5,132.0,123.0,131.5,+,11.5,131.0,131.5
10,"=""00878""",國泰永續高股息,"72,817,962","22,929",18.73,18.99,18.73,18.97,+,0.27,18.97,18.98
11,2323,中環,"63,160,649","14,208",13.5,13.5,12.6,13.0,-,0.25,13.0,13.05
12,2303,聯電,"52,885,328","25,538",51.9,52.4,51.7,52.3,+,0.8,52.2,52.3
13,2353,宏��,"51,689,356","23,779",34.2,35.3,33.9,34.2,+,0.45,34.2,34.25
14,2891,中信金,"51,605,412","16,381",24.8,25.25,24.75,25.2,+,0.55,25.2,25.25
15,2630,亞航,"51,075,104","24,171",64.3,64.6,56.8,61.4,+,2.6,61.3,61.4
16,"=""00919""",群益台灣精選高息,"50,530,846","10,841",19.7,19.81,19.68,19.81,+,0.24,19.8,19.81
17,"=""00637L""",元大滬深300正2,"46,620,539","4,705",13.84,13.95,13.8,13.84,+,0.09,13.84,13.85
18,2515,中工,"43,678,027","7,543",11.3,11.65,11.25,11.5,+,0.25,11.5,11.55
19,"=""00712""",復華富時不動產,"43,551,005","8,011",9.65,9.68,9.64,9.67,+,0.07,9.66,9.67
20,2482,連宇,"38,884,132","23,590",75.4,76.5,67.2,67.5,-,6.7,67.5,67.6
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
