證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,Unnamed: 8
2801,彰銀,20.05,4.99,113,13.19,1.11,114/3,
2812,台中銀,21.00,5.33,113,14.38,1.42,114/3,
2816,旺旺保,30.00,5.0,113,6.90,0.89,114/3,
2820,華票,16.65,4.68,113,13.21,0.82,114/3,
2832,台產,52.90,3.78,113,12.11,1.16,114/3,
2834,臺企銀,15.80,5.06,113,12.64,1.07,114/3,
2836,高雄銀,12.10,4.96,113,19.21,0.86,114/3,
2838,聯邦銀,19.40,5.41,113,16.30,1.07,114/3,
2845,遠東銀,12.60,5.95,113,15.95,0.9,114/3,
2849,安泰銀,13.25,2.87,113,18.93,0.73,114/3,
2850,新產,118.00,6.06,113,10.71,1.9,114/3,
2851,中再保,26.45,7.18,113,10.54,1.03,114/3,
2852,第一保,27.90,7.53,113,9.82,0.95,114/3,
2855,統一證,24.05,8.73,113,11.24,1.05,114/3,
2867,三商壽,7.27,0.0,113,103.86,1.05,114/3,
2880,華南金,29.50,4.58,113,17.25,1.89,114/2,
2881,富邦金,92.00,4.62,113,11.62,1.72,114/2,
2882,國泰金,65.50,5.34,113,12.55,1.39,114/2,
2883,凱基金,15.50,6.13,113,12.30,0.92,114/3,
2884,玉山金,30.80,4.22,113,15.88,1.91,114/3,
2885,元大金,36.05,5.13,113,13.55,1.46,114/3,
2886,兆豐金,40.35,3.97,113,17.78,1.56,114/3,
2887,台新新光金,18.50,4.86,113,13.21,1.23,114/2,
2889,國票金,16.15,3.65,113,35.11,1.34,114/2,
2890,永豐金,27.15,4.6,113,14.68,1.64,114/3,
2891,中信金,44.10,5.22,113,11.98,1.81,114/3,
2892,第一金,28.65,4.19,113,15.74,1.53,114/2,
2897,王道銀行,9.11,5.49,113,12.65,0.63,114/3,
2901,欣欣,24.85,1.49,113,73.09,2.07,114/3,
2903,遠百,23.85,5.66,113,14.28,1.1,114/3,
2904,匯僑,17.00,5.88,113,11.81,1.04,114/3,
2905,三商,14.95,2.01,113,39.34,1.0,114/3,
2906,高林,13.15,4.56,113,34.61,0.82,114/3,
2908,特力,20.40,4.41,113,156.92,1.55,114/3,
2910,統領,21.20,4.48,113,17.67,1.37,114/3,
2911,麗嬰房,4.35,0.0,113,-,2.94,114/3,
2912,統一超,231.00,3.9,113,21.53,6.09,114/3,
2913,農林,13.35,0.0,113,-,0.85,114/3,
2915,潤泰全,54.00,4.63,113,6.44,0.58,114/3,
2923,鼎固-KY,20.15,1.19,113,-,0.74,114/3,
2929,淘帝-KY,8.02,0.0,113,61.69,0.32,114/3,
2939,永邑-KY,24.95,0.0,113,-,1.96,114/3,
2945,三商家購,38.00,3.95,113,19.00,1.36,114/3,
3002,歐格,22.50,3.11,113,51.14,1.87,114/3,
3003,健和興,46.65,4.29,113,32.17,1.15,114/3,
3004,豐達科,103.00,2.92,113,16.40,2.05,114/3,
3005,神基,119.00,5.03,113,14.78,3.06,114/3,
3006,晶豪科,80.70,1.24,113,-,2.37,114/3,
3008,大立光,"2,140.00",4.56,113,12.29,1.57,114/3,
3010,華立,104.50,5.07,113,12.58,1.21,114/3,
3011,今皓,12.40,0.0,113,-,1.07,114/3,
3013,晟銘電,120.00,0.5,113,30.85,5.18,114/3,
3014,聯陽,120.50,7.47,113,12.83,3.02,114/3,
3015,全漢,50.80,5.91,113,29.36,0.76,114/3,
3016,嘉晶,47.80,1.05,113,"4,780.00",2.82,114/3,
3017,奇鋐,"1,245.00",0.8,113,32.67,13.34,114/3,
3018,隆銘綠能,11.85,0.0,113,-,1.58,114/3,
3019,亞光,132.00,3.03,113,19.27,2.64,114/3,
3021,鴻名,16.65,1.8,113,42.69,1.03,114/3,
3022,威強電,62.30,7.22,113,11.41,1.05,114/3,
3023,信邦,209.50,4.89,113,15.98,3.42,114/3,
3024,憶聲,10.05,3.98,113,12.72,0.95,114/3,
3025,星通,42.90,7.69,113,20.72,3.23,114/3,
3026,禾伸堂,105.50,5.21,113,17.21,1.79,114/3,
3027,盛達,22.60,0.0,113,51.36,1.22,114/3,
3028,增你強,35.45,5.92,113,12.31,1.43,114/3,
3029,零壹,112.00,4.46,113,17.92,3.42,114/3,
3030,德律,145.50,3.44,113,14.82,3.88,114/3,
3031,佰鴻,18.45,5.42,113,18.27,1.13,114/3,
3032,偉訓,83.70,3.26,113,-,3.6,114/3,
3033,威健,29.45,7.06,113,18.76,1.39,114/3,
3034,聯詠,389.50,7.19,113,13.58,3.73,114/3,
3035,智原,160.50,1.87,113,54.97,3.3,114/3,
3036,文曄,132.00,4.55,113,13.95,1.84,114/3,
3037,欣興,164.00,0.91,113,78.47,2.72,114/3,
3038,全台,20.10,7.46,113,17.18,1.17,114/3,
3040,遠見,53.70,1.86,113,97.64,2.45,114/3,
3041,揚智,24.25,0.0,113,-,2.11,114/3,
3042,晶技,80.40,6.47,113,14.23,1.82,114/3,
3043,科風,19.90,0.0,113,-,0.87,114/3,
3044,健鼎,305.00,3.38,113,16.06,3.23,114/3,
3045,台灣大,108.00,4.17,113,23.33,3.97,114/3,
3046,建��,46.15,5.85,113,11.77,2.25,114/3,
3047,訊舟,16.90,1.78,113,-,1.48,114/3,
3048,益登,37.60,0.0,113,31.60,2.21,114/3,
3049,精金,6.54,0.0,113,-,0.74,114/3,
3050,鈺德,11.35,4.41,113,-,0.72,114/3,
3051,力特,17.90,8.49,113,15.43,1.25,114/3,
3052,夆典,11.30,4.42,113,9.42,0.66,114/3,
3054,立萬利,22.75,0.0,113,36.69,2.08,114/3,
3055,蔚華科,58.50,1.71,113,-,3.75,114/3,
3056,富華新,18.05,30.47,113,3.06,0.99,114/3,
3057,喬鼎,13.55,0.0,113,-,1.4,114/3,
3058,立德,9.99,0.0,113,-,1.21,114/3,
3059,華晶科,41.85,2.39,113,33.48,1.34,114/3,
3060,銘異,27.00,1.3,113,-,1.47,114/3,
3062,建漢,23.20,0.0,113,16.69,1.68,114/3,
3090,日電貿,83.70,5.02,113,16.57,2.61,114/3,
3092,鴻碩,14.80,0.0,113,-,1.07,114/3,
3094,聯傑,22.80,0.75,113,84.44,1.87,114/3,
3130,一零四,226.50,6.24,113,15.78,4.65,114/3,
3135,凌航,49.55,2.66,113,75.08,2.22,114/3,
3138,耀登,83.40,3.07,113,67.80,2.1,114/3,
3149,正達,33.65,0.0,113,-,2.84,114/3,
3150,鈺寶-創,17.15,5.83,113,107.19,1.14,114/3,
3164,景岳,18.35,4.36,113,45.88,1.23,114/3,
3167,大量,197.00,0.51,113,31.57,5.66,114/3,
3168,眾福科,43.40,7.0,113,16.56,1.92,114/3,
3189,景碩,132.00,0.76,113,85.71,1.88,114/3,
3209,全科,32.80,7.56,113,14.84,1.59,114/3,
3229,晟鈦,15.10,0.0,113,-,1.64,114/3,
3231,緯創,139.00,2.73,113,18.01,2.74,114/3,
3257,虹冠電,59.40,3.37,113,19.73,2.82,114/3,
3266,昇陽,13.50,5.56,113,7.80,0.76,114/3,
3296,勝德,19.50,0.0,113,16.53,1.58,114/3,
3305,昇貿,93.10,2.42,113,32.10,2.42,114/3,
3308,聯德,14.50,0.0,113,29.00,0.81,114/3,
3311,閎暉,31.25,0.96,113,24.61,0.89,114/3,
3312,弘憶股,36.25,3.86,113,27.46,2.07,114/3,
3321,同泰,16.80,0.0,113,-,2.87,114/3,
3338,泰碩,46.90,4.29,113,19.79,2.16,114/3,
3346,麗清,18.10,6.69,113,226.25,0.65,114/3,
3356,奇偶,46.85,8.54,113,8.77,1.68,114/3,
3376,新日興,180.50,3.32,113,65.40,2.09,114/3,
3380,明泰,29.15,3.43,113,-,1.78,114/3,
3406,玉晶光,459.00,3.92,113,15.29,2.15,114/3,
3413,京鼎,287.00,5.02,113,12.28,2.05,114/3,
3416,融程電,142.50,3.86,113,20.62,3.38,114/3,
3419,譁裕,12.50,0.0,113,-,1.52,114/3,
3432,台端,13.85,0.0,113,-,1.86,114/3,
3437,榮創,13.15,0.0,113,-,0.9,114/3,
3443,創意,"1,980.00",0.81,113,76.74,22.66,114/3,
3447,展達,50.40,1.59,113,27.10,3.17,114/3,
3450,聯鈞,215.00,0.23,113,39.23,6.54,114/3,
3454,晶睿,83.90,2.74,113,68.21,2.24,114/3,
3481,群創,12.30,8.13,113,10.60,0.45,114/3,
3494,誠研,7.95,0.0,113,-,1.17,114/3,
3501,維熹,47.60,8.4,113,10.42,0.85,114/3,
3504,揚明光,48.55,0.0,113,121.38,2.01,114/3,
3515,華擎,240.50,2.2,113,16.50,3.03,114/3,
3518,柏騰,19.80,0.0,113,-,1.46,114/3,
3528,安馳,66.10,4.54,113,59.55,2.45,114/3,
3530,晶相光,56.30,0.0,113,-,1.86,114/3,
3532,台勝科,86.70,2.08,113,47.64,1.38,114/3,
3533,嘉澤,"1,165.00",3.58,113,15.81,3.79,114/3,
3535,晶彩科,69.00,0.72,113,-,5.56,114/3,
3543,州巧,41.45,1.21,113,-,1.57,114/3,
3545,敦泰,49.10,3.54,113,20.81,1.09,114/3,
3550,聯穎,12.55,0.0,113,-,0.9,114/3,
3557,嘉威,35.20,8.52,113,42.93,1.23,114/3,
3563,牧德,448.00,1.34,113,27.67,4.8,114/3,
3576,聯合再生,6.18,0.0,113,-,0.97,114/3,
3583,辛耘,304.00,1.48,113,23.71,4.28,114/3,
3588,通嘉,44.60,3.14,113,82.59,1.6,114/3,
3591,艾笛森,17.50,4.23,113,250.00,0.9,114/3,
3592,瑞鼎,207.00,10.72,113,10.56,1.39,114/3,
3593,力銘,7.30,0.0,113,-,3.92,114/3,
3596,智易,182.50,4.11,113,14.79,2.5,114/3,
3605,宏致,61.90,1.16,113,14.74,1.34,114/3,
3607,谷崧,12.90,5.43,113,26.88,0.93,114/3,
3617,碩天,196.00,7.65,113,10.46,2.03,114/3,
3622,洋華,67.40,4.45,113,11.99,1.33,114/3,
3645,達邁,51.20,2.32,113,46.13,2.18,114/3,
3652,精聯,28.85,2.08,113,21.53,1.14,114/3,
3653,健策,"2,605.00",0.56,113,76.35,19.77,114/3,
3661,世芯-KY,"2,970.00",1.23,113,40.44,6.34,114/3,
3665,貿聯-KY,"1,560.00",0.68,113,38.88,7.24,114/3,
3669,圓展,27.75,6.13,113,54.41,0.78,114/3,
3673,TPK-KY,40.65,1.97,113,19.54,0.43,114/3,
3679,新至陞,114.00,8.77,113,10.17,1.57,114/3,
3686,達能,17.30,0.0,113,-,1.94,114/3,
3694,海華,63.60,2.33,113,16.65,2.85,114/3,
3701,大眾控,29.40,0.68,113,28.82,1.43,114/3,
3702,大聯大,63.40,5.05,113,11.98,1.42,114/3,
3703,欣陸,22.25,4.72,113,29.67,0.68,114/3,
3704,合勤控,33.70,0.89,113,14.22,1.22,114/3,
3705,永信,55.80,5.38,113,15.41,1.91,114/3,
3706,神達,88.00,2.27,113,19.78,1.71,114/3,
3708,上緯投控,104.50,2.25,113,82.28,1.17,114/3,
3711,日月光投控,210.50,2.52,113,26.02,2.9,114/3,
3712,永崴投控,25.45,11.79,113,-,1.47,114/3,
3714,富采,30.60,2.94,113,-,0.53,114/3,
3715,定穎投控,108.50,1.38,113,36.05,3.9,114/3,
3716,中化控股,34.20,2.98,113,17.01,0.67,114/3,
3717,聯嘉投控,16.95,0.0,113,-,1.13,114/3,
4104,佳醫,82.40,5.22,113,17.57,1.59,114/3,
4106,雃博,21.85,3.66,113,15.95,0.9,114/3,
4108,懷特,14.00,0.0,113,-,1.51,114/3,
4119,旭富,47.45,3.16,113,48.92,1.06,114/3,
4133,亞諾法,22.65,3.97,113,755.00,1.1,114/3,
4137,麗豐-KY,97.70,10.24,113,16.26,1.67,114/3,
4142,國光生,19.25,0.0,113,-,1.72,114/3,
4148,全宇生技-KY,40.20,2.49,113,19.61,1.06,114/3,
4155,訊映,14.80,2.03,113,31.49,0.87,114/3,
4164,承業醫,38.95,3.49,113,46.93,1.01,114/3,
4190,佐登-KY,30.40,1.64,113,-,1.17,114/3,
4306,炎洲,13.30,9.02,113,53.20,0.7,114/3,
4414,如興,10.30,0.0,113,8.24,0.67,114/3,
4426,利勤,9.98,0.0,113,-,0.88,114/3,
4438,廣越,83.90,3.84,113,35.55,1.14,114/3,
4439,冠星-KY,108.00,1.85,113,18.56,1.28,114/3,
4440,宜新實業,18.05,8.86,113,19.84,0.95,114/3,
4441,振大環球,271.00,3.38,113,23.28,2.75,114/3,
4526,東台,30.40,0.0,113,53.33,1.56,114/3,
4532,瑞智,23.50,6.38,113,11.35,1.18,114/3,
4536,拓凱,166.00,6.63,113,8.83,1.67,114/3,
4540,全球傳動,33.65,0.0,113,-,1.15,114/3,
4545,銘鈺,32.00,5.16,113,320.00,1.33,114/3,
4551,智伸科,111.50,3.77,113,15.49,1.52,114/3,
4552,力達-KY,22.85,4.38,113,11.54,0.44,114/3,
4555,氣立,40.15,1.25,113,-,1.02,114/3,
4557,永新-KY,71.90,9.04,113,239.67,1.44,114/3,
4560,強信-KY,31.40,3.82,113,11.02,1.16,114/3,
4562,穎漢,35.40,0.0,113,-,3.29,114/3,
4564,元翎,16.15,0.0,113,-,0.9,114/3,
4566,時碩工業,52.40,2.86,113,91.93,1.22,114/3,
4569,六方科-KY,144.00,3.97,113,31.58,1.67,114/3,
4571,鈞興-KY,160.50,3.23,113,16.55,2.88,114/3,
4572,駐龍,145.00,3.45,113,39.30,2.92,114/3,
4576,大銀微系統,99.60,0.2,113,64.68,2.99,114/3,
4581,光隆精密-KY,53.80,5.95,113,10.13,1.58,114/3,
4583,台灣精銳,609.00,1.97,113,54.47,4.93,114/3,
4585,達明,290.00,0.0,113,349.40,4.44,114/3,
4588,玖鼎電力,59.50,5.04,113,17.87,2.93,114/3,
4720,德淵,13.65,7.33,113,16.65,1.01,114/3,
4722,國精化,148.50,0.94,113,85.84,4.96,114/3,
4736,泰博,125.00,8.0,113,8.20,1.27,114/3,
4737,華廣,58.60,0.0,113,-,2.13,114/3,
4739,康普,64.00,1.48,113,90.14,1.38,114/3,
4746,台耀,63.40,4.73,113,31.70,1.0,114/3,
4755,三福化,99.20,3.53,113,29.61,1.94,114/3,
4763,材料*-KY,54.00,8.81,113,7.07,3.0,114/3,
4764,雙鍵,50.70,0.0,113,56.97,2.01,114/3,
4766,南寶,321.50,5.91,113,15.35,3.04,114/3,
4770,上品,206.00,5.83,113,15.08,2.09,114/3,
4771,望隼,179.50,3.08,113,14.91,2.83,114/3,
4807,日成-KY,17.65,0.0,113,441.25,0.95,114/3,
4904,遠傳,92.70,3.84,113,24.39,3.78,114/3,
4906,正文,25.55,5.87,113,-,0.96,114/3,
4912,聯德控股-KY,77.80,2.84,113,18.88,1.35,114/3,
4915,致伸,81.50,5.15,113,14.42,2.01,114/3,
4916,事欣科,44.95,0.85,113,29.00,1.89,114/3,
4919,新唐,49.80,0.8,113,-,1.51,114/3,
4927,泰鼎-KY,20.35,0.0,113,-,0.84,114/3,
4930,燦星網,21.65,7.39,113,17.46,0.56,114/3,
4934,太極,11.70,0.0,113,-,1.7,114/3,
4935,茂林-KY,40.35,5.45,113,19.21,0.67,114/3,
4938,和碩,70.70,6.36,113,14.73,0.98,114/3,
4942,嘉彰,37.80,5.29,113,12.68,0.63,114/3,
4943,康控-KY,15.60,0.0,113,-,10.13,114/3,
4949,有成精密,37.15,2.96,113,19.05,1.58,114/3,
4952,凌通,34.40,6.54,113,32.15,1.8,114/3,
4956,光鋐,17.85,0.0,113,-,1.12,114/3,
4958,臻鼎-KY,140.50,3.42,113,18.29,1.29,114/3,
4960,誠美材,13.10,0.0,113,-,0.98,114/3,
4961,天鈺,138.50,9.29,113,11.67,0.98,114/3,
4967,十銓,125.50,2.39,113,41.28,2.64,114/3,
4968,立積,132.50,0.83,113,62.21,4.65,114/3,
4976,佳凌,30.65,0.0,113,-,1.87,114/3,
4977,眾達-KY,101.50,2.22,113,18.06,2.16,114/3,
4989,榮科,41.80,0.0,113,-,3.87,114/3,
4994,傳奇,94.50,5.29,113,33.99,6.24,114/3,
4999,鑫禾,23.45,4.26,113,-,0.54,114/3,
5007,三星,53.50,5.61,113,19.60,2.29,114/3,
5203,訊連,97.30,4.01,113,26.51,1.71,114/3,
5215,科嘉-KY,37.75,6.62,113,16.27,0.71,114/3,
5222,全訊,128.00,3.13,113,45.23,5.07,114/3,
5225,東科-KY,102.00,10.19,113,8.73,2.38,114/3,
5234,達興材料,313.00,1.6,113,44.21,9.69,114/3,
5243,乙盛-KY,83.40,1.8,113,19.13,1.82,114/3,
5244,弘凱,37.30,4.02,113,26.83,1.48,114/3,
5258,虹堡,64.10,3.93,113,19.25,1.66,114/3,
5269,祥碩,"1,175.00",2.55,113,18.07,2.69,114/3,
5283,禾聯碩,59.50,4.2,113,9.83,0.92,114/3,
5284,jpp-KY,271.00,0.55,113,26.29,4.31,114/3,
5285,界霖,49.95,4.0,113,27.00,1.82,114/3,
5288,豐祥-KY,135.50,6.28,113,9.26,1.65,114/3,
5292,華懋,144.00,3.82,113,14.78,3.4,114/3,
5306,桂盟,89.80,4.86,113,11.63,1.35,114/3,
5388,中磊,81.80,5.62,113,17.01,1.6,114/3,
5434,崇越,293.00,4.09,113,14.51,3.01,114/3,
5469,瀚宇博,90.80,2.78,113,13.95,1.35,114/3,
5471,松翰,32.85,3.04,113,46.27,1.6,114/3,
5484,慧友,33.55,0.0,113,-,4.58,114/3,
5515,建國,32.15,6.69,113,8.29,1.34,114/3,
5519,隆大,31.15,9.63,113,4.91,1.12,114/3,
5521,工信,14.05,0.0,113,36.97,1.25,114/3,
5522,遠雄,58.30,5.32,113,22.17,0.99,114/3,
5525,順天,28.20,5.32,113,47.00,1.71,114/3,
5531,鄉林,9.06,0.0,113,34.85,0.91,114/3,
5533,皇鼎,14.40,6.94,113,19.20,0.43,114/3,
5534,長虹,76.90,7.15,113,10.43,1.13,114/3,
5538,東明-KY,29.25,5.13,113,10.83,0.85,114/3,
5546,永固-KY,23.75,8.42,113,-,1.07,114/3,
5607,遠雄港,47.10,2.76,113,18.26,1.61,114/3,
5608,四維航,17.20,0.0,113,-,0.74,114/3,
5706,鳳凰,51.40,6.32,113,15.34,2.34,114/3,
5871,中租-KY,105.00,6.0,113,10.17,1.13,114/3,
5876,上海商銀,40.70,4.42,113,12.88,1.0,114/3,
5880,合庫金,24.30,4.12,113,19.29,1.46,114/2,
5906,台南-KY,0.00,1.97,113,43.71,3.04,114/3,
5907,大洋-KY,5.46,0.0,113,-,0.27,114/3,
6005,群益證,25.05,5.99,113,10.71,1.25,114/3,
6024,群益期,49.00,5.78,113,10.23,1.22,114/3,
6108,競國,12.90,7.75,113,-,0.64,114/3,
6112,邁達特,47.30,1.27,113,82.98,2.13,114/3,
6115,鎰勝,46.30,6.91,113,15.13,1.77,114/3,
6116,彩晶,6.89,0.0,113,-,0.59,114/3,
6117,迎廣,74.40,2.92,113,22.75,3.39,114/3,
6120,達運,10.10,2.48,113,42.08,0.72,114/3,
6128,上福,22.55,11.09,113,-,1.08,114/3,
6133,金橋,15.40,1.95,113,28.00,1.23,114/3,
6136,富爾特,23.35,4.93,113,22.89,0.8,114/3,
6139,亞翔,439.50,3.16,113,19.10,6.47,114/3,
6141,柏承,10.25,0.0,113,-,1.15,114/3,
6142,友勁,9.06,0.0,113,-,1.02,114/3,
6152,百一,8.11,0.0,113,-,1.08,114/3,
6153,嘉聯益,14.15,0.0,113,-,0.9,114/3,
6155,鈞寶,36.00,2.78,113,72.00,2.0,114/3,
6164,華興,9.54,5.24,113,86.73,0.86,114/3,
6165,浪凡,49.45,1.19,113,14.50,2.37,114/3,
6166,凌華,57.30,1.62,113,24.49,2.34,114/3,
6168,宏齊,18.30,0.0,113,-,1.25,114/3,
6176,瑞儀,117.00,9.07,113,10.25,1.6,114/3,
6177,達麗,45.20,8.85,113,12.77,2.37,114/3,
6183,關貿,96.00,3.33,113,25.07,5.39,114/3,
6184,大豐電,46.70,6.83,113,13.94,1.5,114/3,
6189,豐藝,44.10,13.08,113,16.04,1.95,114/3,
6191,精成科,111.00,2.71,113,19.27,2.3,114/3,
6192,巨路,100.50,5.47,113,9.14,1.34,114/3,
6196,帆宣,221.50,2.66,113,16.82,3.19,114/3,
6197,佳必琪,140.00,5.0,113,17.46,3.92,114/3,
6201,亞弘電,56.10,7.13,113,12.38,1.84,114/3,
6202,盛群,36.45,0.0,113,58.79,2.2,114/3,
6205,詮欣,38.00,4.29,113,19.29,1.21,114/3,
6206,飛捷,93.00,6.45,113,12.38,2.7,114/3,
6209,今國光,59.20,0.0,113,219.26,3.55,114/3,
6213,聯茂,99.60,1.81,113,27.82,1.83,114/3,
6214,精誠,120.50,4.32,113,17.72,1.87,114/3,
6215,和椿,98.80,1.52,113,52.83,5.49,114/3,
6216,居易,25.80,9.81,113,34.40,1.45,114/3,
6224,聚鼎,40.50,4.32,113,26.47,1.6,114/3,
6225,天瀚,0.00,0.0,113,-,5.6,114/3,
6226,光鼎,6.58,0.0,113,-,0.71,114/3,
6230,尼得科超眾,108.00,0.2,113,-,1.67,114/3,
6235,華孚,58.00,2.1,113,21.80,2.48,114/3,
6239,力成,151.50,4.62,113,21.55,2.06,114/3,
6243,迅杰,27.20,4.41,113,247.27,1.59,114/3,
6257,矽格,93.70,4.31,113,16.70,2.22,114/3,
6269,台郡,49.65,0.0,113,-,0.74,114/3,
6271,同欣電,121.00,2.48,113,16.76,0.97,114/3,
6277,宏正,61.40,6.19,113,16.55,1.56,114/3,
6278,台表科,97.90,5.62,113,10.52,1.34,114/3,
6281,全國電,62.80,6.37,113,16.79,2.22,114/3,
6282,康舒,37.30,1.34,113,-,1.47,114/3,
6283,淳安,25.00,0.0,113,26.88,2.25,114/3,
6285,啟��,97.00,4.95,113,15.18,1.44,114/3,
6405,悅城,24.35,0.41,113,-,0.64,114/3,
6409,旭隼,983.00,4.37,113,21.75,10.09,114/3,
6412,群電,90.90,6.6,113,14.73,2.58,114/3,
6414,樺漢,282.00,4.33,113,11.92,1.57,114/3,
6415,矽力*-KY,180.00,1.33,113,27.23,1.99,114/3,
6416,瑞祺電通,76.00,3.82,113,18.95,1.6,114/3,
6423,億而得-創,74.20,1.33,113,106.00,4.59,114/3,
6426,統新,65.40,0.76,113,-,2.82,114/3,
6431,光麗-KY,18.80,0.0,113,-,3.0,114/3,
6438,迅得,120.50,3.97,113,15.71,1.89,114/3,
6442,光聖,"1,230.00",0.7,113,63.01,22.75,114/3,
6443,元晶,11.95,0.0,113,-,1.05,114/3,
6446,藥華藥,487.50,0.45,113,33.81,5.46,114/3,
6449,鈺邦,165.00,2.11,113,25.27,3.44,114/3,
6451,訊芯-KY,140.50,0.26,113,-,2.55,114/3,
6456,GIS-KY,40.95,0.0,113,132.10,0.48,114/3,
6464,台數科,78.30,4.62,113,13.66,1.21,114/3,
6472,保瑞,535.00,2.99,113,20.57,4.91,114/3,
6477,安集,33.25,0.9,113,-,1.31,114/3,
6491,晶碩,308.00,3.57,113,14.94,2.14,114/3,
6504,南六,43.40,2.3,113,-,0.97,114/3,
6505,台塑化,55.50,1.44,113,86.72,1.72,114/3,
6515,穎崴,"2,475.00",1.01,113,57.65,15.11,114/3,
6525,捷敏-KY,74.00,5.68,113,12.50,2.19,114/3,
6526,達發,434.00,2.88,113,24.44,3.89,114/3,
6531,愛普*,388.50,1.8,113,63.58,5.54,114/3,
6533,晶心科,273.00,0.0,113,-,3.03,114/3,
6534,正瀚-創,92.30,4.44,113,21.62,3.62,114/3,
6541,泰福-KY,51.60,0.0,113,-,2.28,114/3,
6550,北極星藥業-KY,30.00,0.0,113,-,5.51,114/3,
6552,易華電,24.00,0.83,113,-,0.86,114/3,
6558,興能高,34.95,0.86,113,-,2.33,114/3,
6573,虹揚-KY,16.05,0.0,113,17.45,1.97,114/3,
6579,研揚,107.50,4.79,113,25.06,1.88,114/3,
6581,鋼聯,110.00,5.45,113,16.20,2.85,114/3,
6582,申豐,32.30,3.1,113,-,0.56,114/3,
6585,鼎基,87.50,9.05,113,14.49,1.68,114/3,
6589,台康生技,72.40,0.0,113,-,2.59,114/3,
6591,動力-KY,75.00,3.13,113,15.12,1.44,114/3,
6592,和潤企業,64.70,4.64,113,16.30,1.25,114/3,
6598,ABC-KY,21.20,0.0,113,-,3.17,114/3,
6605,帝寶,140.50,6.41,113,10.23,1.22,114/3,
6606,建德工業,24.80,12.1,113,26.11,1.79,114/3,
6625,必應,89.40,4.47,113,11.16,3.02,114/3,
6641,基士德-KY,19.60,5.1,113,150.77,0.51,114/3,
6645,金萬林-創,18.60,0.0,113,-,2.19,114/3,
6655,科定,105.00,11.43,113,29.41,3.28,114/3,
6657,華安,44.70,0.0,113,-,3.99,114/3,
6658,聯策,46.60,2.32,113,40.88,1.3,114/3,
6666,羅麗芬-KY,44.00,4.55,113,18.41,1.28,114/3,
6668,中揚光,36.70,0.0,113,-,1.82,114/3,
6669,緯穎,"4,030.00",1.84,113,16.88,6.93,114/3,
6670,復盛應用,241.50,8.14,113,10.16,2.45,114/3,
6671,三能-KY,35.70,7.28,113,13.47,1.31,114/3,
6672,騰輝電子-KY,85.00,3.94,113,18.40,1.82,114/3,
6674,鋐寶科技,20.25,0.0,113,-,1.52,114/3,
6689,伊雲谷,61.30,3.26,113,36.93,1.47,114/3,
6691,洋基工程,456.00,3.84,113,20.58,8.38,114/3,
6695,芯鼎,41.85,0.0,113,-,2.6,114/3,
6698,旭暉應材,29.50,0.0,113,-,1.8,114/3,
6706,惠特,79.70,0.0,113,-,1.64,114/3,
6715,嘉基,85.50,4.58,113,43.85,1.68,114/3,
6719,力智,200.00,0.85,113,47.39,1.53,114/3,
6742,澤米,41.05,0.73,113,-,2.3,114/3,
6743,安普新,28.75,5.22,113,119.79,1.64,114/3,
6753,龍德造船,117.00,1.07,113,24.22,3.1,114/3,
6754,匯僑設計,46.35,8.63,113,12.56,1.38,114/3,
6756,威鋒電子,73.70,2.44,113,69.53,1.86,114/3,
6757,台灣虎航,66.30,9.13,113,13.45,4.47,114/3,
6768,志強-KY,114.00,5.42,113,14.94,1.59,114/3,
6770,力積電,32.10,0.0,113,-,1.64,114/3,
6771,平和環保-創,46.70,7.49,113,11.36,1.68,114/3,
6776,展�眥篕�,50.10,5.99,113,11.93,1.9,114/3,
6781,AES-KY,"1,250.00",1.0,113,33.60,7.0,114/3,
6782,視陽,177.00,2.88,113,14.68,2.81,114/3,
6789,采鈺,231.00,1.3,113,50.88,4.08,114/3,
6790,永豐實,38.05,6.7,113,13.40,1.87,114/3,
6792,詠業,51.00,4.9,113,19.25,1.55,114/3,
6794,向榮生技,71.80,0.0,113,-,6.0,114/3,
6796,晉弘,87.80,0.57,113,337.69,4.81,114/3,
6799,來頡,72.50,2.74,113,24.41,1.96,114/3,
6805,富世達,"1,340.00",0.6,113,51.42,14.84,114/3,
6806,森崴能源,38.05,3.23,113,-,2.15,114/3,
6807,峰源-KY,45.90,9.8,113,7.03,1.01,114/3,
6830,汎銓,148.00,0.68,113,-,2.57,114/3,
6834,天二科技,27.70,1.81,113,89.35,1.72,114/3,
6835,圓裕,38.75,5.16,113,14.79,1.44,114/3,
6838,台新藥,26.35,0.0,113,-,2.64,114/3,
6854,錼創科技-KY創,129.50,0.0,113,-,4.18,114/3,
6861,睿生光電,56.30,3.2,113,16.13,1.67,114/3,
6862,三集瑞-KY,159.50,3.76,113,18.02,2.83,114/3,
6863,永道-KY,111.00,4.95,113,17.24,1.46,114/3,
6869,雲豹能源,93.30,5.37,113,10.52,2.15,114/3,
6873,泓德能源,93.40,7.15,113,16.16,1.32,114/3,
6885,全福生技,28.90,0.0,113,-,2.13,114/3,
6887,寶綠特-KY,62.50,6.34,113,9.06,1.73,114/3,
6890,來億-KY,282.50,3.19,113,20.18,3.18,114/3,
6901,鑽石投資,16.40,0.0,113,-,1.51,114/3,
