證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,Unnamed: 8
2731,雄獅,175.50,4.27,113,11.26,3.56,114/3,
2739,寒舍,36.30,2.75,113,21.23,2.21,114/3,
2748,雲品,43.45,4.6,113,18.89,1.59,114/3,
2753,八方雲集,194.00,4.12,113,16.51,3.74,114/3,
2762,世界健身-KY,79.10,7.51,113,28.56,3.06,114/3,
2801,彰銀,20.45,4.89,113,13.45,1.13,114/3,
2812,台中銀,21.05,5.32,113,14.42,1.42,114/3,
2816,旺旺保,30.05,4.99,113,6.91,0.89,114/3,
2820,華票,16.65,4.68,113,13.21,0.82,114/3,
2832,台產,54.60,3.66,113,12.49,1.2,114/3,
2834,臺企銀,15.90,5.03,113,12.72,1.08,114/3,
2836,高雄銀,12.10,4.96,113,19.21,0.86,114/3,
2838,聯邦銀,19.50,5.38,113,16.39,1.07,114/3,
2845,遠東銀,12.65,5.93,113,16.01,0.9,114/3,
2849,安泰銀,13.30,2.86,113,19.00,0.73,114/3,
2850,新產,118.50,6.03,113,10.75,1.91,114/3,
2851,中再保,26.40,7.2,113,10.52,1.02,114/3,
2852,第一保,28.05,7.49,113,9.88,0.95,114/3,
2855,統一證,24.75,8.48,113,11.57,1.08,114/3,
2867,三商壽,7.25,0.0,113,103.57,1.05,114/3,
2880,華南金,29.10,4.64,113,16.08,1.78,114/3,
2881,富邦金,93.90,4.53,113,11.90,1.52,114/3,
2882,國泰金,65.80,5.32,113,12.61,1.39,114/2,
2883,凱基金,15.90,5.97,113,12.62,0.95,114/3,
2884,玉山金,30.40,4.28,113,15.67,1.89,114/3,
2885,元大金,36.50,5.07,113,13.72,1.48,114/3,
2886,兆豐金,40.55,3.95,113,17.86,1.57,114/3,
2887,台新新光金,18.65,4.83,113,13.32,1.24,114/2,
2889,國票金,16.70,3.53,113,27.83,1.36,114/3,
2890,永豐金,27.25,4.59,113,14.73,1.65,114/3,
2891,中信金,44.00,5.23,113,11.96,1.8,114/3,
2892,第一金,27.85,4.31,113,15.22,1.42,114/3,
2897,王道銀行,9.10,5.49,113,12.64,0.63,114/3,
2901,欣欣,0.00,1.49,113,72.79,2.07,114/3,
2903,遠百,24.15,5.59,113,14.46,1.11,114/3,
2904,匯僑,17.05,5.87,113,11.84,1.04,114/3,
2905,三商,15.65,1.92,113,41.18,1.04,114/3,
2906,高林,13.30,4.51,113,35.00,0.83,114/3,
2908,特力,20.45,4.4,113,157.31,1.55,114/3,
2910,統領,21.15,4.49,113,17.63,1.37,114/3,
2911,麗嬰房,4.36,0.0,113,-,2.95,114/3,
2912,統一超,239.00,3.77,113,22.27,6.31,114/3,
2913,農林,13.65,0.0,113,-,0.87,114/3,
2915,潤泰全,55.40,4.51,113,6.60,0.6,114/3,
2923,鼎固-KY,20.25,1.19,113,-,0.74,114/3,
2929,淘帝-KY,8.24,0.0,113,63.38,0.33,114/3,
2939,永邑-KY,24.95,0.0,113,-,1.96,114/3,
2945,三商家購,37.70,3.98,113,18.85,1.34,114/3,
3002,歐格,23.75,2.95,113,53.98,1.97,114/3,
3003,健和興,48.05,4.16,113,33.14,1.18,114/3,
3004,豐達科,108.00,2.79,113,17.20,2.15,114/3,
3005,神基,124.00,4.83,113,15.40,3.19,114/3,
3006,晶豪科,79.30,1.26,113,-,2.33,114/3,
3008,大立光,"2,205.00",4.42,113,12.67,1.62,114/3,
3010,華立,105.00,5.05,113,12.64,1.22,114/3,
3011,今皓,12.35,0.0,113,-,1.07,114/3,
3013,晟銘電,127.50,0.47,113,32.78,5.5,114/3,
3014,聯陽,121.00,7.44,113,12.89,3.03,114/3,
3015,全漢,52.80,5.68,113,30.52,0.79,114/3,
3016,嘉晶,49.35,1.01,113,"4,935.00",2.91,114/3,
3017,奇鋐,"1,395.00",0.71,113,36.60,14.95,114/3,
3018,隆銘綠能,12.00,0.0,113,-,1.6,114/3,
3019,亞光,140.00,2.86,113,20.44,2.8,114/3,
3021,鴻名,17.25,1.74,113,44.23,1.07,114/3,
3022,威強電,65.10,6.91,113,11.92,1.1,114/3,
3023,信邦,222.00,4.62,113,16.93,3.63,114/3,
3024,憶聲,10.40,3.85,113,13.16,0.98,114/3,
3025,星通,46.55,7.09,113,22.49,3.5,114/3,
3026,禾伸堂,106.50,5.16,113,17.37,1.8,114/3,
3027,盛達,23.05,0.0,113,52.39,1.24,114/3,
3028,增你強,36.35,5.78,113,12.62,1.47,114/3,
3029,零壹,115.50,4.33,113,18.48,3.53,114/3,
3030,德律,153.50,3.26,113,15.63,4.09,114/3,
3031,佰鴻,19.55,5.12,113,19.36,1.19,114/3,
3032,偉訓,83.90,3.25,113,-,3.61,114/3,
3033,威健,30.30,6.86,113,19.30,1.43,114/3,
3034,聯詠,393.50,7.12,113,13.72,3.77,114/3,
3035,智原,172.00,1.74,113,58.90,3.53,114/3,
3036,文曄,142.00,4.23,113,15.01,1.98,114/3,
3037,欣興,187.00,0.8,113,89.47,3.1,114/3,
3038,全台,20.70,7.25,113,17.69,1.21,114/3,
3040,遠見,56.20,1.78,113,102.18,2.56,114/3,
3041,揚智,25.35,0.0,113,-,2.21,114/3,
3042,晶技,84.00,6.19,113,14.87,1.9,114/3,
3043,科風,20.80,0.0,113,-,0.9,114/3,
3044,健鼎,308.50,3.34,113,16.25,3.27,114/3,
3045,台灣大,108.50,4.15,113,23.43,3.99,114/3,
3046,建��,47.60,5.67,113,12.14,2.32,114/3,
3047,訊舟,17.50,1.71,113,-,1.53,114/3,
3048,益登,38.50,0.0,113,32.35,2.26,114/3,
3049,精金,6.73,0.0,113,-,0.76,114/3,
3050,鈺德,11.60,4.31,113,-,0.74,114/3,
3051,力特,18.60,8.17,113,16.03,1.3,114/3,
3052,夆典,11.30,4.42,113,9.42,0.66,114/3,
3054,立萬利,23.75,0.0,113,38.31,2.17,114/3,
3055,蔚華科,63.90,1.56,113,-,4.1,114/3,
3056,富華新,18.70,29.41,113,3.17,1.03,114/3,
3057,喬鼎,15.05,0.0,113,-,1.56,114/3,
3058,立德,10.10,0.0,113,-,1.22,114/3,
3059,華晶科,43.55,2.3,113,34.84,1.4,114/3,
3060,銘異,28.90,1.21,113,-,1.57,114/3,
3062,建漢,23.85,0.0,113,17.16,1.72,114/3,
3090,日電貿,88.80,4.73,113,17.58,2.76,114/3,
3092,鴻碩,14.95,0.0,113,-,1.08,114/3,
3094,聯傑,23.85,0.71,113,88.33,1.96,114/3,
3130,一零四,225.00,6.28,113,15.68,4.62,114/3,
3135,凌航,58.70,2.25,113,88.94,2.63,114/3,
3138,耀登,87.30,2.93,113,70.98,2.19,114/3,
3149,正達,34.70,0.0,113,-,2.93,114/3,
3150,鈺寶-創,17.85,5.6,113,111.56,1.19,114/3,
3164,景岳,18.60,4.3,113,46.50,1.25,114/3,
3167,大量,196.50,0.51,113,31.49,5.64,114/3,
3168,眾福科,44.25,6.87,113,16.89,1.96,114/3,
3189,景碩,141.00,0.71,113,91.56,2.01,114/3,
3209,全科,33.35,7.44,113,15.09,1.62,114/3,
3229,晟鈦,15.20,0.0,113,-,1.65,114/3,
3231,緯創,145.50,2.61,113,18.85,2.87,114/3,
3257,虹冠電,61.30,3.26,113,20.37,2.91,114/3,
3266,昇陽,13.75,5.45,113,7.95,0.78,114/3,
3296,勝德,20.10,0.0,113,17.03,1.63,114/3,
3305,昇貿,96.20,2.34,113,33.17,2.5,114/3,
3308,聯德,14.65,0.0,113,29.30,0.82,114/3,
3311,閎暉,31.85,0.94,113,25.08,0.91,114/3,
3312,弘憶股,36.85,3.8,113,27.92,2.11,114/3,
3321,同泰,17.55,0.0,113,-,3.0,114/3,
3338,泰碩,48.70,4.13,113,20.55,2.25,114/3,
3346,麗清,18.95,6.39,113,236.88,0.69,114/3,
3356,奇偶,48.30,8.28,113,9.04,1.74,114/3,
3376,新日興,199.50,3.01,113,72.28,2.31,114/3,
3380,明泰,30.20,3.31,113,-,1.84,114/3,
3406,玉晶光,445.00,4.04,113,14.82,2.08,114/3,
3413,京鼎,298.50,4.83,113,12.77,2.13,114/3,
3416,融程電,148.50,3.7,113,21.49,3.52,114/3,
3419,譁裕,12.65,0.0,113,-,1.54,114/3,
3432,台端,14.05,0.0,113,-,1.88,114/3,
3437,榮創,13.75,0.0,113,-,0.94,114/3,
3443,創意,"2,135.00",0.75,113,82.75,24.44,114/3,
3447,展達,51.60,1.55,113,27.74,3.24,114/3,
3450,聯鈞,245.00,0.2,113,44.71,7.46,114/3,
3454,晶睿,87.20,2.64,113,70.89,2.33,114/3,
3481,群創,13.55,7.38,113,11.68,0.5,114/3,
3494,誠研,7.24,0.0,113,-,1.07,114/3,
3501,維熹,47.80,8.37,113,10.46,0.85,114/3,
3504,揚明光,49.20,0.0,113,123.00,2.04,114/3,
3515,華擎,252.00,2.1,113,17.28,3.17,114/3,
3518,柏騰,20.40,0.0,113,-,1.5,114/3,
3528,安馳,67.10,4.47,113,60.45,2.49,114/3,
3530,晶相光,59.70,0.0,113,-,1.97,114/3,
3532,台勝科,90.50,1.99,113,49.73,1.44,114/3,
3533,嘉澤,"1,305.00",3.2,113,17.70,4.25,114/3,
3535,晶彩科,77.70,0.64,113,-,6.27,114/3,
3543,州巧,45.00,1.11,113,-,1.71,114/3,
3545,敦泰,52.60,3.31,113,22.29,1.17,114/3,
3550,聯穎,13.00,0.0,113,-,0.93,114/3,
3557,嘉威,35.80,8.38,113,43.66,1.25,114/3,
3563,牧德,485.00,1.24,113,29.96,5.2,114/3,
3576,聯合再生,6.20,0.0,113,-,0.97,114/3,
3583,辛耘,316.00,1.42,113,24.65,4.45,114/3,
3588,通嘉,46.80,2.99,113,86.67,1.68,114/3,
3591,艾笛森,18.20,4.07,113,260.00,0.93,114/3,
3592,瑞鼎,219.00,10.14,113,11.17,1.47,114/3,
3593,力銘,7.25,0.0,113,-,3.9,114/3,
3596,智易,186.50,4.02,113,15.11,2.55,114/3,
3605,宏致,62.40,1.15,113,14.86,1.35,114/3,
3607,谷崧,13.55,5.17,113,28.23,0.98,114/3,
3617,碩天,202.50,7.41,113,10.81,2.1,114/3,
3622,洋華,66.20,4.53,113,11.78,1.3,114/3,
3645,達邁,53.20,2.24,113,47.93,2.27,114/3,
3652,精聯,29.10,2.06,113,21.72,1.15,114/3,
3653,健策,"2,715.00",0.53,113,79.57,20.6,114/3,
3661,世芯-KY,"3,285.00",1.11,113,44.72,7.02,114/3,
3665,貿聯-KY,"1,540.00",0.69,113,38.38,7.14,114/3,
3669,圓展,29.50,5.76,113,57.84,0.83,114/3,
3673,TPK-KY,41.45,1.93,113,19.93,0.44,114/3,
3679,新至陞,115.50,8.66,113,10.30,1.59,114/3,
3686,達能,18.25,0.0,113,-,2.04,114/3,
3694,海華,65.10,2.27,113,17.04,2.92,114/3,
3701,大眾控,31.30,0.64,113,30.69,1.53,114/3,
3702,大聯大,68.10,4.7,113,12.87,1.52,114/3,
3703,欣陸,22.80,4.61,113,30.40,0.7,114/3,
3704,合勤控,35.45,0.85,113,14.96,1.29,114/3,
3705,永信,57.20,5.24,113,15.80,1.96,114/3,
3706,神達,90.20,2.22,113,20.27,1.75,114/3,
3708,上緯投控,109.00,2.16,113,85.83,1.22,114/3,
3711,日月光投控,230.50,2.3,113,28.49,3.17,114/3,
3712,永崴投控,26.60,11.28,113,-,1.54,114/3,
3714,富采,32.35,2.78,113,-,0.57,114/3,
3715,定穎投控,118.00,1.27,113,39.20,4.24,114/3,
3716,中化控股,34.15,2.99,113,16.99,0.67,114/3,
3717,聯嘉投控,17.30,0.0,113,-,1.16,114/3,
4104,佳醫,82.10,5.24,113,17.51,1.59,114/3,
4106,雃博,22.00,3.64,113,16.06,0.91,114/3,
4108,懷特,14.25,0.0,113,-,1.53,114/3,
4119,旭富,49.75,3.02,113,51.29,1.11,114/3,
4133,亞諾法,23.00,3.91,113,766.67,1.12,114/3,
4137,麗豐-KY,99.90,10.01,113,16.62,1.71,114/3,
4142,國光生,19.70,0.0,113,-,1.76,114/3,
4148,全宇生技-KY,39.65,2.52,113,19.34,1.05,114/3,
4155,訊映,15.10,1.99,113,32.13,0.89,114/3,
4164,承業醫,39.30,3.46,113,47.35,1.01,114/3,
4190,佐登-KY,30.45,1.64,113,-,1.17,114/3,
4306,炎洲,13.60,8.82,113,54.40,0.72,114/3,
4414,如興,10.60,0.0,113,8.48,0.69,114/3,
4426,利勤,10.00,0.0,113,-,0.88,114/3,
4438,廣越,83.30,3.87,113,35.30,1.14,114/3,
4439,冠星-KY,104.50,1.91,113,17.96,1.23,114/3,
4440,宜新實業,18.15,8.82,113,19.95,0.96,114/3,
4441,振大環球,275.50,3.32,113,23.67,2.8,114/3,
4526,東台,31.30,0.0,113,54.91,1.61,114/3,
4532,瑞智,23.95,6.26,113,11.57,1.2,114/3,
4536,拓凱,167.50,6.57,113,8.91,1.69,114/3,
4540,全球傳動,35.25,0.0,113,-,1.2,114/3,
4545,銘鈺,32.65,5.05,113,326.50,1.36,114/3,
4551,智伸科,115.00,3.65,113,15.97,1.56,114/3,
4552,力達-KY,23.50,4.26,113,11.87,0.46,114/3,
4555,氣立,41.50,1.2,113,-,1.06,114/3,
4557,永新-KY,72.60,8.95,113,242.00,1.46,114/3,
4560,強信-KY,31.50,3.81,113,11.05,1.16,114/3,
4562,穎漢,36.00,0.0,113,-,3.35,114/3,
4564,元翎,16.80,0.0,113,-,0.93,114/3,
4566,時碩工業,53.50,2.8,113,93.86,1.24,114/3,
4569,六方科-KY,149.00,3.83,113,32.68,1.72,114/3,
4571,鈞興-KY,165.50,3.13,113,17.06,2.97,114/3,
4572,駐龍,154.00,3.25,113,41.73,3.11,114/3,
4576,大銀微系統,105.00,0.19,113,68.18,3.15,114/3,
4581,光隆精密-KY,53.90,5.94,113,10.15,1.59,114/3,
4583,台灣精銳,620.00,1.94,113,55.46,5.02,114/3,
4585,達明,303.00,0.0,113,365.06,4.64,114/3,
4588,玖鼎電力,60.50,4.96,113,18.17,2.98,114/3,
4720,德淵,14.05,7.12,113,17.13,1.04,114/3,
4722,國精化,171.00,0.82,113,98.84,5.72,114/3,
4736,泰博,124.50,8.03,113,8.17,1.26,114/3,
4737,華廣,58.60,0.0,113,-,2.13,114/3,
4739,康普,68.30,1.39,113,96.20,1.47,114/3,
4746,台耀,65.60,4.57,113,32.80,1.04,114/3,
4755,三福化,101.00,3.47,113,30.15,1.98,114/3,
4763,材料*-KY,55.60,8.56,113,7.28,3.09,114/3,
4764,雙鍵,59.80,0.0,113,67.19,2.37,114/3,
4766,南寶,330.50,5.75,113,15.78,3.13,114/3,
4770,上品,214.00,5.61,113,15.67,2.17,114/3,
4771,望隼,181.00,3.05,113,15.03,2.85,114/3,
4807,日成-KY,17.70,0.0,113,442.50,0.95,114/3,
4904,遠傳,88.90,4.0,113,23.39,3.63,114/3,
4906,正文,26.65,5.63,113,-,1.0,114/3,
4912,聯德控股-KY,85.50,2.58,113,20.75,1.48,114/3,
4915,致伸,83.50,5.03,113,14.78,2.05,114/3,
4916,事欣科,47.40,0.8,113,30.58,1.99,114/3,
4919,新唐,53.00,0.75,113,-,1.61,114/3,
4927,泰鼎-KY,20.60,0.0,113,-,0.85,114/3,
4930,燦星網,21.80,7.34,113,17.58,0.56,114/3,
4934,太極,12.50,0.0,113,-,1.81,114/3,
4935,茂林-KY,42.80,5.14,113,20.38,0.71,114/3,
4938,和碩,71.50,6.29,113,14.90,0.99,114/3,
4942,嘉彰,38.00,5.26,113,12.75,0.63,114/3,
4943,康控-KY,14.85,0.0,113,-,9.64,114/3,
4949,有成精密,38.25,2.88,113,19.62,1.62,114/3,
4952,凌通,35.95,6.26,113,33.60,1.88,114/3,
4956,光鋐,19.40,0.0,113,-,1.22,114/3,
4958,臻鼎-KY,143.00,3.36,113,18.62,1.32,114/3,
4960,誠美材,13.15,0.0,113,-,0.99,114/3,
4961,天鈺,143.00,9.0,113,12.05,1.01,114/3,
4967,十銓,128.50,2.33,113,42.27,2.71,114/3,
4968,立積,140.00,0.79,113,65.73,4.92,114/3,
4976,佳凌,31.65,0.0,113,-,1.93,114/3,
4977,眾達-KY,120.00,1.88,113,21.35,2.56,114/3,
4989,榮科,40.05,0.0,113,-,3.7,114/3,
4994,傳奇,97.90,5.11,113,35.22,6.46,114/3,
4999,鑫禾,23.40,4.27,113,-,0.54,114/3,
5007,三星,53.90,5.57,113,19.74,2.31,114/3,
5203,訊連,99.50,3.92,113,27.11,1.75,114/3,
5215,科嘉-KY,36.85,6.78,113,15.88,0.7,114/3,
5222,全訊,135.00,2.96,113,47.70,5.34,114/3,
5225,東科-KY,109.00,9.53,113,9.32,2.54,114/3,
5234,達興材料,341.50,1.46,113,48.23,10.57,114/3,
5243,乙盛-KY,82.60,1.82,113,18.94,1.8,114/3,
5244,弘凱,39.60,3.79,113,28.49,1.57,114/3,
5258,虹堡,65.20,3.87,113,19.58,1.69,114/3,
5269,祥碩,"1,270.00",2.36,113,19.53,2.91,114/3,
5283,禾聯碩,61.90,4.04,113,10.23,0.96,114/3,
5284,jpp-KY,283.50,0.52,113,27.50,4.51,114/3,
5285,界霖,50.80,3.94,113,27.46,1.85,114/3,
5288,豐祥-KY,136.00,6.26,113,9.29,1.65,114/3,
5292,華懋,146.00,3.77,113,14.99,3.44,114/3,
5306,桂盟,92.50,4.71,113,11.98,1.39,114/3,
5388,中磊,83.30,5.52,113,17.32,1.63,114/3,
5434,崇越,301.00,3.98,113,14.91,3.09,114/3,
5469,瀚宇博,106.50,2.37,113,16.36,1.58,114/3,
5471,松翰,34.05,2.94,113,47.96,1.66,114/3,
5484,慧友,35.40,0.0,113,-,4.83,114/3,
5515,建國,33.00,6.52,113,8.51,1.37,114/3,
5519,隆大,32.80,9.15,113,5.17,1.18,114/3,
5521,工信,14.90,0.0,113,39.21,1.32,114/3,
5522,遠雄,60.90,5.09,113,23.16,1.03,114/3,
5525,順天,28.50,5.26,113,47.50,1.73,114/3,
5531,鄉林,9.07,0.0,113,34.88,0.91,114/3,
5533,皇鼎,14.50,6.9,113,19.33,0.43,114/3,
5534,長虹,77.70,7.08,113,10.54,1.15,114/3,
5538,東明-KY,29.10,5.15,113,10.78,0.84,114/3,
5546,永固-KY,22.45,8.91,113,-,1.01,114/3,
5607,遠雄港,48.90,2.66,113,18.95,1.68,114/3,
5608,四維航,18.15,0.0,113,-,0.78,114/3,
5706,鳳凰,51.90,6.26,113,15.49,2.37,114/3,
5871,中租-KY,104.00,6.06,113,10.08,1.12,114/3,
5876,上海商銀,39.40,4.57,113,12.47,0.97,114/3,
5880,合庫金,23.85,4.19,113,19.08,1.39,114/3,
5906,台南-KY,51.10,1.96,113,44.05,3.06,114/3,
5907,大洋-KY,5.68,0.0,113,-,0.28,114/3,
6005,群益證,25.25,5.94,113,10.79,1.26,114/3,
6024,群益期,49.95,5.67,113,10.43,1.25,114/3,
6108,競國,12.85,7.78,113,-,0.64,114/3,
6112,邁達特,48.20,1.24,113,84.56,2.17,114/3,
6115,鎰勝,46.85,6.83,113,15.31,1.8,114/3,
6116,彩晶,7.32,0.0,113,-,0.63,114/3,
6117,迎廣,82.10,2.64,113,25.11,3.74,114/3,
6120,達運,10.55,2.37,113,43.96,0.76,114/3,
6128,上福,23.00,10.87,113,-,1.1,114/3,
6133,金橋,16.40,1.83,113,29.82,1.32,114/3,
6136,富爾特,23.70,4.85,113,23.24,0.82,114/3,
6139,亞翔,447.00,3.11,113,19.43,6.58,114/3,
6141,柏承,11.25,0.0,113,-,1.26,114/3,
6142,友勁,9.21,0.0,113,-,1.04,114/3,
6152,百一,8.29,0.0,113,-,1.11,114/3,
6153,嘉聯益,15.75,0.0,113,-,1.0,114/3,
6155,鈞寶,36.65,2.73,113,73.30,2.03,114/3,
6164,華興,9.72,5.14,113,88.36,0.88,114/3,
6165,浪凡,49.10,1.2,113,14.40,2.35,114/3,
6166,凌華,61.80,1.5,113,26.41,2.53,114/3,
6168,宏齊,19.20,0.0,113,-,1.32,114/3,
6176,瑞儀,120.50,8.8,113,10.55,1.65,114/3,
6177,達麗,47.80,8.37,113,13.50,2.5,114/3,
6183,關貿,97.00,3.3,113,25.33,5.44,114/3,
6184,大豐電,47.65,6.69,113,14.22,1.53,114/3,
6189,豐藝,46.55,12.4,113,16.93,2.06,114/3,
6191,精成科,128.50,2.34,113,22.31,2.67,114/3,
6192,巨路,103.00,5.34,113,9.37,1.37,114/3,
6196,帆宣,231.50,2.55,113,17.58,3.34,114/3,
6197,佳必琪,142.50,4.91,113,17.77,3.99,114/3,
6201,亞弘電,56.80,7.04,113,12.54,1.86,114/3,
6202,盛群,37.30,0.0,113,60.16,2.26,114/3,
6205,詮欣,38.85,4.2,113,19.72,1.24,114/3,
6206,飛捷,96.10,6.24,113,12.80,2.79,114/3,
6209,今國光,59.40,0.0,113,220.00,3.57,114/3,
6213,聯茂,109.50,1.64,113,30.59,2.02,114/3,
6214,精誠,122.00,4.26,113,17.94,1.89,114/3,
6215,和椿,107.00,1.4,113,57.22,5.94,114/3,
6216,居易,26.35,9.6,113,35.13,1.48,114/3,
6224,聚鼎,42.05,4.16,113,27.48,1.66,114/3,
6225,天瀚,0.00,0.0,113,-,5.5,114/3,
6226,光鼎,6.70,0.0,113,-,0.73,114/3,
6230,尼得科超眾,113.00,0.19,113,-,1.74,114/3,
6235,華孚,59.90,2.04,113,22.52,2.56,114/3,
6239,力成,155.50,4.5,113,22.12,2.11,114/3,
6243,迅杰,28.30,4.24,113,257.27,1.65,114/3,
6257,矽格,98.50,4.1,113,17.56,2.33,114/3,
6269,台郡,53.30,0.0,113,-,0.79,114/3,
6271,同欣電,123.50,2.43,113,17.11,0.99,114/3,
6277,宏正,63.40,5.99,113,17.09,1.62,114/3,
6278,台表科,102.50,5.37,113,11.01,1.4,114/3,
6281,全國電,65.00,6.15,113,17.38,2.3,114/3,
6282,康舒,38.90,1.29,113,-,1.54,114/3,
6283,淳安,26.30,0.0,113,28.28,2.37,114/3,
6285,啟��,102.50,4.68,113,16.04,1.52,114/3,
6405,悅城,24.95,0.4,113,-,0.65,114/3,
6409,旭隼,"1,140.00",3.77,113,25.22,11.7,114/3,
6412,群電,92.40,6.49,113,14.98,2.62,114/3,
6414,樺漢,296.00,4.12,113,12.51,1.65,114/3,
6415,矽力*-KY,197.00,1.22,113,29.80,2.18,114/3,
6416,瑞祺電通,78.70,3.68,113,19.63,1.65,114/3,
6423,億而得-創,78.00,1.27,113,111.43,4.83,114/3,
6426,統新,69.50,0.72,113,-,2.99,114/3,
6431,光麗-KY,21.25,0.0,113,-,3.39,114/3,
6438,迅得,132.00,3.62,113,17.21,2.07,114/3,
6442,光聖,"1,255.00",0.69,113,64.29,23.21,114/3,
6443,元晶,12.95,0.0,113,-,1.13,114/3,
6446,藥華藥,523.00,0.42,113,36.27,5.86,114/3,
6449,鈺邦,177.50,1.96,113,27.18,3.7,114/3,
6451,訊芯-KY,154.50,0.23,113,-,2.81,114/3,
6456,GIS-KY,42.75,0.0,113,137.90,0.5,114/3,
6464,台數科,78.40,4.62,113,13.68,1.21,114/3,
6472,保瑞,548.00,2.92,113,21.07,5.03,114/3,
6477,安集,34.60,0.87,113,-,1.36,114/3,
6491,晶碩,313.50,3.51,113,15.21,2.18,114/3,
6504,南六,44.75,2.23,113,-,1.0,114/3,
6505,台塑化,52.00,1.54,113,81.25,1.61,114/3,
6515,穎崴,"2,750.00",0.91,113,64.06,16.79,114/3,
6525,捷敏-KY,75.00,5.6,113,12.67,2.22,114/3,
6526,達發,449.50,2.78,113,25.31,4.03,114/3,
6531,愛普*,416.50,1.68,113,68.17,5.94,114/3,
6533,晶心科,278.00,0.0,113,-,3.09,114/3,
6534,正瀚-創,84.50,4.85,113,19.79,3.31,114/3,
6541,泰福-KY,53.70,0.0,113,-,2.37,114/3,
6550,北極星藥業-KY,31.65,0.0,113,-,5.82,114/3,
6552,易華電,24.45,0.82,113,-,0.87,114/3,
6558,興能高,36.55,0.82,113,-,2.44,114/3,
6573,虹揚-KY,16.75,0.0,113,18.21,2.06,114/3,
6579,研揚,110.50,4.66,113,25.76,1.94,114/3,
6581,鋼聯,0.00,5.43,113,16.27,2.86,114/3,
6582,申豐,32.80,3.05,113,-,0.56,114/3,
6585,鼎基,90.10,8.79,113,14.92,1.73,114/3,
6589,台康生技,73.80,0.0,113,-,2.64,114/3,
6591,動力-KY,77.80,3.02,113,15.69,1.5,114/3,
6592,和潤企業,63.50,4.72,113,15.99,1.23,114/3,
6598,ABC-KY,21.70,0.0,113,-,3.24,114/3,
6605,帝寶,140.50,6.41,113,10.23,1.22,114/3,
6606,建德工業,25.15,11.93,113,26.47,1.81,114/3,
6614,資拓宏宇,55.00,2.73,113,32.35,3.44,114/3,
6625,必應,88.80,4.5,113,11.09,3.0,114/3,
6641,基士德-KY,19.25,5.19,113,148.08,0.5,114/3,
6645,金萬林-創,18.25,0.0,113,-,2.14,114/3,
6655,科定,106.00,11.32,113,29.69,3.31,114/3,
6657,華安,46.05,0.0,113,-,4.12,114/3,
6658,聯策,48.80,2.21,113,42.81,1.36,114/3,
6666,羅麗芬-KY,44.35,4.51,113,18.56,1.29,114/3,
6668,中揚光,38.10,0.0,113,-,1.89,114/3,
6669,緯穎,"4,450.00",1.66,113,18.64,7.66,114/3,
6670,復盛應用,240.50,8.17,113,10.11,2.44,114/3,
6671,三能-KY,35.55,7.31,113,13.42,1.3,114/3,
6672,騰輝電子-KY,88.00,3.81,113,19.05,1.89,114/3,
6674,鋐寶科技,20.30,0.0,113,-,1.52,114/3,
6689,伊雲谷,63.70,3.14,113,38.37,1.53,114/3,
6691,洋基工程,486.00,3.6,113,21.93,8.93,114/3,
6695,芯鼎,43.90,0.0,113,-,2.73,114/3,
6698,旭暉應材,30.35,0.0,113,-,1.85,114/3,
6706,惠特,82.00,0.0,113,-,1.68,114/3,
6715,嘉基,89.20,4.39,113,45.74,1.75,114/3,
6719,力智,199.50,0.85,113,47.27,1.52,114/3,
6742,澤米,43.20,0.69,113,-,2.42,114/3,
6743,安普新,29.55,5.08,113,123.13,1.68,114/3,
6753,龍德造船,127.50,0.98,113,26.40,3.37,114/3,
6754,匯僑設計,46.60,8.58,113,12.63,1.39,114/3,
6756,威鋒電子,76.60,2.35,113,72.26,1.93,114/3,
6757,台灣虎航,67.80,8.92,113,13.75,4.57,114/3,
6768,志強-KY,116.50,5.3,113,15.27,1.63,114/3,
6770,力積電,33.15,0.0,113,-,1.69,114/3,
6771,平和環保-創,46.40,7.54,113,11.29,1.67,114/3,
6776,展�眥篕�,51.70,5.8,113,12.31,1.96,114/3,
6781,AES-KY,"1,280.00",0.98,113,34.41,7.17,114/3,
6782,視陽,175.50,2.91,113,14.55,2.79,114/3,
6789,采鈺,245.00,1.22,113,53.96,4.33,114/3,
6790,永豐實,38.05,6.7,113,13.40,1.87,114/3,
6792,詠業,51.40,4.86,113,19.40,1.57,114/3,
6794,向榮生技,79.70,0.0,113,-,6.66,114/3,
6796,晉弘,92.50,0.54,113,355.77,5.07,114/3,
6799,來頡,78.60,2.53,113,26.46,2.13,114/3,
6805,富世達,"1,560.00",0.51,113,59.86,17.28,114/3,
6806,森崴能源,40.40,3.04,113,-,2.28,114/3,
6807,峰源-KY,46.00,9.78,113,7.04,1.02,114/3,
6830,汎銓,157.00,0.64,113,-,2.72,114/3,
6831,邁科,220.00,0.57,113,166.67,7.91,114/3,
6834,天二科技,27.45,1.82,113,88.55,1.7,114/3,
6835,圓裕,39.85,5.02,113,15.21,1.48,114/3,
6838,台新藥,27.55,0.0,113,-,2.76,114/3,
6854,錼創科技-KY創,130.50,0.0,113,-,4.22,114/3,
6861,睿生光電,58.80,3.06,113,16.85,1.75,114/3,
6862,三集瑞-KY,167.50,3.58,113,18.93,2.97,114/3,
