證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,Unnamed: 8
6863,永道-KY,114.00,4.82,113,17.70,1.5,114/3,
6869,雲豹能源,96.50,5.19,113,10.88,2.22,114/3,
6873,泓德能源,101.00,6.61,113,17.47,1.42,114/3,
6885,全福生技,29.30,0.0,113,-,2.16,114/3,
6887,寶綠特-KY,62.10,6.38,113,9.00,1.72,114/3,
6890,來億-KY,280.50,3.21,113,20.04,3.15,114/3,
6901,鑽石投資,16.70,0.0,113,-,1.54,114/3,
6902,GOGOLOOK,81.20,0.0,113,676.67,4.41,114/3,
6906,現觀科,89.00,3.74,113,35.32,4.21,114/3,
6909,創控,34.75,2.88,113,38.61,2.31,114/3,
6914,阜爾運通,147.00,4.08,113,15.84,2.74,114/3,
6916,華凌,17.75,1.58,113,-,1.15,114/3,
6918,愛派司,87.10,4.59,113,17.56,2.4,114/3,
6919,康霈*,159.00,0.0,113,-,26.37,114/3,
6923,中台,102.00,3.94,113,34.81,3.7,114/3,
6924,榮惠-KY創,55.20,9.96,113,13.02,2.2,114/3,
6928,攸泰科技,52.70,0.95,113,-,2.18,114/3,
6931,青松健康,67.10,0.72,113,67.78,3.99,114/3,
6933,AMAX-KY,161.50,1.24,113,28.84,3.18,114/3,
6936,永鴻生技,34.50,4.9,113,21.04,1.92,114/3,
6937,天虹,217.50,0.97,113,53.18,4.37,114/3,
6944,兆聯實業,529.00,2.65,113,19.25,5.64,114/3,
6949,沛爾生醫-創,381.00,0.0,113,-,23.39,114/3,
6951,青新-創,73.00,5.21,113,12.83,3.06,114/3,
6952,大武山,42.50,4.71,113,-,2.07,114/3,
6955,邦睿生技-創,159.00,1.57,113,40.98,6.45,114/3,
6957,裕慶-KY,213.00,6.18,113,18.65,5.25,114/3,
6958,日盛台駿,16.20,6.17,113,-,0.71,114/3,
6962,奕力-KY,39.60,5.05,113,11.35,0.99,114/3,
6965,中傑-KY,77.50,7.74,113,13.99,1.05,114/3,
6969,成信實業*-創,35.00,0.0,113,-,4.19,114/3,
6988,威力暘-創,15.10,2.98,113,-,0.95,114/3,
6994,富威電力,91.50,1.04,113,54.79,3.04,114/3,
7610,聯友金屬-創,103.50,1.52,113,147.86,3.52,114/3,
7631,聚賢研發-創,129.50,2.15,113,27.91,3.35,114/3,
7705,三商餐飲,40.45,9.39,113,30.88,1.77,114/3,
7711,永擎,266.00,1.5,113,22.35,9.95,114/3,
7721,微程式,49.00,4.08,113,43.75,2.12,114/3,
7722,LINEPAY,555.00,0.27,113,65.06,3.55,114/3,
7730,暉盛-創,85.00,3.53,113,46.96,3.93,114/3,
7732,金興精密,39.50,5.06,113,20.47,1.42,114/3,
7736,虎山,92.30,3.81,113,17.19,1.99,114/3,
7740,熙特爾-創,149.00,0.0,113,47.30,6.68,114/3,
7749,意騰-KY,438.00,1.2,113,76.71,5.69,114/3,
7750,新代,731.00,1.5,113,30.28,5.1,114/3,
7765,中華資安,284.00,3.25,113,28.40,5.87,114/3,
7769,鴻勁,"2,940.00",0.77,113,58.08,25.29,114/3,
7780,大研生醫,179.00,2.28,113,53.92,2.71,114/3,
7786,東方風能,161.50,1.24,113,17.50,4.01,114/3,
7788,松川精密,106.50,2.35,113,26.69,1.58,114/3,
7791,皇家可口,73.80,4.47,113,12.12,1.82,114/3,
7799,禾榮科,537.00,0.0,113,-,6.99,114/3,
8011,台通,21.50,6.51,113,8.08,1.12,114/3,
8016,矽創,181.00,6.63,113,13.07,1.86,114/3,
8021,尖點,133.50,0.91,113,65.44,4.2,114/3,
8028,昇陽半導體,154.00,1.43,113,36.67,5.67,114/3,
8033,雷虎,141.50,0.0,113,152.15,11.48,114/3,
8039,台虹,71.50,3.5,113,51.81,1.77,114/3,
8045,達運光電,77.30,2.55,113,97.85,3.71,114/3,
8046,南電,260.50,0.38,113,182.17,3.79,114/3,
8070,長華*,45.45,5.94,113,23.07,1.78,114/3,
8072,陞泰,30.95,3.23,113,31.58,1.1,114/3,
8081,致新,205.50,7.79,113,11.78,2.31,114/3,
8101,華冠,16.20,0.0,113,-,3.01,114/3,
8104,錸寶,29.50,0.68,113,-,1.06,114/3,
8105,凌巨,10.60,0.0,113,-,0.61,114/3,
8110,華東,35.80,0.56,113,29.83,1.64,114/3,
8112,至上,67.50,4.96,113,39.47,2.2,114/3,
8114,振樺電,190.00,4.08,113,9.75,2.06,114/3,
8131,福懋科,40.95,3.54,113,51.84,1.67,114/3,
8150,南茂,43.25,2.84,113,131.06,1.3,114/3,
8162,微矽電子-創,33.90,2.95,113,16.78,1.57,114/3,
8163,達方,31.55,6.34,113,35.85,0.86,114/3,
8201,無敵,14.60,0.0,113,-,1.97,114/3,
8210,勤誠,965.00,0.78,113,39.63,12.28,114/3,
8213,志超,33.35,4.14,113,12.88,0.6,114/3,
8215,明基材,19.95,3.11,113,997.50,1.2,114/3,
8222,寶一,43.00,1.63,113,69.35,3.37,114/3,
8249,菱光,52.10,3.88,113,15.15,0.86,114/3,
8261,富鼎,91.50,3.49,113,16.31,1.9,114/3,
8271,宇瞻,96.80,2.28,113,25.88,2.7,114/3,
8341,日友,80.80,4.7,113,17.53,2.09,114/3,
8367,建新國際,44.05,6.36,113,13.11,1.22,114/3,
8374,羅昇,77.80,0.58,113,70.09,4.17,114/3,
8404,百和興業-KY,25.60,2.54,113,20.00,1.61,114/3,
8411,福貞-KY,12.40,0.4,113,-,0.49,114/3,
8422,可寧衛*,24.00,4.13,113,17.39,3.72,114/3,
8429,金麗-KY,7.76,0.0,113,155.20,0.24,114/3,
8438,昶昕,28.45,4.57,113,17.24,1.09,114/3,
8442,威宏-KY,71.50,8.97,113,12.12,1.41,114/3,
8443,阿瘦,11.05,1.81,113,-,1.07,114/3,
8454,富邦媒,228.00,5.61,113,18.98,6.88,114/3,
8462,柏文,155.50,2.7,113,21.16,5.75,114/3,
8463,潤泰材,26.10,4.21,113,12.20,1.6,114/3,
8464,億豐,377.00,3.85,113,16.81,4.04,114/3,
8466,美吉吉-KY,23.00,5.22,113,46.00,0.61,114/3,
8467,波力-KY,159.00,0.0,113,12.14,2.83,114/3,
8473,山林水,36.40,2.01,113,17.42,0.98,114/3,
8476,台境*,17.90,5.7,113,198.89,1.61,114/3,
8478,東哥遊艇,198.00,2.53,113,25.42,2.18,114/3,
8481,政伸,40.90,6.23,113,12.51,1.67,114/3,
8482,商億-KY,49.55,8.8,113,16.68,1.79,114/3,
8487,愛爾達-創,77.50,6.71,113,16.52,3.2,114/3,
8488,吉源-KY,0.00,0.0,113,-,0.33,114/3,
8499,鼎炫-KY,258.50,3.12,113,23.87,1.38,114/3,
8926,台汽電,41.70,5.04,113,17.45,1.98,114/3,
8940,新天地,20.10,0.0,113,26.45,1.87,114/3,
8996,高力,505.00,0.8,113,76.52,12.28,114/3,
9802,鈺齊-KY,113.00,4.42,113,15.80,1.71,114/3,
9902,台火,17.20,1.74,113,430.00,1.34,114/3,
9904,寶成,30.60,5.56,113,8.07,0.67,114/3,
9905,大華,20.15,5.96,113,15.62,0.79,114/3,
9906,欣巴巴,49.35,13.17,113,66.69,3.85,114/3,
9907,統一實,18.55,5.23,113,13.44,1.46,114/3,
9908,大台北,30.10,3.99,113,17.60,1.1,114/3,
9910,豐泰,129.00,3.95,113,24.52,5.45,114/3,
9911,櫻花,84.00,5.6,113,14.21,2.87,114/3,
9912,偉聯,11.75,0.0,113,-,1.69,114/3,
9914,美利達,95.30,4.2,113,-,1.5,114/3,
9917,中保科,108.00,4.81,113,16.39,3.74,114/3,
9918,欣天然,39.80,4.02,113,23.01,2.18,114/3,
9919,康那香,16.95,1.18,113,-,1.46,114/3,
9921,巨大,103.50,2.13,113,-,1.22,114/3,
9924,福興,53.60,5.78,113,13.47,1.19,114/3,
9925,新保,40.75,4.91,113,16.43,1.29,114/3,
9926,新海,49.80,4.02,113,18.86,2.14,114/3,
9927,泰銘,67.50,8.89,113,12.27,1.52,114/3,
9928,中視,17.75,0.0,113,-,0.59,114/3,
9929,秋雨,10.30,0.0,113,-,1.34,114/3,
9930,中聯資源,71.30,5.61,113,14.17,2.81,114/3,
9931,欣高,33.85,5.32,113,12.40,1.31,114/3,
9933,中鼎,33.60,5.95,113,105.00,1.7,114/3,
9934,成霖,9.76,3.59,113,57.41,0.7,114/3,
9935,慶豐富,21.00,8.57,113,12.35,1.53,114/3,
9937,全國,57.10,3.68,113,23.99,3.12,114/3,
9938,百和,56.20,5.34,113,13.07,1.32,114/3,
9939,宏全,127.00,4.88,113,14.43,2.07,114/3,
9940,信義,22.85,7.88,113,57.13,1.39,114/3,
9941,裕融,96.40,5.06,113,14.88,1.67,114/3,
9942,茂順,105.00,6.67,113,12.53,2.17,114/3,
9943,好樂迪,61.10,7.86,113,18.24,2.05,114/3,
9944,新麗,16.75,1.79,113,-,0.54,114/3,
9945,潤泰新,30.30,3.63,113,9.15,0.88,114/3,
9946,三發地產,17.70,5.88,113,98.33,0.93,114/3,
9955,佳龍,30.50,0.0,113,-,2.81,114/3,
9958,世紀鋼,141.00,2.95,113,26.50,3.25,114/3,
