證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,24.45,4.09,113,19.25,0.74,114/1
1102,亞泥,40.70,5.41,113,12.76,0.81,114/1
1103,嘉泥,14.15,3.89,113,21.12,0.44,114/1
1104,環泥,27.20,6.25,113,12.31,0.78,114/1
1108,幸福,14.10,5.32,113,11.37,1.14,114/1
1109,信大,16.30,5.52,113,12.83,0.66,114/1
1110,東泥,18.10,1.66,113,28.28,1.09,114/1
1201,味全,15.45,3.24,113,18.61,1.02,114/1
1203,味王,40.00,3.0,113,17.39,1.5,114/1
1210,大成,62.10,4.56,113,14.58,2.13,114/1
1213,大飲,12.70,2.76,113,1.42,1.02,114/1
1215,卜蜂,117.50,3.83,113,15.32,3.37,114/1
1216,統一,83.40,3.6,113,23.36,3.33,114/1
1217,愛之味,10.65,3.47,113,46.30,0.75,114/1
1218,泰山,19.05,7.09,113,12.06,0.75,114/1
1219,福壽,14.55,3.44,113,29.69,1.08,114/1
1220,台榮,13.45,5.2,113,17.24,0.98,114/1
1225,福懋油,30.40,2.27,113,19.49,1.92,114/1
1227,佳格,32.10,4.36,113,18.03,1.54,114/1
1229,聯華,44.45,4.05,113,18.83,1.55,114/1
1231,聯華食,140.50,1.85,113,38.92,5.72,114/1
1232,大統益,151.50,4.62,113,18.04,4.05,114/1
1233,天仁,30.55,3.11,113,34.72,2.04,114/1
1234,黑松,39.90,4.76,113,15.71,0.88,114/1
1235,興泰,63.10,3.96,113,-,0.87,114/1
1236,宏亞,20.90,2.87,113,-,0.75,114/1
1256,鮮活果汁-KY,116.50,4.03,113,14.65,1.12,114/1
1301,台塑,40.05,1.25,113,-,0.88,114/1
1303,南亞,37.00,1.89,113,115.63,0.85,114/1
1304,台聚,10.75,1.86,113,-,0.57,114/1
1305,華夏,11.70,1.28,113,-,0.8,114/1
1307,三芳,35.30,7.65,113,9.39,1.44,114/1
1308,亞聚,12.40,2.02,113,-,0.65,114/1
1309,台達化,11.50,1.74,113,-,0.73,114/1
1310,台苯,9.62,0.0,113,-,0.71,114/1
1312,國喬,10.20,0.0,113,-,0.35,114/1
