證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,Unnamed: 8
1321,大洋,36.20,1.05,113,-,1.37,114/3,
1323,永裕,19.60,4.59,113,196.00,0.73,114/3,
1324,地球,10.55,1.9,113,-,0.89,114/3,
1325,恆大,31.80,0.94,113,-,1.05,114/3,
1326,台化,33.40,1.5,113,-,0.7,114/3,
1337,再生-KY,4.93,0.0,113,-,0.37,114/3,
1338,廣華-KY,20.45,3.81,113,-,0.3,114/3,
1339,昭輝,45.75,6.56,113,22.10,0.86,114/3,
1340,勝悅-KY,7.06,0.0,113,-,0.4,114/3,
1341,富林-KY,58.90,8.83,113,14.69,2.64,114/3,
1342,八貫,85.90,5.58,113,15.82,2.87,114/3,
1402,遠東新,28.20,5.67,113,17.85,0.68,114/3,
1409,新纖,16.20,3.7,113,13.61,0.66,114/3,
1410,南染,34.45,1.48,113,60.44,2.04,114/3,
1413,宏洲,10.15,0.0,113,23.07,1.19,114/3,
1414,東和,17.60,1.31,113,146.67,1.25,114/3,
1416,廣豐,11.75,4.77,113,15.06,0.52,114/3,
1417,嘉裕,8.95,0.0,113,-,0.72,114/3,
1418,東華,20.00,0.0,113,-,0.92,114/3,
1419,新紡,70.70,2.12,113,15.85,1.22,114/3,
1423,利華,38.60,2.07,113,9.04,0.98,114/3,
1432,大魯閣,17.85,0.0,113,-,1.98,114/3,
1434,福懋,15.75,5.08,113,45.00,0.7,114/3,
1435,中福,24.30,0.0,113,-,3.02,114/3,
1436,華友聯,65.80,19.47,113,9.81,1.94,114/3,
1437,勤益控,33.05,4.08,113,15.74,0.81,114/3,
1438,三地開發,33.65,0.0,113,-,1.31,114/3,
1439,雋揚,27.15,1.1,113,9.73,0.88,114/3,
1440,南紡,13.85,2.17,113,-,0.84,114/3,
1441,大東,10.80,0.0,113,-,1.65,114/3,
1442,名軒,33.15,13.57,113,8.75,1.55,114/3,
1443,立益物流,27.60,0.0,113,35.38,1.63,114/3,
1444,力麗,6.04,0.0,113,-,0.61,114/3,
1445,大宇,13.95,3.58,113,-,0.8,114/3,
1446,宏和,18.30,10.93,113,6.51,0.89,114/3,
1447,力鵬,5.45,0.0,113,-,0.58,114/3,
1449,佳和,10.35,0.0,113,-,0.6,114/3,
1451,年興,17.35,5.76,113,9.86,0.47,114/3,
1452,宏益,11.95,4.18,113,-,0.59,114/3,
1453,大將,12.50,2.4,113,-,0.98,114/3,
1454,台富,13.50,1.85,113,-,1.15,114/3,
1455,集盛,7.69,0.0,113,-,0.69,114/3,
1456,怡華,13.50,0.0,113,10.63,0.83,114/3,
1457,宜進,16.00,6.25,113,39.02,0.72,114/3,
1459,聯發,11.85,0.0,113,16.46,1.14,114/3,
1460,宏遠,5.94,0.0,113,-,0.73,114/3,
1463,強盛新,19.20,10.94,113,5.23,1.22,114/3,
1464,得力,11.35,8.28,113,28.38,0.98,114/3,
1465,偉全,12.70,4.72,113,-,0.85,114/3,
1466,聚隆,14.60,0.0,113,-,1.04,114/3,
1467,南緯,6.99,0.0,113,-,0.6,114/3,
1468,昶和,11.85,0.0,113,118.50,1.41,114/3,
1470,大統新創,22.85,4.42,113,33.12,2.01,114/3,
1471,首利,8.87,0.0,113,-,0.93,114/3,
1472,三洋實業,91.70,3.27,113,14.24,2.17,114/3,
1473,台南,24.40,8.2,113,19.68,0.95,114/3,
1474,弘裕,11.50,3.48,113,34.85,0.72,114/3,
1475,業旺,36.60,9.84,113,10.67,1.65,114/3,
1476,儒鴻,438.50,3.88,113,21.33,4.33,114/3,
1477,聚陽,316.50,5.4,113,21.03,6.01,114/3,
1503,士電,168.50,2.67,113,26.75,2.42,114/3,
1504,東元,87.70,2.51,113,38.13,2.34,114/3,
1506,正道,11.65,0.0,113,145.63,1.26,114/3,
1512,瑞利,7.68,0.0,113,-,1.23,114/3,
1513,中興電,149.50,3.08,113,19.39,3.76,114/3,
1514,亞力,96.90,1.96,113,32.09,4.37,114/3,
1515,力山,27.80,3.6,113,-,1.35,114/3,
1516,川飛,19.95,0.0,113,-,3.82,114/3,
1517,利奇,11.60,1.72,113,-,0.76,114/3,
1519,華城,700.00,1.43,113,51.36,25.23,114/3,
1521,大億,24.50,4.08,113,39.52,1.03,114/3,
1522,堤維西,48.80,6.15,113,46.04,1.73,114/3,
1524,耿鼎,29.50,7.8,113,11.57,1.69,114/3,
1525,江申,66.00,4.7,113,17.05,1.02,114/3,
1526,日馳,17.10,0.0,113,-,0.76,114/3,
1527,鑽全,33.20,6.63,113,24.06,0.97,114/3,
1528,恩德,14.80,0.68,113,-,1.32,114/3,
1529,樂事綠能,19.25,1.04,113,26.01,1.65,114/3,
1530,亞崴,26.80,5.71,113,40.61,0.81,114/3,
1531,高林股,11.70,3.42,113,-,0.61,114/3,
1532,勤美,28.20,6.13,113,94.00,0.81,114/3,
1533,車王電,31.50,0.0,113,54.31,1.44,114/3,
1535,中宇,54.80,5.47,113,13.77,1.87,114/3,
1536,和大,57.70,1.39,113,-,2.03,114/3,
1537,廣隆,125.00,8.4,113,15.10,2.48,114/3,
1538,正峰,26.75,0.0,113,-,5.85,114/3,
1539,巨庭,17.20,4.94,113,68.80,0.71,114/3,
1540,喬福,21.90,7.31,113,21.06,1.31,114/3,
1541,錩泰,24.05,2.08,113,16.59,0.94,114/3,
1558,伸興,100.50,5.97,113,18.08,1.3,114/3,
1560,中砂,321.00,1.24,113,42.13,6.24,114/3,
1563,巧新,41.35,5.49,113,18.97,1.05,114/3,
1568,倉佑,21.35,5.62,113,18.57,1.2,114/3,
1582,信錦,67.50,8.15,113,14.84,1.42,114/3,
1583,程泰,44.15,6.86,113,19.45,0.88,114/3,
1587,吉茂,43.35,1.15,113,206.43,2.33,114/3,
1589,永冠-KY,17.60,0.0,113,-,0.3,114/3,
1590,亞德客-KY,903.00,2.17,113,22.94,3.77,114/3,
1597,直得,74.00,0.95,113,92.50,2.74,114/3,
1598,岱宇,22.45,2.23,113,53.45,0.85,114/3,
1603,華電,37.45,4.01,113,10.20,0.81,114/3,
1604,聲寶,24.70,6.07,113,14.97,1.09,114/3,
1605,華新,29.50,1.69,113,81.94,0.84,114/3,
1608,華榮,34.60,2.89,113,7.06,1.59,114/3,
1609,大亞,38.70,2.33,113,20.70,1.82,114/3,
1611,中電,12.50,6.4,113,73.53,0.95,114/3,
1612,宏泰,35.00,6.0,113,13.16,1.4,114/3,
1614,三洋電,34.50,1.68,113,33.50,1.59,114/3,
1615,大山,48.65,5.14,113,11.39,2.46,114/3,
1616,億泰,29.95,6.01,113,7.97,2.52,114/3,
1617,榮星,14.30,3.5,113,-,1.17,114/3,
1618,合機,42.35,3.54,113,9.94,1.3,114/3,
1626,艾美特-KY,12.35,0.0,113,-,0.69,114/3,
1702,南僑,38.35,6.52,113,21.31,0.89,114/3,
1707,葡萄王,128.50,5.37,113,15.59,1.88,114/3,
1708,東鹼,32.45,6.16,113,10.93,1.17,114/3,
1709,和益,16.75,4.78,113,16.26,0.9,114/3,
1710,東聯,12.15,0.0,113,-,1.07,114/3,
1711,永光,18.40,1.63,113,-,1.24,114/3,
1712,興農,42.85,5.83,113,16.35,2.18,114/3,
1713,國化,42.95,17.46,113,4.34,1.8,114/3,
1714,和桐,8.22,2.55,113,19.12,0.69,114/3,
1717,長興,40.25,2.98,113,26.66,1.8,114/3,
1718,中纖,6.98,0.0,113,-,0.42,114/3,
1720,生達,63.30,4.42,113,12.66,1.9,114/3,
1721,三晃,11.30,0.0,113,-,1.2,114/3,
1722,台肥,47.25,4.23,113,29.91,0.86,114/3,
1723,中碳,71.50,6.29,113,22.56,2.16,114/3,
1725,元禎,25.90,4.83,113,16.09,0.76,114/3,
1726,永記,75.80,4.75,113,13.21,1.22,114/3,
1727,中華化,41.15,1.22,113,411.50,2.47,114/3,
1730,花仙子,52.80,5.68,113,11.92,1.71,114/3,
1731,美吾華,21.75,5.52,113,16.60,1.39,114/3,
1732,毛寶,28.95,1.73,113,80.42,2.52,114/3,
1733,五鼎,30.75,3.9,113,20.36,1.69,114/3,
1734,杏輝,31.10,4.82,113,17.09,1.79,114/3,
1735,日勝化,14.60,5.48,113,32.44,0.99,114/3,
1736,喬山,162.00,2.47,113,17.33,4.35,114/3,
1737,臺鹽,31.70,4.1,113,18.98,0.95,114/3,
1752,南光,38.15,4.19,113,14.96,1.59,114/3,
1760,寶齡富錦,66.80,2.69,113,32.91,3.01,114/3,
1762,中化生,24.90,0.76,113,-,0.6,114/3,
1773,勝一,139.00,3.24,113,21.22,3.94,114/3,
1776,展宇,15.10,5.3,113,83.89,1.1,114/3,
1783,和康生,43.35,1.91,113,16.61,2.64,114/3,
1786,科妍,81.10,4.0,113,35.57,3.05,114/3,
1789,神隆,17.65,1.98,113,73.54,1.27,114/3,
1795,美時,312.00,1.85,113,17.33,3.7,114/3,
1802,台玻,35.75,0.0,113,-,2.32,114/3,
1805,寶徠,12.05,0.0,113,7.09,1.01,114/3,
1806,冠軍,9.06,11.04,113,28.31,0.67,114/3,
1808,潤隆,32.00,6.25,113,-,2.56,114/3,
1809,中釉,18.05,1.39,113,106.18,1.05,114/3,
1810,和成,17.70,1.07,113,442.50,0.79,114/3,
1817,凱撒衛,38.50,6.23,113,9.48,1.3,114/3,
1903,士紙,56.40,0.0,113,125.33,2.84,114/3,
1904,正隆,18.55,2.43,113,66.25,0.73,114/3,
1905,華紙,12.55,0.0,113,-,0.92,114/3,
1906,寶隆,12.70,0.79,113,115.45,0.68,114/3,
1907,永豐餘,27.65,2.89,113,23.04,0.67,114/3,
1909,榮成,11.45,0.0,113,-,0.76,114/3,
2002,中鋼,18.25,1.81,113,-,0.96,114/3,
2006,東和鋼鐵,68.20,5.87,113,11.14,1.52,114/3,
2007,燁興,7.25,0.0,113,-,0.86,114/3,
2008,高興昌,29.55,1.69,113,49.25,1.59,114/3,
2009,第一銅,39.70,1.26,113,124.06,1.7,114/3,
2010,春源,20.35,6.39,113,9.17,1.07,114/3,
2012,春雨,15.05,6.64,113,43.00,1.11,114/3,
2013,中鋼構,42.35,4.72,113,14.31,1.55,114/3,
2014,中鴻,14.95,0.0,113,-,1.71,114/3,
2015,豐興,62.80,5.57,113,15.54,1.66,114/3,
2017,官田鋼,8.81,0.0,113,-,0.76,114/3,
2020,美亞,23.15,9.5,113,12.12,1.43,114/3,
2022,聚亨,8.31,0.0,113,-,0.83,114/3,
2023,燁輝,14.90,0.0,113,-,0.83,114/3,
2024,志聯,0.00,0.0,113,-,1.42,114/3,
2025,千興,9.06,0.0,113,-,1.12,114/3,
2027,大成鋼,37.10,2.96,113,14.38,1.23,114/3,
2028,威致,16.20,1.85,113,70.43,1.12,114/3,
2029,盛餘,20.75,6.02,113,19.76,0.67,114/3,
2030,彰源,13.85,5.13,113,44.68,0.81,114/3,
2031,新光鋼,38.90,6.43,113,16.07,1.07,114/3,
2032,新鋼,14.40,2.64,113,28.80,1.09,114/3,
2033,佳大,15.60,1.28,113,52.00,1.2,114/3,
2034,允強,20.30,4.93,113,-,1.12,114/3,
2038,海光,14.10,1.42,113,-,0.7,114/3,
2049,上銀,193.00,1.24,113,48.98,1.85,114/3,
2059,川湖,"3,815.00",0.84,113,42.87,14.85,114/3,
2062,橋椿,21.00,8.57,113,28.38,0.57,114/3,
2069,運錩,16.15,5.57,113,10.16,0.69,114/3,
2101,南港,37.55,1.33,113,-,2.41,114/3,
2102,泰豐,19.85,0.0,113,-,1.6,114/3,
2103,台橡,15.50,4.06,113,129.17,0.67,114/3,
2104,國際中橡,10.10,0.0,113,-,0.4,114/3,
2105,正新,31.80,7.55,113,20.13,1.26,114/3,
2106,建大,20.25,5.43,113,72.32,1.04,114/3,
2107,厚生,23.65,5.92,113,14.60,0.55,114/3,
2108,南帝,23.55,4.25,113,25.60,0.83,114/3,
2109,華豐,15.25,9.84,113,12.01,1.3,114/3,
2114,鑫永銓,89.90,5.56,113,16.44,2.3,114/3,
2115,六暉-KY,25.15,5.96,113,12.45,0.86,114/3,
2201,裕隆,35.75,3.64,113,27.08,0.61,114/3,
2204,中華,60.30,6.97,113,11.62,0.91,114/3,
2206,三陽工業,62.10,4.88,113,10.35,1.96,114/3,
2207,和泰車,610.00,3.28,113,18.59,4.29,114/3,
2208,台船,21.45,0.0,113,-,4.05,114/3,
2211,長榮鋼,118.00,4.24,113,13.93,1.83,114/3,
2227,裕日車,56.70,6.88,113,33.16,1.01,114/3,
2228,劍麟,106.00,8.49,113,15.63,1.79,114/3,
2231,為升,103.00,2.01,113,59.88,3.95,114/3,
2233,宇隆,197.00,3.55,113,26.69,3.17,114/3,
2236,百達-KY,99.90,0.62,113,18.30,3.02,114/3,
2239,英利-KY,34.00,0.0,113,-,0.37,114/3,
2241,艾姆勒,36.30,0.0,113,-,2.83,114/3,
2243,宏旭-KY,11.00,0.0,113,35.48,1.11,114/3,
2247,汎德永業,297.00,6.23,113,14.44,1.83,114/3,
2248,華勝-KY,49.70,5.49,113,10.35,1.59,114/3,
2250,IKKA-KY,76.10,5.02,113,19.61,1.34,114/3,
2254,巨鎧精密-創,60.30,0.0,113,-,3.35,114/3,
2258,鴻華先進-創,40.45,0.0,113,-,4.76,114/3,
2301,光寶科,159.00,2.84,113,25.24,4.32,114/3,
2302,麗正,19.00,3.05,113,24.68,1.76,114/3,
2303,聯電,45.80,6.22,113,14.31,1.59,114/3,
2305,全友,10.70,0.0,113,-,0.99,114/3,
2308,台達電,932.00,0.75,113,48.47,10.06,114/3,
2312,金寶,22.50,2.67,113,22.50,1.54,114/3,
2313,華通,83.30,2.88,113,16.66,2.24,114/3,
2314,台揚,23.50,0.0,113,-,10.83,114/3,
2316,楠梓電,119.00,0.42,113,9.84,1.85,114/3,
2317,鴻海,225.50,2.57,113,16.53,1.92,114/3,
2321,東訊,0.00,0.0,113,-,2.7,114/3,
2323,中環,9.46,3.17,113,-,0.58,114/3,
2324,仁寶,29.35,4.77,113,19.44,1.01,114/3,
2327,國巨*,235.00,2.13,113,23.55,3.07,114/3,
2328,廣宇,47.45,2.32,113,26.36,1.77,114/3,
2329,華泰,47.10,2.12,113,28.90,2.99,114/3,
2330,台積電,"1,440.00",1.18,113,23.53,7.47,114/3,
2331,精英,21.00,1.0,113,17.50,1.05,114/3,
2332,友訊,15.90,0.63,113,-,1.13,114/3,
2337,旺宏,34.10,0.0,113,-,1.49,114/3,
2338,光罩,36.65,0.0,113,-,2.23,114/3,
2340,台亞,25.50,0.0,113,-,1.63,114/3,
2342,茂矽,28.85,1.04,113,961.67,1.92,114/3,
2344,華邦電,58.00,0.0,113,-,2.75,114/3,
2345,智邦,"1,025.00",1.07,113,25.45,11.55,114/3,
2347,聯強,62.90,6.36,113,12.14,1.41,114/3,
2348,海悅,84.30,10.68,113,19.70,1.95,114/3,
2349,錸德,8.90,0.0,113,-,1.18,114/3,
2351,順德,80.00,3.13,113,49.69,2.16,114/3,
2352,佳世達,28.10,3.95,113,34.69,1.6,114/3,
2353,宏��,27.25,6.24,113,19.75,1.12,114/3,
2354,鴻準,65.20,2.15,113,28.23,0.9,114/3,
2355,敬鵬,31.15,5.94,113,21.05,0.75,114/3,
2356,英業達,43.60,3.9,113,17.37,2.23,114/3,
2357,華碩,601.00,5.66,113,12.83,1.73,114/3,
2359,所羅門,133.50,0.75,113,145.11,4.12,114/3,
2360,致茂,819.00,1.1,113,32.68,11.77,114/3,
2362,藍天,40.90,6.19,113,17.04,0.58,114/3,
2363,矽統,48.50,1.03,113,33.92,1.45,114/3,
2364,倫飛,69.70,4.3,113,18.59,4.67,114/3,
2365,昆盈,33.75,1.78,113,105.47,2.51,114/3,
2367,燿華,24.40,2.87,113,19.06,1.41,114/3,
2368,金像電,633.00,0.95,113,39.76,11.75,114/3,
2369,菱生,20.15,1.49,113,-,1.58,114/3,
2371,大同,33.45,9.3,113,7.50,1.18,114/3,
2373,震旦行,57.00,6.49,113,14.73,1.86,114/3,
2374,佳能,80.20,2.24,113,43.35,3.36,114/3,
2375,凱美,93.60,1.6,113,24.31,1.08,114/3,
2376,技嘉,243.50,4.11,113,13.48,2.94,114/3,
2377,微星,107.50,4.65,113,19.83,1.74,114/3,
2379,瑞昱,521.00,4.89,113,17.24,5.63,114/3,
2380,虹光,4.74,0.0,113,-,2.43,114/3,
2382,廣達,282.00,4.61,113,15.83,5.09,114/3,
2383,台光電,"1,525.00",1.09,113,40.21,12.28,114/3,
2385,群光,120.00,8.33,113,10.59,2.12,114/3,
2387,精元,40.20,9.95,113,7.84,0.78,114/3,
2388,威盛,52.00,0.38,113,"1,300.00",1.43,114/3,
2390,云辰,9.36,0.0,113,-,0.77,114/3,
2392,正崴,39.15,6.39,113,-,0.85,114/3,
2393,億光,51.90,10.23,113,9.98,1.21,114/3,
2395,研華,288.00,2.91,113,24.59,4.85,114/3,
2397,友通,62.20,5.47,113,15.36,2.11,114/3,
2399,映泰,22.60,0.0,113,-,1.87,114/3,
2401,凌陽,20.30,0.0,113,-,1.46,114/3,
2402,毅嘉,49.20,4.0,113,19.52,2.26,114/3,
2404,漢唐,801.00,3.5,113,17.99,9.64,114/3,
2405,輔信,17.50,0.97,113,-,1.72,114/3,
2406,國碩,20.50,0.0,113,-,2.0,114/3,
2408,南亞科,146.00,0.0,113,-,2.88,114/3,
2409,友達,11.60,2.59,113,15.68,0.59,114/3,
2412,中華電,130.50,3.83,113,26.36,2.69,114/3,
2413,環科,28.85,0.0,113,-,1.96,114/3,
2414,精技,41.40,6.04,113,13.35,2.16,114/3,
2415,錩新,25.90,4.63,113,15.89,1.48,114/3,
2417,圓剛,36.40,0.55,113,-,1.76,114/3,
2419,仲琦,22.30,0.0,113,-,1.52,114/3,
2420,新巨,50.00,7.0,113,13.62,2.03,114/3,
2421,建準,166.50,2.23,113,22.93,5.6,114/3,
2423,固緯,52.80,3.79,113,18.66,2.75,114/3,
2424,隴華,32.90,0.0,113,-,6.57,114/3,
2425,承啟,28.65,0.52,113,-,1.2,114/3,
2426,鼎元,16.20,0.62,113,-,1.29,114/3,
2427,三商電,28.30,2.47,113,18.62,1.74,114/3,
2428,興勤,189.00,3.23,113,16.34,2.32,114/3,
2429,銘旺科,81.60,0.0,113,-,8.6,114/3,
2430,燦坤,23.45,6.4,113,23.69,0.63,114/3,
2431,聯昌,11.45,0.0,113,-,1.01,114/3,
2432,倚天酷��-創,26.45,6.43,113,15.56,1.42,114/3,
2433,互盛電,48.25,6.22,113,15.72,2.17,114/3,
2434,統懋,32.45,0.0,113,-,2.5,114/3,
2436,偉詮電,47.40,3.16,113,27.72,2.41,114/3,
2438,翔耀,24.95,0.0,113,-,4.65,114/3,
2439,美律,103.00,7.08,113,16.35,1.58,114/3,
2440,太空梭,12.45,0.0,113,-,1.46,114/3,
2441,超豐,70.70,4.24,113,16.83,1.75,114/3,
2442,新美齊,25.00,0.96,113,27.47,1.38,114/3,
2444,兆勁,11.10,0.0,113,-,1.38,114/3,
2449,京元電子,229.00,1.75,113,25.93,5.95,114/3,
2450,神腦,29.00,5.69,113,18.13,1.2,114/3,
2451,創見,183.00,3.33,113,28.68,4.02,114/3,
2453,凌群,52.50,4.95,113,16.51,2.47,114/3,
2454,聯發科,"1,395.00",3.87,113,20.97,5.3,114/3,
2455,全新,142.50,2.26,113,54.18,8.49,114/3,
2457,飛宏,28.60,0.0,113,-,1.35,114/3,
2458,義隆,133.00,5.89,113,16.48,3.98,114/3,
2459,敦吉,66.60,6.01,113,12.11,1.31,114/3,
2460,建通,17.90,0.0,113,-,2.05,114/3,
2461,光群雷,15.30,6.6,113,-,0.91,114/3,
2462,良得電,21.80,3.72,113,57.37,1.1,114/3,
2464,盟立,58.90,0.59,113,-,2.49,114/3,
2465,麗臺,57.10,0.0,113,-,8.25,114/3,
2466,冠西電,53.40,0.0,113,34.45,4.54,114/3,
2467,志聖,205.00,2.44,113,40.59,5.84,114/3,
2468,華經,43.95,2.05,113,38.22,2.47,114/3,
2471,資通,51.10,5.99,113,15.82,2.84,114/3,
2472,立隆電,106.50,2.91,113,14.69,2.18,114/3,
2474,可成,201.00,7.88,113,14.70,0.86,114/3,
2476,鉅祥,87.80,3.99,113,22.57,2.31,114/3,
2477,美隆電,23.80,5.46,113,13.92,0.94,114/3,
2478,大毅,61.70,2.95,113,17.73,1.31,114/3,
2480,敦陽科,152.50,4.87,113,19.28,4.95,114/3,
2481,強茂,86.10,1.63,113,31.77,2.37,114/3,
2482,連宇,17.20,3.55,113,-,1.21,114/3,
2483,百容,18.60,1.61,113,33.21,0.79,114/3,
2484,希華,20.65,3.39,113,36.88,0.89,114/3,
2485,兆赫,23.65,0.0,113,-,1.52,114/3,
2486,一詮,98.30,0.51,113,491.50,4.51,114/3,
2488,漢平,45.60,7.02,113,9.14,1.36,114/3,
2489,瑞軒,15.15,3.3,113,10.67,0.72,114/3,
2491,吉祥全,15.00,0.0,113,21.13,1.44,114/3,
2492,華新科,119.50,2.01,113,24.69,1.22,114/3,
2493,揚博,93.80,5.42,113,21.17,3.87,114/3,
2495,普安,28.00,4.64,113,28.87,1.74,114/3,
2496,卓越,68.10,8.34,113,10.49,1.53,114/3,
2497,怡利電,42.60,4.69,113,16.71,2.27,114/3,
2498,宏達電,49.95,0.0,113,7.24,1.56,114/3,
2501,國建,22.45,4.45,113,9.24,0.9,114/3,
2504,國產,35.55,7.88,113,10.90,1.61,114/3,
2505,國揚,19.30,0.0,113,11.49,0.69,114/3,
2506,太設,9.59,4.17,113,-,0.45,114/3,
2509,全坤建,15.20,0.0,113,-,0.88,114/3,
2511,太子,8.28,3.62,113,27.60,0.53,114/3,
2514,龍邦,14.75,0.0,113,8.89,0.42,114/3,
2515,中工,14.45,3.46,113,35.24,1.0,114/3,
2516,新建,14.45,0.0,113,15.37,1.73,114/3,
2520,冠德,33.00,12.42,113,9.43,0.82,114/3,
2524,京城,44.75,0.0,113,6.48,0.78,114/3,
2527,宏璟,28.00,7.14,113,6.80,0.55,114/3,
2528,皇普,30.35,8.24,113,4.37,1.7,114/3,
2530,華建,28.55,7.57,113,11.28,2.24,114/3,
2534,宏盛,20.35,4.91,113,8.17,0.64,114/3,
2535,達欣工,63.20,5.93,113,10.39,1.68,114/3,
2536,宏普,26.10,1.92,113,16.52,0.73,114/3,
2537,聯上發,10.75,0.0,113,19.20,0.73,114/3,
2538,基泰,11.10,6.31,113,12.76,0.85,114/3,
2539,櫻花建,46.50,5.38,113,10.50,3.35,114/3,
2540,愛山林,48.60,8.23,113,49.59,2.8,114/3,
2542,興富發,37.95,6.59,113,14.54,1.51,114/3,
2543,皇昌,62.40,8.01,113,19.44,3.43,114/3,
2545,皇翔,39.00,11.54,113,10.77,0.98,114/3,
2546,根基,89.00,4.27,113,9.30,2.05,114/3,
2547,日勝生,10.70,5.42,113,3.70,0.78,114/3,
2548,華固,105.00,5.71,113,74.47,1.7,114/3,
2597,潤弘,171.50,5.66,113,16.23,6.79,114/3,
2601,益航,5.52,0.0,113,-,0.61,114/3,
2603,長榮,179.50,18.11,113,4.28,0.72,114/3,
2605,新興,26.50,4.91,113,31.93,0.95,114/3,
2606,裕民,61.40,5.21,113,15.95,1.46,114/3,
2607,榮運,58.30,2.23,113,9.77,1.05,114/3,
2608,嘉里大榮,33.85,4.87,113,16.12,1.29,114/3,
2609,陽明,52.00,14.42,113,6.64,0.57,114/3,
2610,華航,19.20,4.17,113,7.77,1.24,114/3,
2611,志信,15.10,10.86,113,79.47,1.06,114/3,
2612,中航,59.60,3.52,113,8.31,0.92,114/3,
2613,中櫃,24.40,4.1,113,29.05,1.03,114/3,
2614,東森,22.75,5.05,113,11.61,1.83,114/3,
2615,萬海,80.60,4.34,113,6.61,0.88,114/3,
2616,山隆,13.70,2.19,113,-,0.63,114/3,
2617,台航,31.05,4.83,113,10.05,0.76,114/3,
2618,長榮航,34.10,7.04,113,7.07,1.4,114/3,
2630,亞航,51.00,1.22,113,50.00,3.03,114/3,
2633,台灣高鐵,27.95,3.76,113,24.73,2.21,114/3,
2634,漢翔,51.70,2.67,113,64.63,2.86,114/3,
2636,台驊控股,67.00,8.96,113,8.19,1.02,114/3,
2637,慧洋-KY,65.60,7.62,113,15.81,1.08,114/3,
2642,宅配通,27.00,1.85,113,-,1.18,114/3,
2645,長榮航太,147.50,3.05,113,27.88,4.22,114/3,
2646,星宇航空,23.40,0.0,113,260.00,2.18,114/3,
2701,萬企,11.20,2.5,113,22.40,0.61,114/3,
2702,華園,12.05,0.0,113,-,0.6,114/3,
2704,國賓,43.50,1.15,113,114.47,0.6,114/3,
2705,六福,16.60,0.0,113,138.33,0.67,114/3,
2706,第一店,13.10,2.67,113,22.59,0.67,114/3,
2707,晶華,191.00,7.52,113,17.21,6.69,114/3,
2712,遠雄來,18.85,0.0,113,-,1.88,114/3,
2722,夏都,28.65,0.52,113,-,1.69,114/3,
2723,美食-KY,68.20,4.4,113,-,1.29,114/3,
2727,王品,215.00,6.79,113,14.10,4.14,114/3,
2731,雄獅,173.50,4.32,113,11.14,3.52,114/3,
2739,寒舍,36.55,2.74,113,21.37,2.23,114/3,
2748,雲品,43.90,4.56,113,19.09,1.61,114/3,
2753,八方雲集,194.50,4.11,113,16.55,3.75,114/3,
2762,世界健身-KY,78.90,7.53,113,28.48,3.05,114/3,
