證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,Unnamed: 8
2801,彰銀,20.20,4.95,113,13.29,1.12,114/3,
2812,台中銀,20.85,5.37,113,14.28,1.41,114/3,
2816,旺旺保,30.05,4.99,113,6.91,0.89,114/3,
2820,華票,16.70,4.67,113,13.25,0.83,114/3,
2832,台產,53.30,3.75,113,12.20,1.17,114/3,
2834,臺企銀,15.85,5.05,113,12.68,1.08,114/3,
2836,高雄銀,12.10,4.96,113,19.21,0.86,114/3,
2838,聯邦銀,19.75,5.32,113,16.60,1.09,114/3,
2845,遠東銀,12.60,5.95,113,15.95,0.9,114/3,
2849,安泰銀,13.40,2.84,113,19.14,0.74,114/3,
2850,新產,117.50,6.09,113,10.66,1.9,114/3,
2851,中再保,26.25,7.24,113,10.46,1.02,114/3,
2852,第一保,28.05,7.49,113,9.88,0.95,114/3,
2855,統一證,24.50,8.57,113,11.45,1.07,114/3,
2867,三商壽,7.26,0.0,113,103.71,1.05,114/3,
2880,華南金,29.45,4.58,113,16.27,1.8,114/3,
2881,富邦金,92.60,4.59,113,11.74,1.5,114/3,
2882,國泰金,64.20,5.45,113,12.30,1.36,114/2,
2883,凱基金,15.75,6.03,113,12.50,0.94,114/3,
2884,玉山金,30.35,4.28,113,15.64,1.89,114/3,
2885,元大金,36.10,5.12,113,13.57,1.46,114/3,
2886,兆豐金,40.10,3.99,113,17.67,1.55,114/3,
2887,台新新光金,18.05,4.99,113,18.23,1.01,114/3,
2889,國票金,16.75,3.52,113,27.92,1.36,114/3,
2890,永豐金,26.95,4.64,113,14.57,1.63,114/3,
2891,中信金,43.45,5.29,113,11.81,1.78,114/3,
2892,第一金,27.60,4.35,113,15.08,1.41,114/3,
2897,王道銀行,9.07,5.51,113,12.60,0.63,114/3,
2901,欣欣,24.85,1.49,113,73.09,2.07,114/3,
2903,遠百,24.10,5.6,113,14.43,1.11,114/3,
2904,匯僑,17.15,5.83,113,11.91,1.05,114/3,
2905,三商,15.80,1.9,113,41.58,1.05,114/3,
2906,高林,13.50,4.44,113,35.53,0.84,114/3,
2908,特力,20.45,4.4,113,157.31,1.55,114/3,
2910,統領,21.05,4.51,113,17.54,1.36,114/3,
2911,麗嬰房,4.30,0.0,113,-,2.91,114/3,
2912,統一超,239.50,3.76,113,22.32,6.32,114/3,
2913,農林,13.80,0.0,113,-,0.88,114/3,
2915,潤泰全,54.80,4.56,113,6.53,0.59,114/3,
2923,鼎固-KY,20.55,1.17,113,-,0.75,114/3,
2929,淘帝-KY,8.14,0.0,113,62.62,0.32,114/3,
2939,永邑-KY,24.95,0.0,113,-,1.96,114/3,
2945,三商家購,0.00,3.98,113,18.85,1.34,114/3,
3002,歐格,26.10,2.68,113,59.32,2.16,114/3,
3003,健和興,48.50,4.12,113,33.45,1.19,114/3,
3004,豐達科,101.50,2.97,113,16.16,2.02,114/3,
3005,神基,125.50,4.77,113,15.59,3.23,114/3,
3006,晶豪科,78.50,1.27,113,-,2.31,114/3,
3008,大立光,"2,205.00",4.42,113,12.67,1.62,114/3,
3010,華立,106.00,5.0,113,12.76,1.23,114/3,
3011,今皓,12.75,0.0,113,-,1.1,114/3,
3013,晟銘電,131.50,0.46,113,33.80,5.68,114/3,
3014,聯陽,120.50,7.47,113,12.83,3.02,114/3,
3015,全漢,54.30,5.52,113,31.39,0.82,114/3,
3016,嘉晶,49.55,1.01,113,"4,955.00",2.93,114/3,
3017,奇鋐,"1,375.00",0.72,113,36.08,14.73,114/3,
3018,隆銘綠能,12.00,0.0,113,-,1.6,114/3,
3019,亞光,139.00,2.88,113,20.29,2.78,114/3,
3021,鴻名,17.30,1.73,113,44.36,1.07,114/3,
3022,威強電,67.60,6.66,113,12.38,1.14,114/3,
3023,信邦,218.50,4.69,113,16.67,3.57,114/3,
3024,憶聲,10.60,3.77,113,13.42,1.0,114/3,
3025,星通,51.20,6.45,113,24.73,3.85,114/3,
3026,禾伸堂,105.00,5.24,113,17.13,1.78,114/3,
3027,盛達,23.00,0.0,113,52.27,1.24,114/3,
3028,增你強,35.95,5.84,113,12.48,1.45,114/3,
3029,零壹,117.50,4.26,113,18.80,3.59,114/3,
3030,德律,154.50,3.24,113,15.73,4.12,114/3,
3031,佰鴻,19.50,5.13,113,19.31,1.19,114/3,
3032,偉訓,82.80,3.3,113,-,3.56,114/3,
3033,威健,30.55,6.81,113,19.46,1.45,114/3,
3034,聯詠,389.50,7.19,113,13.58,3.73,114/3,
3035,智原,174.00,1.72,113,59.59,3.57,114/3,
3036,文曄,143.00,4.2,113,15.12,1.99,114/3,
3037,欣興,186.50,0.8,113,89.23,3.1,114/3,
3038,全台,20.85,7.19,113,17.82,1.22,114/3,
3040,遠見,59.80,1.67,113,108.73,2.72,114/3,
3041,揚智,25.75,0.0,113,-,2.24,114/3,
3042,晶技,83.80,6.21,113,14.83,1.9,114/3,
3043,科風,21.05,0.0,113,-,0.92,114/3,
3044,健鼎,306.00,3.37,113,16.11,3.24,114/3,
3045,台灣大,108.00,4.17,113,23.33,3.97,114/3,
3046,建��,47.75,5.65,113,12.18,2.33,114/3,
3047,訊舟,17.65,1.7,113,-,1.54,114/3,
3048,益登,39.10,0.0,113,32.86,2.29,114/3,
3049,精金,6.90,0.0,113,-,0.78,114/3,
3050,鈺德,11.75,4.26,113,-,0.75,114/3,
3051,力特,19.10,7.96,113,16.47,1.33,114/3,
3052,夆典,11.35,4.41,113,9.46,0.66,114/3,
3054,立萬利,23.65,0.0,113,38.15,2.16,114/3,
3055,蔚華科,63.80,1.57,113,-,4.09,114/3,
3056,富華新,19.50,28.21,113,3.31,1.07,114/3,
3057,喬鼎,15.70,0.0,113,-,1.62,114/3,
3058,立德,10.25,0.0,113,-,1.24,114/3,
3059,華晶科,43.45,2.3,113,34.76,1.39,114/3,
3060,銘異,27.95,1.25,113,-,1.52,114/3,
3062,建漢,23.85,0.0,113,17.16,1.72,114/3,
3090,日電貿,88.90,4.72,113,17.60,2.77,114/3,
3092,鴻碩,15.30,0.0,113,-,1.11,114/3,
3094,聯傑,23.90,0.71,113,88.52,1.96,114/3,
3130,一零四,224.50,6.3,113,15.64,4.61,114/3,
3135,凌航,58.50,2.26,113,88.64,2.62,114/3,
3138,耀登,89.80,2.85,113,73.01,2.26,114/3,
3149,正達,34.70,0.0,113,-,2.93,114/3,
3150,鈺寶-創,18.25,5.48,113,114.06,1.21,114/3,
3164,景岳,18.60,4.3,113,46.50,1.25,114/3,
3167,大量,203.50,0.49,113,32.61,5.84,114/3,
3168,眾福科,44.20,6.88,113,16.87,1.96,114/3,
3189,景碩,142.50,0.7,113,92.53,2.03,114/3,
3209,全科,33.20,7.47,113,15.02,1.61,114/3,
3229,晟鈦,15.15,0.0,113,-,1.65,114/3,
3231,緯創,144.50,2.63,113,18.72,2.85,114/3,
3257,虹冠電,61.10,3.27,113,20.30,2.9,114/3,
3266,昇陽,13.75,5.45,113,7.95,0.78,114/3,
3296,勝德,20.40,0.0,113,17.29,1.65,114/3,
3305,昇貿,95.80,2.35,113,33.03,2.49,114/3,
3308,聯德,14.70,0.0,113,29.40,0.82,114/3,
3311,閎暉,32.35,0.93,113,25.47,0.92,114/3,
3312,弘憶股,36.70,3.81,113,27.80,2.1,114/3,
3321,同泰,17.55,0.0,113,-,3.0,114/3,
3338,泰碩,49.25,4.08,113,20.78,2.27,114/3,
3346,麗清,19.45,6.22,113,243.13,0.7,114/3,
3356,奇偶,48.20,8.3,113,9.03,1.73,114/3,
3376,新日興,197.00,3.05,113,71.38,2.29,114/3,
3380,明泰,29.70,3.37,113,-,1.81,114/3,
3406,玉晶光,447.00,4.03,113,14.89,2.09,114/3,
3413,京鼎,300.00,4.81,113,12.83,2.14,114/3,
3416,融程電,146.00,3.77,113,21.13,3.46,114/3,
3419,譁裕,12.90,0.0,113,-,1.57,114/3,
3432,台端,14.00,0.0,113,-,1.88,114/3,
3437,榮創,14.05,0.0,113,-,0.96,114/3,
3443,創意,"2,260.00",0.71,113,87.60,25.87,114/3,
3447,展達,51.60,1.55,113,27.74,3.24,114/3,
3450,聯鈞,252.50,0.2,113,46.08,7.68,114/3,
3454,晶睿,85.50,2.69,113,69.51,2.29,114/3,
3481,群創,13.55,7.38,113,11.68,0.5,114/3,
3494,誠研,7.21,0.0,113,-,1.06,114/3,
3501,維熹,47.70,8.39,113,10.44,0.85,114/3,
3504,揚明光,49.50,0.0,113,123.75,2.05,114/3,
3515,華擎,251.50,2.11,113,17.25,3.17,114/3,
3518,柏騰,20.70,0.0,113,-,1.53,114/3,
3528,安馳,67.50,4.44,113,60.81,2.5,114/3,
3530,晶相光,60.60,0.0,113,-,2.0,114/3,
3532,台勝科,91.70,1.96,113,50.38,1.46,114/3,
3533,嘉澤,"1,310.00",3.18,113,17.77,4.26,114/3,
3535,晶彩科,83.30,0.6,113,-,6.72,114/3,
3543,州巧,44.15,1.13,113,-,1.67,114/3,
3545,敦泰,52.90,3.29,113,22.42,1.18,114/3,
3550,聯穎,13.30,0.0,113,-,0.95,114/3,
3557,嘉威,35.60,8.43,113,43.41,1.25,114/3,
3563,牧德,516.00,1.16,113,31.87,5.53,114/3,
3576,聯合再生,6.28,0.0,113,-,0.98,114/3,
3583,辛耘,316.50,1.42,113,24.69,4.46,114/3,
3588,通嘉,46.90,2.99,113,86.85,1.68,114/3,
3591,艾笛森,18.35,4.03,113,262.14,0.94,114/3,
3592,瑞鼎,217.00,10.23,113,11.07,1.46,114/3,
3593,力銘,7.20,0.0,113,-,3.87,114/3,
3596,智易,183.00,4.1,113,14.83,2.5,114/3,
3605,宏致,62.50,1.15,113,14.88,1.36,114/3,
3607,谷崧,13.90,5.04,113,28.96,1.01,114/3,
3617,碩天,203.00,7.39,113,10.83,2.1,114/3,
3622,洋華,66.20,4.53,113,11.78,1.3,114/3,
3645,達邁,54.60,2.18,113,49.19,2.33,114/3,
3652,精聯,28.95,2.07,113,21.60,1.14,114/3,
3653,健策,"2,905.00",0.5,113,85.14,22.04,114/3,
3661,世芯-KY,"3,305.00",1.1,113,45.00,7.06,114/3,
3665,貿聯-KY,"1,610.00",0.66,113,40.13,7.47,114/3,
3669,圓展,29.90,5.69,113,58.63,0.84,114/3,
3673,TPK-KY,41.70,1.92,113,20.05,0.44,114/3,
3679,新至陞,116.50,8.58,113,10.39,1.61,114/3,
3686,達能,18.25,0.0,113,-,2.04,114/3,
3694,海華,65.20,2.27,113,17.07,2.92,114/3,
3701,大眾控,31.90,0.63,113,31.27,1.55,114/3,
3702,大聯大,68.30,4.69,113,12.91,1.52,114/3,
3703,欣陸,23.00,4.57,113,30.67,0.7,114/3,
3704,合勤控,36.30,0.83,113,15.32,1.32,114/3,
3705,永信,56.90,5.27,113,15.72,1.95,114/3,
3706,神達,91.70,2.18,113,20.61,1.78,114/3,
3708,上緯投控,108.00,2.18,113,85.04,1.21,114/3,
3711,日月光投控,229.50,2.31,113,28.37,3.16,114/3,
3712,永崴投控,26.10,11.49,113,-,1.51,114/3,
3714,富采,32.15,2.8,113,-,0.56,114/3,
3715,定穎投控,118.50,1.27,113,39.37,4.26,114/3,
3716,中化控股,34.10,2.99,113,16.97,0.67,114/3,
3717,聯嘉投控,17.25,0.0,113,-,1.15,114/3,
4104,佳醫,82.10,5.24,113,17.51,1.59,114/3,
4106,雃博,21.95,3.64,113,16.02,0.91,114/3,
4108,懷特,14.15,0.0,113,-,1.52,114/3,
4119,旭富,49.20,3.05,113,50.72,1.09,114/3,
4133,亞諾法,22.75,3.96,113,758.33,1.11,114/3,
4137,麗豐-KY,99.70,10.03,113,16.59,1.7,114/3,
4142,國光生,19.70,0.0,113,-,1.76,114/3,
4148,全宇生技-KY,40.00,2.5,113,19.51,1.06,114/3,
4155,訊映,15.10,1.99,113,32.13,0.89,114/3,
4164,承業醫,39.30,3.46,113,47.35,1.01,114/3,
4190,佐登-KY,30.35,1.65,113,-,1.16,114/3,
4306,炎洲,13.60,8.82,113,54.40,0.72,114/3,
4414,如興,10.55,0.0,113,8.44,0.68,114/3,
4426,利勤,9.91,0.0,113,-,0.87,114/3,
4438,廣越,83.20,3.87,113,35.25,1.13,114/3,
4439,冠星-KY,105.00,1.9,113,18.04,1.24,114/3,
4440,宜新實業,18.30,8.74,113,20.11,0.96,114/3,
4441,振大環球,270.00,3.39,113,23.20,2.74,114/3,
4526,東台,31.45,0.0,113,55.18,1.62,114/3,
4532,瑞智,23.95,6.26,113,11.57,1.2,114/3,
4536,拓凱,167.00,6.59,113,8.89,1.68,114/3,
4540,全球傳動,35.55,0.0,113,-,1.21,114/3,
4545,銘鈺,32.55,5.07,113,325.50,1.35,114/3,
4551,智伸科,116.00,3.62,113,16.11,1.58,114/3,
4552,力達-KY,23.65,4.23,113,11.94,0.46,114/3,
4555,氣立,41.45,1.21,113,-,1.06,114/3,
4557,永新-KY,72.50,8.97,113,241.67,1.45,114/3,
4560,強信-KY,31.75,3.78,113,11.14,1.17,114/3,
4562,穎漢,35.90,0.0,113,-,3.34,114/3,
4564,元翎,16.50,0.0,113,-,0.92,114/3,
4566,時碩工業,53.20,2.82,113,93.33,1.24,114/3,
4569,六方科-KY,149.50,3.82,113,32.79,1.73,114/3,
4571,鈞興-KY,165.00,3.14,113,17.01,2.96,114/3,
4572,駐龍,154.50,3.24,113,41.87,3.12,114/3,
4576,大銀微系統,106.00,0.19,113,68.83,3.18,114/3,
4581,光隆精密-KY,54.20,5.9,113,10.21,1.6,114/3,
4583,台灣精銳,641.00,1.87,113,57.33,5.19,114/3,
4585,達明,303.00,0.0,113,365.06,4.64,114/3,
4588,玖鼎電力,60.30,4.98,113,18.11,2.97,114/3,
4720,德淵,13.95,7.17,113,17.01,1.03,114/3,
4722,國精化,183.00,0.77,113,105.78,6.12,114/3,
4736,泰博,125.00,8.0,113,8.20,1.27,114/3,
4737,華廣,58.80,0.0,113,-,2.14,114/3,
4739,康普,68.40,1.39,113,96.34,1.47,114/3,
4746,台耀,65.10,4.61,113,32.55,1.03,114/3,
4755,三福化,100.50,3.48,113,30.00,1.97,114/3,
4763,材料*-KY,55.50,8.58,113,7.26,3.08,114/3,
4764,雙鍵,60.10,0.0,113,67.53,2.38,114/3,
4766,南寶,329.50,5.77,113,15.73,3.12,114/3,
4770,上品,214.00,5.61,113,15.67,2.17,114/3,
4771,望隼,180.50,3.06,113,14.99,2.84,114/3,
4807,日成-KY,17.80,0.0,113,445.00,0.96,114/3,
4904,遠傳,88.10,4.04,113,23.18,3.59,114/3,
4906,正文,26.20,5.73,113,-,0.98,114/3,
4912,聯德控股-KY,85.00,2.6,113,20.63,1.47,114/3,
4915,致伸,82.30,5.1,113,14.57,2.03,114/3,
4916,事欣科,46.80,0.81,113,30.19,1.97,114/3,
4919,新唐,53.40,0.75,113,-,1.62,114/3,
4927,泰鼎-KY,22.00,0.0,113,-,0.9,114/3,
4930,燦星網,21.95,7.29,113,17.70,0.57,114/3,
4934,太極,12.60,0.0,113,-,1.83,114/3,
4935,茂林-KY,42.60,5.16,113,20.29,0.71,114/3,
4938,和碩,72.10,6.24,113,15.02,1.0,114/3,
4942,嘉彰,38.10,5.25,113,12.79,0.63,114/3,
4943,康控-KY,15.40,0.0,113,-,10.0,114/3,
4949,有成精密,38.70,2.84,113,19.85,1.64,114/3,
4952,凌通,36.00,6.25,113,33.64,1.88,114/3,
4956,光鋐,20.25,0.0,113,-,1.27,114/3,
4958,臻鼎-KY,145.50,3.3,113,18.95,1.34,114/3,
4960,誠美材,13.30,0.0,113,-,1.0,114/3,
4961,天鈺,142.00,9.06,113,11.96,1.0,114/3,
4967,十銓,132.00,2.27,113,43.42,2.78,114/3,
4968,立積,141.50,0.78,113,66.43,4.97,114/3,
4976,佳凌,31.90,0.0,113,-,1.95,114/3,
4977,眾達-KY,124.00,1.81,113,22.06,2.64,114/3,
4989,榮科,39.90,0.0,113,-,3.69,114/3,
4994,傳奇,96.70,5.17,113,34.78,6.38,114/3,
4999,鑫禾,23.45,4.26,113,-,0.54,114/3,
5007,三星,54.50,5.5,113,19.96,2.34,114/3,
5203,訊連,100.00,3.9,113,27.25,1.76,114/3,
5215,科嘉-KY,37.00,6.76,113,15.95,0.7,114/3,
5222,全訊,132.50,3.02,113,46.82,5.24,114/3,
5225,東科-KY,108.50,9.58,113,9.28,2.53,114/3,
5234,達興材料,337.00,1.48,113,47.60,10.43,114/3,
5243,乙盛-KY,81.80,1.83,113,18.76,1.78,114/3,
5244,弘凱,41.00,3.66,113,29.50,1.62,114/3,
5258,虹堡,66.30,3.8,113,19.91,1.72,114/3,
5269,祥碩,"1,295.00",2.32,113,19.91,2.97,114/3,
5283,禾聯碩,62.80,3.98,113,10.38,0.98,114/3,
5284,jpp-KY,292.00,0.51,113,28.32,4.65,114/3,
5285,界霖,51.80,3.86,113,28.00,1.88,114/3,
5288,豐祥-KY,136.00,6.26,113,9.29,1.65,114/3,
5292,華懋,146.50,3.75,113,15.04,3.46,114/3,
5306,桂盟,91.20,4.78,113,11.81,1.37,114/3,
5388,中磊,82.40,5.58,113,17.13,1.61,114/3,
5434,崇越,302.50,3.96,113,14.98,3.1,114/3,
5469,瀚宇博,108.00,2.33,113,16.59,1.61,114/3,
5471,松翰,34.10,2.93,113,48.03,1.67,114/3,
5484,慧友,36.10,0.0,113,-,4.92,114/3,
5515,建國,32.60,6.6,113,8.40,1.36,114/3,
5519,隆大,32.95,9.1,113,5.20,1.19,114/3,
5521,工信,15.00,0.0,113,39.47,1.33,114/3,
5522,遠雄,60.40,5.13,113,22.97,1.03,114/3,
5525,順天,28.70,5.23,113,47.83,1.74,114/3,
5531,鄉林,9.08,0.0,113,34.92,0.91,114/3,
5533,皇鼎,14.55,6.87,113,19.40,0.44,114/3,
5534,長虹,77.70,7.08,113,10.54,1.15,114/3,
5538,東明-KY,29.15,5.15,113,10.80,0.85,114/3,
5546,永固-KY,22.05,9.07,113,-,0.99,114/3,
5607,遠雄港,48.50,2.68,113,18.80,1.66,114/3,
5608,四維航,18.30,0.0,113,-,0.79,114/3,
5706,鳳凰,51.70,6.29,113,15.43,2.36,114/3,
5871,中租-KY,103.00,6.12,113,9.98,1.11,114/3,
5876,上海商銀,39.10,4.6,113,12.37,0.96,114/3,
5880,合庫金,23.85,4.19,113,19.08,1.39,114/3,
5906,台南-KY,52.10,1.92,113,44.91,3.12,114/3,
5907,大洋-KY,5.73,0.0,113,-,0.29,114/3,
6005,群益證,25.40,5.91,113,10.85,1.27,114/3,
6024,群益期,49.90,5.67,113,10.42,1.25,114/3,
6108,競國,12.80,7.81,113,-,0.63,114/3,
6112,邁達特,48.20,1.24,113,84.56,2.17,114/3,
6115,鎰勝,46.90,6.82,113,15.33,1.8,114/3,
6116,彩晶,7.37,0.0,113,-,0.64,114/3,
6117,迎廣,80.80,2.69,113,24.71,3.68,114/3,
6120,達運,10.55,2.37,113,43.96,0.76,114/3,
6128,上福,23.10,10.82,113,-,1.1,114/3,
6133,金橋,16.95,1.77,113,30.82,1.36,114/3,
6136,富爾特,23.70,4.85,113,23.24,0.82,114/3,
6139,亞翔,455.50,3.05,113,19.80,6.7,114/3,
6141,柏承,11.25,0.0,113,-,1.26,114/3,
6142,友勁,9.31,0.0,113,-,1.05,114/3,
6152,百一,8.50,0.0,113,-,1.13,114/3,
6153,嘉聯益,16.10,0.0,113,-,1.03,114/3,
6155,鈞寶,37.40,2.67,113,74.80,2.08,114/3,
6164,華興,9.75,5.13,113,88.64,0.88,114/3,
6165,浪凡,49.95,1.18,113,14.65,2.39,114/3,
6166,凌華,62.30,1.49,113,26.62,2.55,114/3,
6168,宏齊,19.50,0.0,113,-,1.34,114/3,
6176,瑞儀,120.50,8.8,113,10.55,1.65,114/3,
6177,達麗,48.00,8.33,113,13.56,2.51,114/3,
6183,關貿,96.20,3.33,113,25.12,5.4,114/3,
6184,大豐電,47.80,6.67,113,14.27,1.53,114/3,
6189,豐藝,46.50,12.41,113,16.91,2.06,114/3,
6191,精成科,131.50,2.29,113,22.83,2.73,114/3,
6192,巨路,103.00,5.34,113,9.37,1.37,114/3,
6196,帆宣,235.00,2.51,113,17.84,3.39,114/3,
6197,佳必琪,143.50,4.88,113,17.89,4.02,114/3,
6201,亞弘電,56.60,7.07,113,12.49,1.85,114/3,
6202,盛群,37.95,0.0,113,61.21,2.29,114/3,
6205,詮欣,39.00,4.18,113,19.80,1.24,114/3,
6206,飛捷,96.10,6.24,113,12.80,2.79,114/3,
6209,今國光,56.80,0.0,113,210.37,3.41,114/3,
6213,聯茂,111.00,1.62,113,31.01,2.04,114/3,
6214,精誠,120.50,4.32,113,17.72,1.87,114/3,
6215,和椿,106.00,1.42,113,56.68,5.89,114/3,
6216,居易,26.50,9.55,113,35.33,1.49,114/3,
6224,聚鼎,42.70,4.1,113,27.91,1.69,114/3,
6225,天瀚,17.15,0.0,113,-,5.72,114/3,
6226,光鼎,6.76,0.0,113,-,0.73,114/3,
6230,尼得科超眾,116.50,0.19,113,-,1.8,114/3,
6235,華孚,60.30,2.02,113,22.67,2.57,114/3,
6239,力成,157.00,4.46,113,22.33,2.13,114/3,
6243,迅杰,28.80,4.17,113,261.82,1.68,114/3,
6257,矽格,100.50,4.02,113,17.91,2.38,114/3,
6269,台郡,55.60,0.0,113,-,0.83,114/3,
6271,同欣電,126.00,2.38,113,17.45,1.01,114/3,
6277,宏正,64.30,5.91,113,17.33,1.64,114/3,
6278,台表科,102.50,5.37,113,11.01,1.4,114/3,
6281,全國電,65.00,6.15,113,17.38,2.3,114/3,
6282,康舒,38.50,1.3,113,-,1.52,114/3,
6283,淳安,26.40,0.0,113,28.39,2.38,114/3,
6285,啟��,102.00,4.71,113,15.96,1.52,114/3,
6405,悅城,25.25,0.4,113,-,0.66,114/3,
6409,旭隼,"1,160.00",3.71,113,25.66,11.9,114/3,
6412,群電,97.60,6.15,113,15.82,2.77,114/3,
6414,樺漢,298.00,4.09,113,12.60,1.66,114/3,
6415,矽力*-KY,205.50,1.17,113,31.09,2.27,114/3,
6416,瑞祺電通,80.80,3.59,113,20.15,1.7,114/3,
6423,億而得-創,76.60,1.29,113,109.43,4.74,114/3,
6426,統新,76.40,0.65,113,-,3.29,114/3,
6431,光麗-KY,21.80,0.0,113,-,3.48,114/3,
6438,迅得,133.50,3.58,113,17.41,2.09,114/3,
6442,光聖,"1,190.00",0.72,113,60.96,22.01,114/3,
6443,元晶,13.40,0.0,113,-,1.17,114/3,
6446,藥華藥,516.00,0.43,113,35.78,5.78,114/3,
6449,鈺邦,176.50,1.97,113,27.03,3.68,114/3,
6451,訊芯-KY,166.00,0.22,113,-,3.01,114/3,
6456,GIS-KY,42.70,0.0,113,137.74,0.5,114/3,
6464,台數科,78.50,4.61,113,13.70,1.21,114/3,
6472,保瑞,546.00,2.93,113,20.99,5.01,114/3,
6477,安集,34.60,0.87,113,-,1.36,114/3,
6491,晶碩,310.50,3.54,113,15.07,2.16,114/3,
6504,南六,44.25,2.26,113,-,0.99,114/3,
6505,台塑化,52.30,1.53,113,81.72,1.62,114/3,
6515,穎崴,"2,830.00",0.88,113,65.92,17.28,114/3,
6525,捷敏-KY,75.40,5.57,113,12.74,2.23,114/3,
6526,達發,458.00,2.73,113,25.79,4.11,114/3,
6531,愛普*,433.00,1.61,113,70.87,6.17,114/3,
6533,晶心科,282.50,0.0,113,-,3.14,114/3,
6534,正瀚-創,85.70,4.78,113,20.07,3.36,114/3,
6541,泰福-KY,54.50,0.0,113,-,2.41,114/3,
6550,北極星藥業-KY,30.90,0.0,113,-,5.68,114/3,
6552,易華電,25.10,0.8,113,-,0.9,114/3,
6558,興能高,38.75,0.77,113,-,2.59,114/3,
6573,虹揚-KY,17.65,0.0,113,19.18,2.17,114/3,
6579,研揚,111.00,4.64,113,25.87,1.94,114/3,
6581,鋼聯,110.50,5.43,113,16.27,2.86,114/3,
6582,申豐,32.80,3.05,113,-,0.56,114/3,
6585,鼎基,89.60,8.84,113,14.83,1.72,114/3,
6589,台康生技,74.50,0.0,113,-,2.67,114/3,
6591,動力-KY,77.60,3.03,113,15.65,1.49,114/3,
6592,和潤企業,63.80,4.7,113,16.07,1.24,114/3,
6598,ABC-KY,22.10,0.0,113,-,3.3,114/3,
6605,帝寶,139.50,6.45,113,10.16,1.22,114/3,
6606,建德工業,25.15,11.93,113,26.47,1.81,114/3,
6614,資拓宏宇,52.30,2.87,113,30.76,3.27,114/3,
6625,必應,87.10,4.59,113,10.87,2.94,114/3,
6641,基士德-KY,19.50,5.13,113,150.00,0.51,114/3,
6645,金萬林-創,18.90,0.0,113,-,2.22,114/3,
6655,科定,111.00,10.81,113,31.09,3.47,114/3,
6657,華安,45.40,0.0,113,-,4.06,114/3,
6658,聯策,50.10,2.16,113,43.95,1.39,114/3,
6666,羅麗芬-KY,44.70,4.47,113,18.70,1.3,114/3,
6668,中揚光,38.20,0.0,113,-,1.89,114/3,
6669,緯穎,"4,570.00",1.62,113,19.14,7.86,114/3,
6670,復盛應用,243.00,8.09,113,10.22,2.46,114/3,
6671,三能-KY,35.65,7.29,113,13.45,1.31,114/3,
6672,騰輝電子-KY,89.60,3.74,113,19.39,1.92,114/3,
6674,鋐寶科技,20.45,0.0,113,-,1.53,114/3,
6689,伊雲谷,64.20,3.12,113,38.67,1.54,114/3,
6691,洋基工程,503.00,3.48,113,22.70,9.25,114/3,
6695,芯鼎,44.35,0.0,113,-,2.76,114/3,
6698,旭暉應材,30.05,0.0,113,-,1.83,114/3,
6706,惠特,88.90,0.0,113,-,1.82,114/3,
6715,嘉基,89.80,4.37,113,46.05,1.76,114/3,
6719,力智,200.00,0.85,113,47.39,1.53,114/3,
6742,澤米,44.55,0.67,113,-,2.49,114/3,
6743,安普新,29.50,5.08,113,122.92,1.68,114/3,
6753,龍德造船,123.00,1.02,113,25.47,3.25,114/3,
6754,匯僑設計,46.60,8.58,113,12.63,1.39,114/3,
6756,威鋒電子,77.50,2.32,113,73.11,1.95,114/3,
6757,台灣虎航,69.00,8.77,113,14.00,4.65,114/3,
6768,志強-KY,114.00,5.42,113,14.94,1.59,114/3,
6770,力積電,34.10,0.0,113,-,1.74,114/3,
6771,平和環保-創,46.95,7.45,113,11.42,1.69,114/3,
6776,展�眥篕�,51.80,5.79,113,12.33,1.96,114/3,
6781,AES-KY,"1,405.00",0.89,113,37.77,7.87,114/3,
6782,視陽,173.50,2.94,113,14.39,2.76,114/3,
6789,采鈺,263.00,1.14,113,57.93,4.65,114/3,
6790,永豐實,38.05,6.7,113,13.40,1.87,114/3,
6792,詠業,51.50,4.85,113,19.43,1.57,114/3,
6794,向榮生技,79.20,0.0,113,-,6.62,114/3,
6796,晉弘,94.10,0.53,113,361.92,5.15,114/3,
6799,來頡,79.50,2.5,113,26.77,2.15,114/3,
6805,富世達,"1,570.00",0.51,113,60.25,17.39,114/3,
6806,森崴能源,39.30,3.13,113,-,2.22,114/3,
6807,峰源-KY,0.00,9.78,113,7.04,1.02,114/3,
6830,汎銓,161.00,0.62,113,-,2.79,114/3,
6831,邁科,236.00,0.53,113,178.79,8.49,114/3,
6834,天二科技,28.55,1.75,113,92.10,1.77,114/3,
6835,圓裕,39.90,5.01,113,15.23,1.48,114/3,
6838,台新藥,27.60,0.0,113,-,2.76,114/3,
6854,錼創科技-KY創,132.00,0.0,113,-,4.26,114/3,
6861,睿生光電,59.40,3.03,113,17.02,1.77,114/3,
6862,三集瑞-KY,166.50,3.6,113,18.81,2.95,114/3,
6863,永道-KY,118.50,4.64,113,18.40,1.55,114/3,
6869,雲豹能源,97.00,5.16,113,10.94,2.23,114/3,
6873,泓德能源,101.50,6.58,113,17.56,1.43,114/3,
6885,全福生技,29.15,0.0,113,-,2.15,114/3,
6887,寶綠特-KY,62.50,6.34,113,9.06,1.73,114/3,
