證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,31.70,6.31,110,18.54,1.00,111/2
1102,亞泥,38.55,8.82,110,9.52,0.88,111/2
1103,嘉泥,16.35,3.98,110,-,0.50,111/3
1104,環泥,20.85,4.8,110,9.56,0.70,111/2
1108,幸福,10.35,5.8,110,13.99,0.93,111/2
1109,信大,15.25,9.84,110,10.74,0.70,111/2
1110,東泥,18.20,1.1,110,151.67,1.23,111/2
1201,味全,18.70,2.67,110,21.25,1.30,111/3
1203,味王,33.00,3.33,110,21.02,1.51,111/2
1210,大成,41.70,4.8,110,20.14,1.76,111/2
1213,大飲,6.81,0.0,110,-,1.01,111/3
1215,卜蜂,77.20,5.18,110,15.32,2.68,111/3
1216,統一,64.90,4.16,110,20.47,3.01,111/3
1217,愛之味,9.65,3.11,110,21.44,0.72,111/3
1218,泰山,44.20,2.26,110,38.10,3.17,111/2
1219,福壽,19.25,5.71,110,16.59,1.42,111/3
1220,台榮,14.70,6.8,110,24.10,1.16,111/2
1225,福懋油,55.30,2.89,110,24.04,3.51,111/2
1227,佳格,39.20,4.85,110,22.79,2.12,111/2
1229,聯華,50.00,4.6,110,17.79,1.99,111/2
1231,聯華食,69.90,3.72,110,16.68,3.04,111/2
1232,大統益,145.00,4.14,110,17.47,4.76,111/3
1233,天仁,32.30,2.48,110,46.81,2.09,111/2
1234,黑松,33.15,5.13,110,13.99,0.73,111/3
1235,興泰,0.00,5.59,110,42.24,1.98,111/2
1236,宏亞,20.40,2.45,110,5.96,0.74,111/2
1256,鮮活果汁-KY,212.00,6.13,110,18.52,2.12,111/2
1301,台塑,86.00,9.53,110,9.06,1.49,111/3
1303,南亞,70.60,10.62,110,11.15,1.46,111/3
1304,台聚,20.60,10.68,110,6.26,0.93,111/2
1305,華夏,20.25,12.35,110,41.33,1.25,111/3
1307,三芳,20.05,2.49,110,62.66,0.98,111/2
1308,亞聚,26.15,11.47,110,7.43,1.12,111/3
1309,台達化,20.20,12.38,110,8.86,1.11,111/3
1310,台苯,13.15,1.14,110,-,1.03,111/3
1312,國喬,18.40,10.87,110,6.28,0.50,111/2
1313,聯成,12.35,8.1,110,-,0.61,111/3
1314,中石化,9.75,4.1,110,60.94,0.47,111/2
1315,達新,66.00,6.82,110,14.57,0.58,111/2
1316,上曜,12.45,0.0,110,18.58,0.94,111/3
1319,東陽,42.65,1.99,110,18.00,1.12,111/2
1321,大洋,33.15,2.11,110,122.78,1.22,111/3
1323,永裕,33.20,4.82,110,13.95,1.30,111/2
1324,地球,10.50,1.9,110,262.50,0.84,111/3
1325,恆大,22.35,8.95,110,-,0.69,111/2
1326,台化,70.80,6.78,110,22.48,1.21,111/3
1337,再生-KY,7.09,0.0,110,-,0.38,111/3
1338,廣華-KY,45.00,5.56,110,13.55,0.58,111/3
1339,昭輝,38.70,5.17,110,8.52,0.80,111/2
1340,勝悅-KY,9.95,0.0,110,-,0.31,111/2
