證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,50.30,6.7,109,12.36,1.43,110/2
1102,亞泥,45.30,7.64,109,8.97,1.07,110/2
1103,嘉泥,20.35,6.88,109,8.48,0.5,110/2
1104,環泥,20.55,5.35,109,10.33,0.7,110/2
1108,幸福,11.55,6.06,109,15.61,1.03,110/2
1109,信大,21.45,6.99,109,6.48,0.93,110/2
1110,東泥,21.20,0.47,109,141.33,1.41,110/2
1201,味全,23.00,2.3,109,19.01,1.73,110/2
1203,味王,31.40,3.5,109,16.10,1.4,110/2
1210,大成,53.10,5.65,109,14.24,2.21,110/2
1213,大飲,8.41,0.0,109,-,0.95,110/2
1215,卜蜂,79.40,5.67,109,12.25,2.76,110/2
1216,統一,66.70,4.05,109,17.65,3.52,110/2
1217,愛之味,10.20,0.0,109,14.78,0.77,110/2
1218,泰山,26.50,5.28,109,16.16,1.75,110/2
1219,福壽,19.65,5.09,109,11.36,1.35,110/2
1220,台榮,14.95,6.69,109,11.33,1.06,110/2
1225,福懋油,46.45,3.01,109,18.96,2.82,110/2
1227,佳格,51.10,4.89,109,15.44,2.76,110/2
1229,聯華,54.60,4.95,109,15.12,2.1,110/2
1231,聯華食,65.90,3.95,109,15.29,2.95,110/2
1232,大統益,154.50,3.88,109,16.16,5.68,110/2
1233,天仁,32.20,2.48,109,64.40,2.05,110/2
1234,黑松,33.60,5.36,109,15.00,0.74,110/2
1235,興泰,34.85,4.3,109,82.98,0.97,110/2
1236,宏亞,13.85,1.44,109,55.40,0.97,110/2
1256,鮮活果汁-KY,370.00,3.24,109,12.65,4.76,110/2
1301,台塑,115.00,2.09,109,13.01,2.04,110/2
1303,南亞,88.90,2.7,109,11.15,1.92,110/2
1304,台聚,37.80,2.65,109,9.11,1.78,110/2
1305,華夏,45.10,5.1,109,9.07,2.47,110/2
1307,三芳,21.15,2.36,109,18.55,1.08,110/2
1308,亞聚,47.05,2.98,109,12.38,1.81,110/2
1309,台達化,36.10,8.31,109,5.01,1.64,110/2
1310,台苯,19.10,2.62,109,10.67,1.28,110/2
1312,國喬,27.60,0.36,109,3.65,0.8,110/2
1313,聯成,23.75,4.21,109,6.44,1.14,110/2
1314,中石化,12.45,0.0,109,17.05,0.56,110/2
1315,達新,60.50,13.22,109,-,0.68,110/2
1316,上曜,14.40,0.0,109,28.24,1.36,110/2
1319,東陽,33.05,2.42,109,23.11,0.91,110/2
1321,大洋,32.50,3.08,109,14.98,1.01,110/2
1323,永裕,34.65,4.62,109,11.55,1.43,110/2
1324,地球,10.95,2.74,109,156.43,0.85,110/2
1325,恆大,41.40,28.99,109,2.30,1.18,110/2
1326,台化,82.20,3.04,109,9.95,1.32,110/2
1337,再生-KY,7.08,0.0,109,-,0.35,110/2
1338,廣華-KY,44.90,7.8,109,8.94,0.58,110/2
1339,昭輝,34.70,5.76,109,21.03,0.76,110/2
1340,勝悅-KY,10.30,0.0,109,-,0.3,110/2
1341,富林-KY,67.00,8.96,109,8.18,3.0,110/2
1342,八貫,52.40,4.77,109,16.48,2.54,110/2
1402,遠東新,29.35,4.6,109,14.82,0.78,110/2
1409,新纖,19.20,5.73,109,9.70,0.96,110/2
1410,南染,34.55,2.6,109,30.31,2.0,110/2
1413,宏洲,10.25,0.0,109,-,1.26,110/2
1414,東和,16.25,1.54,109,32.50,1.12,110/2
1416,廣豐,10.80,4.63,109,-,0.57,110/2
1417,嘉裕,13.70,2.19,109,-,0.95,110/2
1418,東華,10.85,0.0,109,-,2.76,110/2
1419,新紡,41.05,2.44,109,28.31,1.29,110/2
1423,利華,17.00,10.59,109,3.86,0.71,110/2
1432,大魯閣,12.60,0.0,109,-,1.35,110/2
1434,福懋,29.65,3.37,109,31.54,0.77,110/2
1435,中福,22.70,0.0,109,-,2.98,110/2
1436,華友聯,51.10,3.91,109,8.93,1.56,110/2
1437,勤益控,24.70,2.83,109,11.03,0.77,110/2
1438,三地開發,31.55,0.0,109,-,2.92,110/2
1439,雋揚,22.40,0.0,109,-,0.92,110/2
1440,南紡,22.35,1.57,109,11.76,1.38,110/2
1441,大東,9.45,0.0,109,-,1.17,110/2
1442,名軒,24.60,2.03,109,31.95,1.63,110/2
1443,立益物流,15.30,0.0,109,46.36,1.58,110/2
1444,力麗,10.95,0.0,109,365.00,0.98,110/2
1445,大宇,12.25,1.63,109,-,0.99,110/2
1446,宏和,31.35,0.96,109,108.10,2.69,110/2
1447,力鵬,10.40,0.0,109,43.33,0.87,110/2
1449,佳和,15.60,0.0,109,17.93,1.19,110/2
1451,年興,20.20,2.97,109,101.00,0.52,110/2
1452,宏益,23.60,2.97,109,8.77,1.11,110/2
1453,大將,8.42,0.0,109,27.16,0.66,110/2
1454,台富,10.00,2.0,109,-,0.79,110/2
1455,集盛,17.95,1.67,109,7.64,1.27,110/2
1456,怡華,24.00,0.0,109,5.31,1.39,110/2
1457,宜進,17.15,8.75,109,11.99,0.84,110/2
1459,聯發,11.90,0.0,109,10.35,1.21,110/2
1460,宏遠,9.72,0.0,109,-,0.98,110/2
1463,強盛新,14.65,2.05,109,44.39,1.1,110/2
1464,得力,15.80,1.9,109,105.33,1.3,110/2
1465,偉全,12.80,2.34,109,-,0.79,110/2
1466,聚隆,16.00,0.0,109,9.41,1.06,110/2
1467,南緯,14.30,4.9,109,7.19,1.06,110/2
1468,昶和,11.60,0.0,109,52.73,1.56,110/2
1470,大統新創,17.10,2.46,109,23.11,1.5,110/2
1471,首利,7.46,0.0,109,2.77,1.18,110/2
1472,三洋實業,9.90,0.0,109,-,3.69,110/2
1473,台南,17.45,1.15,109,-,0.81,110/2
1474,弘裕,14.90,2.68,109,10.96,0.94,110/2
1475,業旺,48.30,0.0,109,161.00,5.09,110/2
1476,儒鴻,604.00,1.82,109,28.91,8.77,110/2
1477,聚陽,226.50,3.53,109,22.12,4.47,110/2
1503,士電,50.00,3.2,109,14.88,0.98,110/2
1504,東元,30.55,3.76,109,15.59,0.76,110/2
1506,正道,10.00,0.0,109,-,1.98,110/2
1507,永大,64.50,2.95,109,20.87,2.15,110/2
1512,瑞利,3.68,0.0,109,-,6.94,110/2
1513,中興電,46.20,4.76,109,10.34,1.87,110/2
1514,亞力,22.90,5.24,109,15.07,1.43,110/2
1515,力山,65.80,5.47,109,10.31,3.29,110/2
1516,川飛,19.35,3.88,109,18.97,1.59,110/2
1517,利奇,25.25,1.39,109,13.43,1.62,110/2
