證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,49.80,6.77,109,15.51,1.54,110/4
1102,亞泥,48.40,7.02,110,11.10,1.13,110/3
1103,嘉泥,20.50,6.83,109,20.10,0.53,110/4
1104,環泥,21.15,4.73,110,12.51,0.73,110/3
1108,幸福,11.70,5.98,109,20.17,1.04,110/3
1109,信大,20.35,7.37,109,7.19,0.93,110/3
1110,東泥,21.00,0.95,110,84.00,1.39,110/4
1201,味全,21.50,2.33,110,21.50,1.54,110/4
1203,味王,33.45,3.29,109,18.28,1.53,110/3
1210,大成,54.70,3.66,110,19.06,2.24,110/3
1213,大飲,7.71,0.0,109,-,0.99,110/4
1215,卜蜂,81.50,5.52,109,14.74,2.79,110/3
1216,統一,65.60,4.12,110,18.74,3.2,110/4
1217,愛之味,11.55,2.6,110,28.17,0.86,110/4
1218,泰山,27.55,3.63,110,22.40,1.97,110/3
1219,福壽,20.15,4.96,109,20.15,1.47,110/4
1220,台榮,17.50,5.71,110,17.50,1.31,110/4
1225,福懋油,58.30,2.74,110,28.16,3.71,110/4
1227,佳格,49.75,3.82,110,17.10,2.6,110/3
1229,聯華,64.10,3.59,110,21.95,2.27,110/4
1231,聯華食,81.50,3.19,110,20.22,3.61,110/4
1232,大統益,157.00,3.82,110,20.23,5.17,110/4
1233,天仁,33.70,2.37,110,70.21,2.09,110/4
1234,黑松,35.35,4.81,110,17.85,0.78,110/4
1235,興泰,43.50,8.74,110,60.42,1.31,110/3
1236,宏亞,27.00,1.85,110,-,1.37,110/4
1256,鮮活果汁-KY,293.00,4.44,110,13.99,2.72,110/4
1301,台塑,105.50,7.77,110,9.41,1.67,110/4
1303,南亞,92.50,8.11,110,9.02,1.77,110/4
1304,台聚,29.85,7.37,110,6.17,1.26,110/4
1305,華夏,35.30,7.08,110,8.31,1.84,110/4
1307,三芳,20.10,2.49,110,69.31,1.05,110/4
1308,亞聚,37.50,8.0,110,7.18,1.44,110/4
1309,台達化,33.85,7.39,110,6.94,1.67,110/4
1310,台苯,16.70,0.9,110,83.50,1.23,110/4
1312,國喬,26.80,0.37,109,3.53,0.73,110/3
1313,聯成,18.35,5.45,110,11.19,0.8,110/4
1314,中石化,12.10,3.31,110,12.74,0.57,110/4
1315,達新,83.30,5.4,110,"1,388.33",0.69,110/4
1316,上曜,20.35,0.0,109,-,1.82,110/4
1319,東陽,32.10,2.65,110,27.67,0.88,110/4
1321,大洋,34.05,2.06,110,23.48,1.13,110/4
1323,永裕,36.10,4.43,109,11.76,1.4,110/4
1324,地球,10.70,1.87,110,"1,070.00",0.85,110/4
1325,恆大,44.05,4.54,110,4.57,1.28,110/3
1326,台化,79.00,6.08,110,12.04,1.18,110/4
1337,再生-KY,6.86,0.0,109,-,0.35,110/4
1338,廣華-KY,56.80,6.16,109,11.57,0.77,110/3
1339,昭輝,35.20,5.68,110,19.23,0.76,110/4
1340,勝悅-KY,10.60,0.0,109,-,0.32,110/4
1341,富林-KY,73.90,8.12,110,12.50,2.93,110/4
1342,八貫,63.20,4.75,110,16.12,2.76,110/4
1402,遠東新,30.35,4.94,110,16.41,0.8,110/3
1409,新纖,20.75,6.75,110,8.61,0.93,110/4
1410,南染,36.35,3.58,110,28.18,2.03,110/4
1413,宏洲,10.70,0.0,109,13.38,1.23,110/4
1414,東和,18.05,1.39,109,27.77,1.24,110/4
1416,廣豐,11.65,4.29,110,26.48,0.63,110/4
1417,嘉裕,13.50,2.59,110,28.72,0.95,110/4
1418,東華,16.00,0.0,109,-,0.72,110/4
1419,新紡,41.75,2.4,110,25.61,1.28,110/3
1423,利華,19.90,3.77,110,17.93,0.88,110/4
1432,大魯閣,14.85,0.0,109,-,1.73,110/3
1434,福懋,28.15,3.55,110,22.17,0.76,110/4
1435,中福,53.00,0.0,109,-,6.29,110/3
1436,華友聯,60.50,6.88,110,11.96,1.92,110/4
