證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,31.90,3.13,112,26.81,1.0,113/3
1102,亞泥,40.85,5.14,112,13.89,0.82,113/3
1103,嘉泥,17.00,2.94,112,24.29,0.52,113/3
1104,環泥,29.00,6.9,112,12.72,0.86,113/3
1108,幸福,14.45,6.92,112,13.89,1.16,113/3
1109,信大,17.90,6.7,112,10.29,0.74,113/3
1110,東泥,20.45,0.98,112,41.73,1.25,113/3
1201,味全,17.95,1.5,112,21.89,1.19,113/3
1203,味王,40.70,2.7,112,20.15,1.62,113/3
1210,大成,52.40,4.24,112,12.94,1.8,113/3
1213,大飲,16.00,0.0,112,-,4.91,113/3
1215,卜蜂,91.20,6.03,112,14.48,2.63,113/3
1216,統一,82.80,3.62,112,24.64,3.62,113/3
1217,愛之味,11.85,1.94,112,17.69,0.78,113/3
1218,泰山,19.90,0.0,112,11.78,0.76,113/3
1219,福壽,15.65,5.11,112,26.53,1.19,113/3
1220,台榮,18.05,2.22,112,12.62,1.31,113/3
1225,福懋油,44.60,3.14,112,25.06,2.95,113/3
1227,佳格,37.00,3.38,112,21.76,1.89,113/3
1229,聯華,51.40,4.09,112,22.06,1.83,113/3
1231,聯華食,132.50,1.96,112,29.71,5.88,113/3
1232,大統益,146.50,4.51,112,18.13,4.41,113/3
1233,天仁,30.05,3.0,112,33.76,1.93,113/3
1234,黑松,41.50,4.58,112,17.29,0.89,113/3
1235,興泰,76.00,1.32,112,16.38,0.97,113/3
1236,宏亞,23.00,2.83,112,-,0.77,113/3
1256,鮮活果汁-KY,131.00,5.04,112,16.69,1.29,113/3
1301,台塑,37.00,2.7,112,-,0.75,113/3
1303,南亞,31.00,2.26,112,77.50,0.69,113/3
1304,台聚,11.30,3.1,112,-,0.55,113/3
1305,華夏,12.40,2.82,112,-,0.8,113/3
1307,三芳,37.40,4.01,112,12.43,1.54,113/3
1308,亞聚,13.95,3.23,112,-,0.67,113/3
1309,台達化,14.45,2.08,112,-,0.91,113/3
1310,台苯,9.89,0.0,112,-,0.76,113/3
1312,國喬,10.60,0.0,112,-,0.35,113/3
1313,聯成,9.14,2.19,112,-,0.42,113/3
1314,中石化,7.70,0.0,112,24.06,0.37,113/3
1315,達新,69.70,7.17,112,69.70,0.68,113/3
1316,上曜,13.95,0.0,112,-,1.17,113/3
1319,東陽,110.50,3.62,112,16.79,2.49,113/3
1321,大洋,32.75,1.22,112,45.49,1.17,113/3
1323,永裕,24.70,4.05,112,9.01,0.86,113/3
1324,地球,12.75,1.57,112,182.14,0.99,113/3
1325,恆大,30.45,1.97,112,-,0.96,113/3
1326,台化,28.60,4.37,112,105.93,0.55,113/3
1337,再生-KY,6.68,0.0,112,-,0.42,113/3
1338,廣華-KY,27.80,1.8,112,-,0.37,113/3
1339,昭輝,54.80,5.47,112,10.13,1.0,113/3
1340,勝悅-KY,9.47,0.0,112,-,0.42,113/3
1341,富林-KY,68.20,6.45,112,14.64,2.68,113/3
1342,八貫,102.00,5.88,112,15.77,3.5,113/3
1402,遠東新,31.80,4.25,112,17.87,0.74,113/3
1409,新纖,14.90,3.69,112,16.74,0.63,113/3
1410,南染,35.85,0.84,112,105.44,2.09,113/3
1413,宏洲,10.80,0.0,112,-,1.33,113/3
1414,東和,24.75,1.01,112,82.50,1.72,113/3
1416,廣豐,12.95,3.86,112,24.43,0.6,113/3
1417,嘉裕,9.85,2.03,112,-,0.78,113/3
1418,東華,28.30,0.0,112,53.40,1.3,113/3
1419,新紡,44.85,2.68,112,20.86,0.91,113/3
1423,利華,36.90,1.63,112,75.31,1.12,113/3
1432,大魯閣,20.50,0.0,112,-,2.16,113/3
