證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,33.70,5.93,110,28.08,1.16,111/3
1102,亞泥,40.80,8.33,110,9.40,0.9,111/3
1103,嘉泥,17.40,3.74,110,-,0.53,111/3
1104,環泥,22.10,4.52,110,8.04,0.72,111/3
1108,幸福,10.80,5.56,110,11.02,0.95,111/3
1109,信大,15.65,9.58,110,8.99,0.69,111/3
1110,東泥,18.55,1.08,110,168.64,1.25,111/3
1201,味全,19.05,2.62,110,21.65,1.33,111/3
1203,味王,34.80,3.16,110,13.23,1.54,111/3
1210,大成,45.40,4.41,110,19.40,1.86,111/3
1213,大飲,7.05,0.0,110,-,1.05,111/3
1215,卜蜂,77.70,5.15,110,15.42,2.7,111/3
1216,統一,66.30,4.07,110,20.91,3.07,111/3
1217,愛之味,10.65,2.82,110,23.67,0.8,111/3
1218,泰山,32.15,3.11,110,27.02,2.25,111/3
1219,福壽,18.75,5.87,110,16.16,1.38,111/3
1220,台榮,15.30,6.54,110,42.50,1.22,111/3
1225,福懋油,56.80,2.82,110,26.79,3.61,111/3
1227,佳格,39.55,4.8,110,24.57,2.07,111/3
1229,聯華,49.70,4.63,110,19.64,2.07,111/3
1231,聯華食,74.20,3.5,110,18.98,3.41,111/3
1232,大統益,139.00,4.32,110,16.75,4.56,111/3
1233,天仁,32.40,2.47,110,58.91,2.07,111/3
1234,黑松,32.55,5.22,110,13.73,0.72,111/3
1235,興泰,68.90,5.52,110,51.04,2.34,111/3
1236,宏亞,22.15,2.26,110,6.02,0.82,111/3
1256,鮮活果汁-KY,268.00,4.85,110,26.20,2.49,111/3
1301,台塑,86.10,9.52,110,9.07,1.49,111/3
1303,南亞,70.40,10.65,110,11.12,1.45,111/3
1304,台聚,22.20,9.91,110,8.95,0.98,111/3
1305,華夏,26.80,9.33,110,54.69,1.66,111/3
1307,三芳,20.70,2.42,110,17.39,0.95,111/3
1308,亞聚,28.35,10.58,110,8.05,1.21,111/3
1309,台達化,21.95,11.39,110,9.63,1.21,111/3
1310,台苯,13.40,1.12,110,-,1.05,111/3
1312,國喬,18.80,10.64,110,27.65,0.52,111/3
1313,聯成,13.55,7.38,110,-,0.67,111/3
1314,中石化,9.87,4.05,110,35.25,0.47,111/3
1315,達新,70.20,6.41,110,9.51,0.65,111/3
1316,上曜,11.60,0.0,110,17.31,0.88,111/3
1319,東陽,41.80,2.03,110,12.40,1.06,111/3
1321,大洋,32.70,2.14,110,121.11,1.2,111/3
1323,永裕,32.85,4.87,110,15.00,1.24,111/3
1324,地球,0.00,1.86,110,268.75,0.86,111/3
1325,恆大,27.20,7.35,110,63.26,0.83,111/3
1326,台化,69.80,6.88,110,22.16,1.2,111/3
1337,再生-KY,7.01,0.0,110,-,0.37,111/3
1338,廣華-KY,42.85,5.83,110,12.91,0.55,111/3
1339,昭輝,41.25,4.85,110,6.35,0.82,111/3
1340,勝悅-KY,9.81,0.0,110,-,0.31,111/3
1341,富林-KY,66.70,9.0,110,11.08,2.58,111/3
1342,八貫,119.50,2.51,110,18.67,4.65,111/3
1402,遠東新,31.70,4.73,110,18.22,0.8,111/3
