證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,40.75,4.91,110,14.20,1.2,111/1
1102,亞泥,44.30,7.67,110,10.91,0.95,111/1
1103,嘉泥,18.00,3.61,110,16.51,0.45,111/1
1104,環泥,22.45,4.45,110,10.54,0.72,111/1
1108,幸福,10.55,5.69,110,16.23,0.96,111/1
1109,信大,19.95,7.52,110,10.23,0.85,111/1
1110,東泥,19.00,1.05,110,70.37,1.25,111/1
1201,味全,20.65,2.42,110,20.05,1.49,111/1
1203,味王,34.10,3.23,110,17.67,1.48,111/1
1210,大成,48.85,4.09,110,24.06,2.0,111/1
1213,大飲,7.25,0.0,110,-,0.99,111/1
1215,卜蜂,78.20,5.12,110,16.16,2.5,111/1
1216,統一,68.70,3.93,110,20.88,3.14,111/1
1217,愛之味,11.00,2.73,110,29.73,0.81,111/1
1218,泰山,34.20,2.92,110,29.23,2.5,111/1
1219,福壽,21.35,5.15,110,23.72,1.49,111/1
1220,台榮,16.20,6.17,110,19.52,1.2,111/1
1225,福懋油,50.30,3.18,110,24.07,3.01,111/1
1227,佳格,46.95,4.05,110,19.24,2.3,111/1
1229,聯華,56.40,4.08,110,19.25,2.03,111/1
1231,聯華食,81.70,3.18,110,19.45,3.45,111/1
1232,大統益,154.50,3.88,110,20.09,4.63,111/1
1233,天仁,34.80,2.3,110,71.02,2.11,111/1
1234,黑松,34.60,4.91,110,17.65,0.76,111/1
1235,興泰,58.50,6.5,110,49.58,1.48,111/1
1236,宏亞,27.30,1.83,110,8.86,1.16,111/1
1256,鮮活果汁-KY,280.00,4.64,110,17.10,2.48,111/1
1301,台塑,94.00,8.72,110,8.20,1.4,111/1
1303,南亞,80.60,9.31,110,8.13,1.46,111/1
1304,台聚,24.35,9.03,110,5.83,0.98,111/1
1305,華夏,30.05,8.32,110,8.35,1.5,111/1
1307,三芳,20.20,2.48,110,404.00,1.03,111/1
1308,亞聚,28.15,10.66,110,6.01,1.06,111/1
1309,台達化,27.20,9.19,110,6.36,1.29,111/1
1310,台苯,14.20,1.06,110,-,1.03,111/1
1312,國喬,22.15,9.03,110,4.52,0.58,111/1
1313,聯成,15.35,6.51,110,10.96,0.66,111/1
1314,中石化,9.47,4.22,110,13.72,0.44,111/1
1315,達新,74.10,6.07,110,130.00,0.61,111/1
1316,上曜,15.40,0.0,110,-,1.37,111/1
1319,東陽,47.10,1.8,110,37.68,1.26,111/1
1321,大洋,32.00,2.19,110,128.00,1.06,111/1
1323,永裕,33.40,4.79,110,10.81,1.31,111/1
1324,地球,10.65,1.88,110,532.50,0.84,111/1
1325,恆大,27.80,7.19,110,18.91,0.8,111/1
1326,台化,72.80,6.59,110,13.51,1.06,111/1
1337,再生-KY,6.19,0.0,110,-,0.31,111/1
1338,廣華-KY,57.80,4.33,110,13.47,0.72,111/1
1339,昭輝,40.20,4.98,110,15.52,0.87,111/1
1340,勝悅-KY,10.05,0.0,110,-,0.3,111/1
1341,富林-KY,73.90,8.12,110,14.08,2.69,111/1
1342,八貫,62.90,4.77,110,13.41,2.57,111/1
1402,遠東新,32.25,4.65,110,17.72,0.81,111/1
1409,新纖,18.05,7.76,110,7.19,0.82,111/1
1410,南染,35.05,3.71,110,30.22,2.09,111/1
1413,宏洲,9.78,0.0,110,8.89,1.08,111/1
1414,東和,17.05,3.17,110,25.45,1.16,111/1
1416,廣豐,10.30,4.85,110,21.91,0.53,111/1
1417,嘉裕,10.55,3.32,110,"1,055.00",0.73,111/1
1418,東華,16.40,0.0,110,-,0.75,111/1
1419,新紡,41.55,2.41,110,6.87,1.06,111/1
1423,利華,19.70,3.81,110,17.13,0.87,111/1
1432,大魯閣,12.05,0.0,110,-,1.38,111/1
1434,福懋,26.55,3.77,110,21.07,0.71,111/1
1435,中福,61.10,0.0,110,60.50,6.2,111/1
1436,華友聯,63.30,6.57,110,17.11,2.05,111/1
1437,勤益控,23.60,3.81,110,11.80,0.71,111/1
1438,三地開發,32.00,0.0,110,66.67,2.05,111/1
1439,雋揚,19.50,1.03,110,14.13,0.78,111/1
1440,南紡,19.25,4.16,110,12.42,1.16,111/1
1441,大東,7.98,0.0,110,-,1.06,111/1
1442,名軒,21.95,5.47,110,17.02,1.37,111/1
1443,立益物流,16.05,0.0,110,7.87,1.46,111/1
1444,力麗,10.20,2.94,110,11.59,0.88,111/1
1445,大宇,15.40,0.0,110,-,1.23,111/1
1446,宏和,32.40,0.93,110,-,2.92,111/1
1447,力鵬,7.69,0.0,110,28.48,0.67,111/1
1449,佳和,9.37,0.0,110,6.74,0.73,111/1
1451,年興,22.95,4.36,110,12.54,0.6,111/1
1452,宏益,18.65,10.72,110,9.23,0.85,111/1
1453,大將,19.80,1.52,110,14.78,1.4,111/1
1454,台富,13.35,3.75,110,89.00,1.0,111/1
1455,集盛,11.40,7.02,110,9.83,0.82,111/1
1456,怡華,17.00,8.82,110,5.41,0.94,111/1
1457,宜進,18.20,5.49,110,3.71,0.78,111/1
1459,聯發,9.93,2.01,110,5.52,0.88,111/1
1460,宏遠,7.41,0.0,110,-,0.76,111/1
1463,強盛新,13.95,2.87,110,42.27,1.04,111/1
1464,得力,13.15,1.9,110,24.81,1.03,111/1
1465,偉全,12.50,2.4,110,-,0.81,111/1
1466,聚隆,11.65,8.58,110,7.10,0.72,111/1
1467,南緯,13.65,0.0,110,-,1.02,111/1
1468,昶和,12.85,0.0,110,-,1.74,111/1
1470,大統新創,21.40,3.74,110,21.40,1.9,111/1
1471,首利,7.49,0.0,110,-,1.08,111/1
1472,三洋實業,23.45,0.0,110,-,2.73,111/1
1473,台南,18.80,0.53,110,-,0.85,111/1
1474,弘裕,11.80,4.24,110,11.57,0.7,111/1
1475,業旺,59.50,0.0,110,27.42,5.1,111/1
1476,儒鴻,398.00,3.02,110,19.57,4.72,111/1
1477,聚陽,142.00,6.69,110,11.85,2.76,111/1
1503,士電,62.80,2.87,110,17.49,1.19,111/1
1504,東元,28.65,4.71,110,14.18,0.8,111/1
1506,正道,15.45,0.0,110,45.44,2.61,111/1
1512,瑞利,3.05,0.0,110,-,7.44,111/1
1513,中興電,54.70,5.12,110,13.41,2.09,111/1
1514,亞力,29.35,4.26,110,16.87,1.81,111/1
1515,力山,27.40,10.95,110,7.35,1.36,111/1
1516,川飛,21.50,7.21,110,10.14,1.62,111/1
1517,利奇,21.40,3.74,110,9.55,1.24,111/1
1519,華城,35.00,2.86,110,33.33,2.78,111/1
1521,大億,34.50,1.74,110,32.24,1.49,111/1
1522,堤維西,29.60,1.69,110,25.96,1.23,111/1
1524,耿鼎,19.25,1.56,110,32.08,1.41,111/1
1525,江申,60.30,3.48,110,15.79,0.95,111/1
1526,日馳,42.80,6.07,110,8.56,1.85,111/1
1527,鑽全,43.55,5.51,110,11.46,1.35,111/1
1528,恩德,9.18,1.09,110,7.78,0.79,111/1
1529,樂事綠能,19.35,4.65,110,23.04,1.6,111/1
1530,亞崴,31.50,4.76,110,17.90,0.97,111/1
1531,高林股,14.05,4.98,110,11.81,0.68,111/1
1532,勤美,31.80,6.64,110,8.64,0.89,111/1
1533,車王電,56.40,0.53,110,56.97,2.14,111/1
1535,中宇,41.35,6.29,110,12.09,1.51,111/1
1536,和大,59.10,2.32,110,52.77,1.91,111/1
1537,廣隆,135.00,5.19,110,17.00,2.7,111/1
1538,正峰,6.20,0.0,110,-,7.38,111/1
1539,巨庭,25.50,3.14,110,9.41,1.16,111/1
1540,喬福,15.20,1.97,110,152.00,0.98,111/1
1541,錩泰,37.65,6.64,110,7.59,1.69,111/1
1558,伸興,138.50,6.14,110,23.55,1.63,111/1
1560,中砂,142.50,1.96,110,24.23,4.0,111/1
1568,倉佑,23.75,1.26,110,32.09,1.6,111/1
1582,信錦,65.70,8.07,110,51.73,1.37,111/1
1583,程泰,58.40,4.28,110,17.49,1.25,111/1
1587,吉茂,24.15,4.14,110,15.19,1.29,111/1
1589,永冠-KY,57.30,1.05,110,-,0.71,111/1
1590,亞德客-KY,961.00,1.39,110,28.81,5.46,111/1
1597,直得,72.60,3.44,110,18.62,2.6,111/1
1598,岱宇,42.10,5.96,110,40.48,1.42,111/1
1603,華電,27.00,1.85,110,17.20,0.72,111/1
1604,聲寶,26.00,10.38,110,5.69,1.1,111/1
1605,華新,34.20,4.68,110,7.07,1.06,111/1
1608,華榮,16.50,9.09,110,16.50,0.91,111/1
1609,大亞,25.05,3.79,110,13.25,1.58,111/1
1611,中電,18.70,4.28,110,21.74,1.36,111/1
1612,宏泰,20.90,13.4,110,2.51,0.84,111/1
1614,三洋電,37.40,3.29,110,26.71,1.81,111/1
1615,大山,32.05,8.74,110,8.59,1.7,111/1
1616,億泰,7.87,0.0,110,15.13,0.93,111/1
1617,榮星,16.00,5.63,110,13.45,1.15,111/1
1618,合機,12.40,4.03,110,10.33,0.55,111/1
1626,艾美特-KY,18.00,0.0,110,15.93,0.79,111/1
1701,中化,22.10,4.07,110,13.73,0.88,111/1
1702,南僑,45.95,4.79,110,11.66,1.23,111/1
1707,葡萄王,133.50,4.57,110,15.17,2.13,111/1
1708,東鹼,46.60,4.29,110,11.68,1.92,111/1
1709,和益,23.05,7.38,110,10.77,1.37,111/1
1710,東聯,17.95,3.9,110,59.83,1.21,111/1
1711,永光,19.75,2.53,110,22.97,1.27,111/1
1712,興農,31.15,5.78,110,11.45,1.8,111/1
1713,國化,24.15,3.52,110,21.56,1.47,111/1
1714,和桐,9.11,4.61,110,14.93,0.69,111/1
1717,長興,32.95,4.55,110,11.32,1.56,111/1
1718,中纖,7.80,0.0,110,-,0.45,111/1
1720,生達,46.00,5.43,110,12.23,2.02,111/1
1721,三晃,16.60,0.0,110,-,1.3,111/1
1722,台肥,63.00,4.44,110,20.13,1.15,111/1
1723,中碳,115.00,3.48,110,22.12,3.41,111/1
1725,元禎,21.25,5.79,110,12.14,0.85,111/1
1726,永記,71.90,4.87,110,14.29,1.22,111/1
1727,中華化,31.90,1.63,110,16.97,2.28,111/1
1730,花仙子,59.10,5.08,110,14.28,2.05,111/1
1731,美吾華,17.15,6.82,110,13.61,1.11,111/1
1732,毛寶,27.90,1.25,110,82.06,2.42,111/1
1733,五鼎,27.35,4.75,110,12.78,1.52,111/1
1734,杏輝,29.95,0.67,110,332.78,1.79,111/1
1735,日勝化,14.50,0.0,110,-,0.99,111/1
1736,喬山,55.80,0.9,110,328.24,1.91,111/1
1737,臺鹽,33.45,4.48,110,16.00,1.03,111/1
1752,南光,35.25,5.11,110,18.55,1.56,111/1
1760,寶齡富錦,121.00,1.24,110,61.42,5.59,111/1
1762,中化生,53.40,2.43,110,9.62,1.39,111/1
1773,勝一,140.50,3.91,110,16.34,3.85,111/1
1776,展宇,19.20,7.81,110,9.65,1.24,111/1
1783,和康生,40.30,2.48,110,35.98,2.66,111/1
1786,科妍,40.00,3.55,110,25.48,1.79,111/1
1789,神隆,25.85,1.86,110,89.14,1.92,111/1
1795,美時,148.00,1.3,110,27.72,3.36,111/1
1802,台玻,17.90,10.17,110,4.80,0.91,111/1
1805,寶徠,11.35,0.0,110,-,1.98,111/1
1806,冠軍,10.65,9.39,110,4.02,0.7,111/1
1808,潤隆,65.50,5.34,110,20.47,4.34,111/1
1809,中釉,11.40,2.19,110,42.22,0.65,111/1
1810,和成,11.70,1.71,110,3.23,0.59,111/1
1817,凱撒衛,33.00,6.06,110,10.61,1.28,111/1
1903,士紙,57.00,0.0,110,-,2.08,111/1
1904,正隆,25.95,7.32,110,8.32,1.1,111/1
1905,華紙,17.90,2.29,110,57.74,1.27,111/1
1906,寶隆,19.85,3.02,110,13.41,0.5,111/1
1907,永豐餘,24.90,6.02,110,10.64,0.77,111/1
1909,榮成,15.35,7.82,110,10.59,0.72,111/1
2002,中鋼,29.20,10.62,110,6.99,1.23,111/1
2006,東和鋼鐵,51.20,12.5,110,6.55,1.43,111/1
