證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,47.30,7.12,109,13.87,1.48,110/3
1102,亞泥,45.20,7.65,109,10.37,1.06,110/3
1103,嘉泥,20.40,6.86,109,7.18,0.51,110/3
1104,環泥,21.60,5.09,109,12.78,0.75,110/3
1108,幸福,11.40,6.14,109,19.66,1.02,110/3
1109,信大,20.10,7.46,109,7.10,0.92,110/3
1110,東泥,19.60,0.51,109,81.67,1.31,110/3
1201,味全,21.85,2.43,109,18.52,1.6,110/3
1203,味王,33.70,3.26,109,18.42,1.55,110/3
1210,大成,52.90,5.67,109,18.43,2.17,110/3
1213,大飲,8.33,0.0,109,-,1.03,110/3
1215,卜蜂,84.90,5.3,109,15.35,2.91,110/3
1216,統一,68.40,3.95,109,19.38,3.45,110/3
1217,愛之味,10.85,0.0,109,21.27,0.81,110/3
1218,泰山,27.40,5.11,109,22.28,1.96,110/3
1219,福壽,20.05,4.99,109,16.30,1.49,110/3
1220,台榮,16.35,6.12,109,14.09,1.24,110/3
1225,福懋油,56.00,2.5,109,25.57,3.69,110/3
1227,佳格,51.50,4.85,109,17.70,2.69,110/3
1229,聯華,64.40,4.19,109,18.30,2.32,110/3
1231,聯華食,72.00,3.61,109,18.27,3.38,110/3
1232,大統益,157.00,3.82,109,19.05,5.6,110/3
1233,天仁,34.45,2.32,109,74.89,2.23,110/3
1234,黑松,36.00,5.0,109,20.45,0.81,110/3
1235,興泰,43.60,3.44,109,60.56,1.32,110/3
1236,宏亞,25.10,0.8,109,-,1.76,110/3
1256,鮮活果汁-KY,320.50,3.74,109,12.61,3.75,110/3
1301,台塑,105.50,2.27,109,10.30,1.75,110/3
1303,南亞,89.20,2.69,109,9.31,1.78,110/3
1304,台聚,29.45,3.4,109,6.44,1.32,110/3
1305,華夏,34.55,6.66,109,6.95,1.89,110/3
1307,三芳,20.55,2.43,109,42.81,1.07,110/3
1308,亞聚,37.25,3.76,109,8.19,1.46,110/3
1309,台達化,34.10,8.8,109,5.89,1.76,110/3
1310,台苯,17.30,2.89,109,11.61,1.22,110/3
1312,國喬,28.50,0.35,109,3.75,0.78,110/3
1313,聯成,21.95,4.56,109,6.69,0.98,110/3
1314,中石化,12.65,0.0,109,10.37,0.56,110/3
1315,達新,84.20,9.5,109,195.81,0.69,110/3
1316,上曜,24.55,0.0,109,-,2.34,110/3
1319,東陽,32.90,2.43,109,28.12,0.91,110/3
1321,大洋,34.20,2.92,109,15.91,1.14,110/3
1323,永裕,35.00,4.57,109,11.33,1.41,110/3
1324,地球,11.70,2.56,109,-,0.94,110/3
1325,恆大,47.30,25.37,109,4.91,1.38,110/3
1326,台化,80.40,3.11,109,10.55,1.21,110/3
1337,再生-KY,7.08,0.0,109,-,0.36,110/3
1338,廣華-KY,57.80,6.06,109,11.77,0.79,110/3
1339,昭輝,34.40,5.81,109,23.72,0.75,110/3
1340,勝悅-KY,11.15,0.0,109,-,0.33,110/3
1341,富林-KY,67.90,8.84,109,10.21,2.84,110/3
1342,八貫,66.80,3.74,109,20.88,3.08,110/3
1402,遠東新,29.50,4.58,109,15.95,0.77,110/3
1409,新纖,19.80,5.56,109,8.72,0.93,110/3
1410,南染,36.85,2.44,109,29.72,2.09,110/3
1413,宏洲,10.30,0.0,109,35.52,1.24,110/3
1414,東和,17.65,1.42,109,32.09,1.23,110/3
1416,廣豐,11.25,4.44,109,-,0.61,110/3
1417,嘉裕,14.20,2.11,109,12.68,1.0,110/3
1418,東華,16.90,0.0,109,-,5.06,110/3
1419,新紡,42.85,2.33,109,26.29,1.31,110/3
1423,利華,19.75,9.11,109,4.51,0.91,110/3
1432,大魯閣,11.30,0.0,109,-,1.31,110/3
1434,福懋,29.00,3.45,109,23.39,0.76,110/3
1435,中福,30.35,0.0,109,-,3.6,110/3
1436,華友聯,58.50,3.42,109,12.11,1.84,110/3
1437,勤益控,26.95,2.6,109,11.98,0.83,110/3
1438,三地開發,30.75,0.0,109,307.50,2.77,110/3
1439,雋揚,22.25,0.0,109,-,0.94,110/3
1440,南紡,25.45,1.38,109,12.92,1.55,110/3
1441,大東,9.13,0.0,109,-,1.17,110/3
1442,名軒,22.25,2.25,109,14.93,1.39,110/3
1443,立益物流,16.35,0.0,109,39.88,1.72,110/3
1444,力麗,10.95,0.0,109,42.12,0.99,110/3
1445,大宇,15.85,1.26,109,-,1.32,110/3
1446,宏和,31.95,0.94,109,-,2.86,110/3
1447,力鵬,9.98,0.0,109,26.97,0.85,110/3
1449,佳和,14.50,0.0,109,10.36,1.14,110/3
1451,年興,20.75,2.89,109,24.13,0.55,110/3
1452,宏益,23.50,2.98,109,8.77,1.14,110/3
1453,大將,8.98,0.0,109,-,0.7,110/3
1454,台富,14.35,1.39,109,143.50,1.15,110/3
1455,集盛,16.15,1.86,109,7.62,1.19,110/3
1456,怡華,21.30,0.0,109,4.58,1.23,110/3
1457,宜進,18.95,7.92,109,24.29,0.94,110/3
1459,聯發,12.30,0.0,109,5.62,1.15,110/3
1460,宏遠,9.30,0.0,109,-,0.93,110/3
1463,強盛新,13.85,2.17,109,39.57,1.07,110/3
1464,得力,16.35,1.83,109,96.18,1.36,110/3
1465,偉全,12.65,2.37,109,-,0.8,110/3
1466,聚隆,15.20,0.0,109,9.33,0.98,110/3
1467,南緯,13.70,5.11,109,685.00,1.1,110/3
1468,昶和,12.40,0.0,109,206.67,1.69,110/3
1470,大統新創,18.00,2.33,109,23.08,1.56,110/3
1471,首利,8.57,0.0,109,50.41,1.3,110/3
1472,三洋實業,29.70,0.0,109,-,3.12,110/3
1473,台南,18.20,1.1,109,-,0.86,110/3
1474,弘裕,15.45,2.59,109,10.96,0.99,110/3
1475,業旺,66.70,0.0,109,95.29,6.74,110/3
1476,儒鴻,610.00,1.8,109,30.76,8.43,110/3
1477,聚陽,234.00,3.42,109,22.96,4.34,110/3
1503,士電,53.30,3.0,109,16.30,1.08,110/3
1504,東元,30.70,3.75,109,13.23,0.74,110/3
1506,正道,15.20,0.0,109,-,3.02,110/3
1507,永大,64.50,2.95,109,25.39,2.26,110/3
1512,瑞利,5.00,0.0,109,-,14.29,110/3
1513,中興電,44.00,5.0,109,9.36,1.89,110/3
1514,亞力,24.10,4.98,109,15.86,1.63,110/3
1515,力山,46.75,7.7,109,7.36,2.18,110/3
1516,川飛,24.60,3.05,109,14.30,1.92,110/4
1517,利奇,26.80,1.31,109,13.07,1.7,110/3
1519,華城,39.50,3.29,109,37.62,3.12,110/3
1521,大億,40.30,3.23,109,24.28,1.78,110/3
1522,堤維西,19.20,3.13,109,34.91,0.85,110/3
1524,耿鼎,10.45,2.01,109,33.71,0.78,110/3
1525,江申,60.10,3.66,109,13.39,1.02,110/3
1526,日馳,50.50,3.56,109,13.84,2.49,110/3
1527,鑽全,42.45,5.54,109,12.45,1.41,110/3
1528,恩德,11.15,0.9,109,12.12,0.95,110/3
1529,樂事綠能,32.20,1.55,109,42.37,2.7,110/3
1530,亞崴,32.20,7.76,109,27.52,1.04,110/3
1531,高林股,15.55,1.29,109,20.46,0.79,110/3
1532,勤美,35.40,2.91,109,13.99,1.11,110/3
1533,車王電,61.00,0.0,109,42.07,2.47,110/3
1535,中宇,40.45,3.34,109,13.39,1.59,110/3
1536,和大,84.40,1.3,109,52.42,2.74,110/3
1537,廣隆,137.50,7.27,109,15.80,3.1,110/3
1538,正峰,9.90,0.0,109,-,2.25,110/3
1539,巨庭,19.35,0.0,109,26.51,0.95,110/3
1540,喬福,15.00,3.33,109,83.33,0.99,110/3
1541,錩泰,43.00,6.98,109,10.19,2.02,110/3
1558,伸興,149.00,6.38,109,11.81,1.83,110/3
1560,中砂,104.00,2.69,109,26.00,3.28,110/3
1568,倉佑,21.45,1.4,109,268.13,1.5,110/3
1582,信錦,70.30,7.11,109,20.14,1.56,110/3
1583,程泰,0.00,4.92,109,20.47,1.4,110/3
1587,吉茂,25.55,7.83,109,14.52,1.39,110/3
1589,永冠-KY,66.50,2.26,109,14.03,0.85,110/3
1590,亞德客-KY,965.00,0.95,109,28.42,7.17,110/3
1597,直得,84.20,1.78,109,22.28,3.05,110/3
1598,岱宇,46.95,15.91,109,5.32,1.46,110/3
1603,華電,26.70,1.87,109,17.45,0.75,110/3
1604,聲寶,30.90,8.09,109,6.67,1.36,110/3
1605,華新,27.20,3.31,109,7.86,0.96,110/3
1608,華榮,21.00,3.33,109,5.80,1.19,110/3
1609,大亞,24.25,2.89,109,13.86,1.7,110/3
1611,中電,19.30,1.55,109,137.86,1.5,110/3
1612,宏泰,25.90,4.63,109,12.95,1.5,110/3
1614,三洋電,36.40,2.61,109,28.44,1.76,110/3
1615,大山,32.00,7.5,109,10.32,1.93,110/3
1616,億泰,10.85,0.0,109,32.88,1.31,110/3
1617,榮星,18.00,3.33,109,13.04,1.39,110/3
1618,合機,13.95,2.15,109,12.92,0.64,110/3
1626,艾美特-KY,21.75,4.6,109,-,1.13,110/3
1701,中化,22.45,4.45,109,14.58,0.88,110/3
1702,南僑,49.95,4.0,109,11.22,1.44,110/3
1707,葡萄王,155.50,4.12,109,17.98,2.7,110/3
1708,東鹼,33.25,5.41,109,20.52,1.44,110/3
1709,和益,23.95,5.01,109,11.86,1.53,110/3
1710,東聯,22.00,0.0,109,53.66,1.49,110/3
1711,永光,25.20,1.19,109,28.64,1.59,110/3
1712,興農,29.25,4.44,109,14.48,1.7,110/3
1713,國化,24.35,2.71,109,21.74,1.55,110/3
1714,和桐,11.00,6.36,109,21.15,0.89,110/3
1717,長興,37.10,4.04,109,12.53,1.98,110/3
1718,中纖,9.96,5.02,109,-,0.55,110/3
1720,生達,43.00,4.19,109,11.08,1.85,110/3
1721,三晃,23.45,2.13,109,-,1.9,110/3
1722,台肥,68.50,3.36,109,25.28,1.29,110/3
1723,中碳,117.00,2.39,109,25.55,3.8,110/3
1725,元禎,27.55,3.48,109,14.42,1.25,110/3
1726,永記,73.90,4.74,109,12.79,1.33,110/3
1727,中華化,42.70,0.0,109,29.25,3.28,110/3
1730,花仙子,63.60,6.07,109,16.31,2.43,110/3
1731,美吾華,19.60,5.1,109,15.93,1.33,110/3
1732,毛寶,39.15,1.28,109,55.93,3.43,110/3
1733,五鼎,26.50,4.11,109,17.21,1.59,110/3
1734,杏輝,29.35,0.68,109,-,1.8,110/3
1735,日勝化,18.15,2.75,109,29.27,1.26,110/3
1736,喬山,56.80,1.97,109,334.12,2.12,110/3
1737,臺鹽,33.65,4.01,109,15.58,1.07,110/3
1752,南光,38.75,4.13,109,20.39,1.79,110/3
1760,寶齡富錦,90.10,0.78,109,52.38,3.99,110/3
1762,中化生,62.90,2.38,109,11.96,1.75,110/3
1773,勝一,178.00,2.58,109,23.30,5.6,110/3
1776,展宇,20.75,4.82,109,8.40,1.38,110/3
1783,和康生,45.30,1.61,109,37.13,3.1,110/3
1786,科妍,48.20,3.76,109,26.34,2.07,110/3
1789,神隆,23.95,2.09,109,95.80,1.84,110/3
1795,美時,90.20,0.39,109,16.11,2.18,110/3
1802,台玻,24.05,2.08,109,6.61,1.4,110/3
1805,寶徠,13.90,0.0,109,-,2.32,110/3
1806,冠軍,11.60,0.0,109,4.73,0.77,110/3
1808,潤隆,55.00,0.73,109,17.35,3.36,110/3
1809,中釉,14.30,1.4,109,476.67,0.83,110/3
1810,和成,15.75,1.27,109,5.02,0.83,110/3
1817,凱撒衛,36.60,5.46,109,11.92,1.53,110/3
1903,士紙,65.10,0.0,109,224.48,2.11,110/3
1904,正隆,35.85,5.02,109,9.29,1.49,110/3
1905,華紙,23.85,0.0,109,38.47,1.67,110/3
1906,寶隆,20.10,1.99,109,19.33,0.38,110/3
1907,永豐餘,34.80,4.31,109,10.24,1.19,110/3
1909,榮成,23.20,2.59,109,12.28,1.08,110/3
2002,中鋼,34.95,0.86,109,10.72,1.59,110/3
2006,東和鋼鐵,72.50,2.07,109,8.87,1.9,110/3
2007,燁興,19.00,0.0,109,-,1.35,110/3
2008,高興昌,19.70,0.0,109,98.50,1.34,110/3
2009,第一銅,43.30,1.85,109,33.31,2.39,110/3
2010,春源,23.05,2.6,109,12.33,1.36,110/3
2012,春雨,30.75,1.95,109,12.06,2.04,110/3
2013,中鋼構,60.90,4.6,109,24.56,2.44,110/3
2014,中鴻,40.25,0.75,109,9.30,2.63,110/3
2015,豐興,84.80,4.13,109,13.99,2.35,110/3
2017,官田鋼,19.40,1.55,109,10.37,1.42,110/3
2020,美亞,31.65,5.37,109,8.89,1.97,110/3
2022,聚亨,13.15,0.0,109,15.84,1.71,110/3
2023,燁輝,23.50,0.0,109,9.83,1.45,110/3
2024,志聯,18.35,1.36,109,13.11,1.46,110/3
2025,千興,5.76,0.0,109,10.47,2.7,110/3
2027,大成鋼,48.50,1.65,109,10.59,2.24,110/3
2028,威致,38.85,0.0,109,8.45,2.99,110/3
2029,盛餘,30.40,1.64,109,8.47,1.01,110/3
2030,彰源,29.60,1.69,109,9.52,1.85,110/3
2031,新光鋼,57.00,3.37,109,7.96,1.76,110/3
2032,新鋼,23.15,2.29,109,16.42,1.67,110/3
2033,佳大,16.65,1.8,109,64.04,1.3,110/3
2034,允強,31.05,4.77,109,17.64,1.51,110/3
2038,海光,32.40,1.54,109,15.07,1.72,110/3
2049,上銀,274.00,0.84,109,26.63,3.11,110/3
2059,川湖,474.50,1.29,109,26.72,3.77,110/3
2062,橋椿,28.55,0.28,109,13.79,0.9,110/3
2069,運錩,33.25,1.65,109,8.64,1.39,110/3
2101,南港,45.40,2.09,109,81.07,3.23,110/3
2102,泰豐,29.65,0.07,109,-,2.37,110/3
2103,台橡,39.30,0.92,109,8.99,1.88,110/3
2104,國際中橡,25.80,0.39,109,13.44,0.78,110/3
2105,正新,36.35,3.3,109,15.67,1.48,110/3
2106,建大,30.80,3.25,109,16.65,1.46,110/3
2107,厚生,22.45,6.68,109,11.40,0.67,110/3
2108,南帝,85.50,4.68,109,4.87,2.71,110/3
2109,華豐,16.20,0.0,109,10.32,1.51,110/3
2114,鑫永銓,119.50,5.02,109,8.94,3.14,110/3
2115,六暉-KY,42.25,5.92,109,10.08,1.48,110/3
2201,裕隆,42.00,2.38,109,8.97,0.82,110/3
2204,中華,62.80,11.15,109,8.63,0.84,110/3
2206,三陽工業,27.25,4.81,109,13.23,1.42,110/3
2207,和泰車,625.00,2.72,109,21.09,4.9,110/3
2208,台船,21.25,0.0,109,-,1.5,110/3
2211,長榮鋼,54.80,3.81,109,18.51,1.13,110/3
2227,裕日車,249.00,7.44,109,15.11,4.15,110/3
2228,劍麟,69.30,1.52,109,16.12,1.4,110/3
2231,為升,181.50,0.66,109,42.61,6.42,110/3
2233,宇隆,119.00,3.14,109,13.21,2.4,110/3
2236,百達-KY,26.90,1.38,109,17.03,1.1,110/3
2239,英利-KY,80.90,2.29,109,16.05,0.91,110/3
2241,艾姆勒,46.80,1.28,109,-,2.5,110/3
2243,宏旭-KY,16.85,0.0,109,-,1.46,110/3
2247,汎德永業,212.50,5.18,109,13.54,1.51,110/3
2250,IKKA-KY,117.00,2.56,109,29.40,2.16,110/3
2301,光寶科,69.10,4.92,109,11.79,2.27,110/3
2302,麗正,16.20,1.85,109,18.41,1.53,110/3
2303,聯電,56.00,2.86,109,13.63,2.7,110/3
2305,全友,11.65,0.0,109,-,1.1,110/3
2308,台達電,269.50,2.04,109,25.02,4.7,110/3
2312,金寶,16.00,1.81,109,-,1.44,110/3
2313,華通,44.60,3.36,109,12.05,1.76,110/3
2314,台揚,67.10,0.0,109,-,7.32,110/3
2316,楠梓電,34.00,4.41,109,12.55,0.82,110/3
2317,鴻海,106.50,3.76,109,10.48,1.11,110/3
2321,東訊,7.80,0.0,109,780.00,3.64,110/3
2323,中環,11.35,6.17,109,20.64,0.73,110/3
2324,仁寶,25.80,6.2,109,8.01,1.04,110/3
2327,國巨*,466.00,2.16,109,10.48,3.06,110/3
2328,廣宇,38.40,1.69,109,22.46,1.68,110/3
2329,華泰,24.20,0.0,109,18.06,2.08,110/3
2330,台積電,633.00,1.58,109,28.64,7.91,110/3
2331,精英,20.80,4.81,109,-,1.13,110/3
2332,友訊,17.25,1.74,109,12.87,1.27,110/3
2337,旺宏,42.20,2.84,109,8.31,1.82,110/3
2338,光罩,101.50,1.48,109,15.47,4.39,110/3
2340,台亞,60.80,2.29,109,31.18,2.86,110/3
2342,茂矽,45.70,1.09,109,22.29,3.17,110/3
2344,華邦電,32.55,0.61,109,13.29,1.7,110/3
2345,智邦,264.50,2.46,109,32.49,10.55,110/3
