分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數,Unnamed: 5
水泥類指數          ,"27,023,600","693,994,483","10,278",-0.4,
食品類指數          ,"13,816,793","922,197,139","15,607",-8.21,
塑膠類指數          ,"84,661,201","2,428,159,313","41,435",-2.32,
紡織纖維類指數      ,"27,978,041","1,109,321,014","16,249",-1.91,
電機機械類指數      ,"222,716,124","29,672,370,583","141,510",7.44,
電器電纜類指數      ,"60,425,213","1,710,784,710","27,690",-0.39,
化學生技醫療類指數  ,"106,125,610","9,962,515,564","91,653",-0.85,
化學類指數          ,"75,274,841","4,540,207,197","48,453",0.19,
生技醫療類指數      ,"30,850,769","5,422,308,367","43,200",-0.77,
玻璃陶瓷類指數      ,"82,528,703","2,259,305,991","33,302",-1.99,
造紙類指數          ,"6,539,915","111,859,864","3,401",-0.69,
鋼鐵類指數          ,"65,768,750","2,061,121,681","35,721",-0.65,
橡膠類指數          ,"21,745,979","557,833,059","6,442",1.14,
汽車類指數          ,"19,196,398","1,534,621,345","22,284",-1.46,
電子類指數          ,"3,015,684,729","388,534,406,945","1,946,218",32.52,
半導體類指數        ,"1,521,166,940","164,928,277,080","824,369",20.02,
電腦及週邊設備類指數,"449,103,711","77,475,185,009","345,953",4.72,
光電類指數          ,"285,431,377","11,098,108,389","134,455",-0.27,
通信網路類指數      ,"100,256,305","14,391,191,944","71,603",0.53,
電子零組件類指數    ,"354,487,750","72,100,748,811","337,548",5.24,
電子通路類指數      ,"35,742,852","2,561,728,875","28,875",-0.95,
資訊服務類指數      ,"8,847,513","563,806,854","7,763",-0.76,
其他電子類指數      ,"260,648,281","45,415,359,983","195,652",4.3,
建材營造類指數      ,"45,058,361","1,447,136,544","34,934",-2.53,
航運業類指數        ,"116,453,932","5,898,424,675","81,988",-1.33,
觀光餐旅類指數      ,"2,719,765","342,690,083","4,662",-0.74,
金融保險類指數      ,"378,781,602","9,982,230,690","128,524",-3.82,
貿易百貨類指數      ,"8,696,412","369,088,741","6,012",-0.25,
油電燃氣類指數      ,"6,218,998","263,401,019","6,204",-1.03,
其他類指數          ,"47,310,693","4,563,705,326","59,185",-3.66,
綠能環保類指數      ,"11,043,702","1,687,552,231","12,829",0.45,
數位雲端類指數      ,"868,427","113,160,326","3,176",-0.35,
運動休閒類指數      ,"23,615,868","2,141,062,935","22,362",1.07,
居家生活類指數      ,"1,913,981","290,381,078","1,802",1.4,
說明:,,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,,
