分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數,Unnamed: 5
水泥類指數          ,"32,015,092","812,396,618","15,694",-0.55,
食品類指數          ,"13,800,168","907,687,484","14,467",0.68,
塑膠類指數          ,"61,925,224","1,911,519,253","35,455",-0.74,
紡織纖維類指數      ,"18,407,321","665,549,483","14,546",0.9,
電機機械類指數      ,"282,469,442","29,540,565,264","212,121",0.06,
電器電纜類指數      ,"132,058,665","4,129,425,781","60,287",-1.54,
化學生技醫療類指數  ,"71,974,977","9,128,445,776","67,070",2.08,
化學類指數          ,"33,389,025","1,683,077,209","25,705",-0.07,
生技醫療類指數      ,"38,585,952","7,445,368,567","41,365",1.79,
玻璃陶瓷類指數      ,"39,152,377","1,088,548,479","16,714",0.24,
造紙類指數          ,"3,924,038","59,462,093","2,452",0.04,
鋼鐵類指數          ,"60,555,075","1,919,446,431","37,123",-0.67,
橡膠類指數          ,"11,758,748","361,416,366","9,131",-0.48,
汽車類指數          ,"35,498,560","2,544,692,661","33,483",3.44,
電子類指數          ,"3,014,697,224","406,139,281,008","2,272,365",4.28,
半導體類指數        ,"1,092,880,008","160,376,759,474","735,680",0.41,
電腦及週邊設備類指數,"405,729,967","54,477,558,662","295,157",2.34,
光電類指數          ,"345,203,017","13,161,023,231","185,485",0.2,
通信網路類指數      ,"71,680,127","12,938,870,658","86,348",-0.43,
電子零組件類指數    ,"755,061,420","109,009,700,885","636,276",5.15,
電子通路類指數      ,"60,536,048","3,704,875,401","40,548",-0.49,
資訊服務類指數      ,"8,831,796","874,112,491","8,406",1.3,
其他電子類指數      ,"274,774,841","51,596,380,206","284,465",1.01,
建材營造類指數      ,"51,312,310","1,722,461,913","33,305",3.42,
航運業類指數        ,"121,595,220","7,446,617,363","80,268",-1.49,
觀光餐旅類指數      ,"2,457,864","262,446,542","4,332",-0.26,
金融保險類指數      ,"310,960,721","9,861,001,621","105,605",9.76,
貿易百貨類指數      ,"8,086,400","460,612,705","5,634",0.42,
油電燃氣類指數      ,"7,024,318","319,560,331","6,892",-0.41,
其他類指數          ,"31,198,396","2,419,784,437","34,707",-1.35,
綠能環保類指數      ,"15,618,854","1,564,057,106","16,962",0.66,
數位雲端類指數      ,"975,242","153,117,728","2,472",0.53,
運動休閒類指數      ,"13,830,470","1,141,770,200","14,363",-1.03,
居家生活類指數      ,"3,979,155","696,714,182","3,580",-1.01,
說明:,,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,,
