分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數,Unnamed: 5
水泥類指數          ,"26,134,628","643,132,895","11,852",-0.03,
食品類指數          ,"13,925,357","990,308,940","20,312",-7.51,
塑膠類指數          ,"80,485,353","2,415,400,599","50,026",-0.26,
紡織纖維類指數      ,"21,806,195","824,730,623","17,459",-2.84,
電機機械類指數      ,"125,256,706","15,710,886,774","92,022",6.21,
電器電纜類指數      ,"174,250,553","5,295,306,135","65,905",2.71,
化學生技醫療類指數  ,"68,985,495","8,320,749,193","71,507",-1.73,
化學類指數          ,"32,615,146","1,636,180,732","23,708",-1.03,
生技醫療類指數      ,"36,370,349","6,684,568,461","47,799",-1.22,
玻璃陶瓷類指數      ,"36,731,525","1,010,189,459","15,934",-0.54,
造紙類指數          ,"7,779,216","123,708,224","4,723",-1.72,
鋼鐵類指數          ,"48,578,526","1,737,521,202","32,087",-0.93,
橡膠類指數          ,"13,801,759","411,361,746","9,407",-1.47,
汽車類指數          ,"19,293,822","1,470,775,565","19,953",-0.95,
電子類指數          ,"3,107,016,296","396,360,464,919","2,078,057",30.97,
半導體類指數        ,"1,613,584,352","175,550,694,548","876,755",16.73,
電腦及週邊設備類指數,"345,254,808","51,859,830,271","263,447",4.21,
光電類指數          ,"178,173,323","7,560,382,673","106,609",0.0,
通信網路類指數      ,"83,921,137","14,144,098,212","69,540",1.18,
電子零組件類指數    ,"575,290,101","88,693,097,486","488,478",5.74,
電子通路類指數      ,"71,612,861","4,451,282,635","58,258",1.14,
資訊服務類指數      ,"5,031,479","441,808,998","5,125",1.68,
其他電子類指數      ,"234,148,235","53,659,270,096","209,845",8.19,
建材營造類指數      ,"58,513,914","1,962,189,763","46,735",-0.83,
航運業類指數        ,"131,665,079","7,961,055,119","94,167",-1.51,
觀光餐旅類指數      ,"3,947,735","419,144,842","6,838",-0.18,
金融保險類指數      ,"316,362,009","8,173,936,595","120,913",-1.96,
貿易百貨類指數      ,"9,748,705","656,459,887","6,597",2.24,
油電燃氣類指數      ,"11,401,226","540,037,673","9,203",0.13,
其他類指數          ,"27,382,872","1,769,602,819","26,779",-1.06,
綠能環保類指數      ,"14,625,397","1,553,772,440","17,949",-0.26,
數位雲端類指數      ,"1,241,184","148,889,056","3,266",-0.19,
運動休閒類指數      ,"16,989,052","1,257,935,609","13,660",0.65,
居家生活類指數      ,"2,940,775","287,825,398","2,214",0.75,
說明:,,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,,
