分類指數名稱,成交股數,成交金額,成交筆數,漲跌指數,Unnamed: 5
水泥類指數          ,"14,374,738","496,687,385","8,410",-0.91,
食品類指數          ,"24,552,720","1,622,632,177","19,138",-10.19,
塑膠類指數          ,"102,004,814","2,555,971,438","55,723",-2.43,
紡織纖維類指數      ,"21,048,825","1,389,704,532","14,153",4.91,
電機機械類指數      ,"121,723,740","14,440,330,845","90,397",0.0,
電器電纜類指數      ,"38,939,996","1,048,906,584","18,639",-0.87,
化學生技醫療類指數  ,"38,896,068","6,526,964,364","40,150",0.41,
化學類指數          ,"16,874,382","1,076,174,265","14,169",-0.22,
生技醫療類指數      ,"22,021,686","5,450,790,099","25,981",0.41,
玻璃陶瓷類指數      ,"6,669,161","97,561,192","3,360",-0.05,
造紙類指數          ,"4,480,009","94,316,710","3,046",-0.62,
鋼鐵類指數          ,"61,318,290","1,827,902,476","32,965",-0.52,
橡膠類指數          ,"7,373,058","261,047,864","5,486",-0.96,
汽車類指數          ,"54,348,208","3,929,211,505","44,160",-2.59,
電子類指數          ,"1,467,993,381","274,842,708,563","1,266,656",-18.43,
半導體類指數        ,"366,445,102","126,586,083,231","368,090",-13.62,
電腦及週邊設備類指數,"221,718,697","41,198,057,210","213,891",0.83,
光電類指數          ,"220,223,905","13,333,500,254","134,766",-0.04,
通信網路類指數      ,"184,567,634","28,398,134,410","129,970",0.1,
電子零組件類指數    ,"220,458,018","36,161,091,159","189,311",-1.32,
電子通路類指數      ,"22,338,981","1,535,956,156","18,899",0.13,
資訊服務類指數      ,"32,336,889","3,458,343,293","27,778",0.49,
其他電子類指數      ,"199,904,155","24,171,542,850","183,951",-1.04,
建材營造類指數      ,"55,117,537","2,345,178,897","37,910",1.74,
航運業類指數        ,"154,552,679","10,288,528,276","86,758",-0.36,
觀光餐旅類指數      ,"4,750,946","763,537,541","8,683",-1.05,
金融保險類指數      ,"361,183,286","10,428,413,889","119,460",0.22,
貿易百貨類指數      ,"21,953,412","1,352,122,078","16,759",-1.83,
油電燃氣類指數      ,"7,953,471","276,534,962","4,946",-1.14,
其他類指數          ,"54,993,355","4,488,836,785","46,227",1.25,
綠能環保類指數      ,"3,611,668","459,368,631","4,984",-0.71,
數位雲端類指數      ,"8,544,138","1,080,519,025","8,309",0.63,
運動休閒類指數      ,"19,666,148","2,269,490,755","16,718",1.37,
居家生活類指數      ,"5,619,915","1,276,145,631","4,579",0.77,
說明:,,,,,
以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。,,,,,
