日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
114/08/01,"6,950,284,768","404,788,588,802","2,763,182","23,434.38",-108.14
114/08/04,"6,547,254,437","339,596,557,905","2,625,345","23,378.94",-55.44
114/08/05,"6,610,002,920","380,074,357,026","2,692,247","23,660.59",281.65
114/08/06,"6,009,196,963","361,183,155,977","2,656,062","23,447.36",-213.23
114/08/07,"7,106,666,762","467,380,441,728","3,040,546","24,003.77",556.41
114/08/08,"7,010,275,195","432,109,965,420","2,993,172","24,021.26",17.49
114/08/11,"7,230,198,655","437,210,225,957","3,128,381","24,135.50",114.24
114/08/12,"7,513,604,403","430,747,663,190","3,084,639","24,158.36",22.86
114/08/13,"8,864,976,375","573,873,489,672","3,774,478","24,370.02",211.66
114/08/14,"7,941,972,349","486,603,622,585","3,315,382","24,238.10",-131.92
114/08/15,"7,913,302,231","454,217,776,031","3,456,133","24,334.48",96.38
114/08/18,"8,459,665,044","457,868,280,041","3,623,467","24,482.52",148.04
114/08/19,"8,279,842,992","477,889,208,524","3,599,780","24,353.50",-129.02
114/08/20,"8,611,743,600","572,237,896,405","4,440,609","23,625.44",-728.06
114/08/21,"6,990,398,614","420,673,855,060","2,970,148","23,962.13",336.69
114/08/22,"6,571,719,689","369,732,364,563","2,924,150","23,764.47",-197.66
114/08/25,"7,201,907,890","431,825,644,540","3,018,636","24,277.38",512.91
114/08/26,"8,259,451,660","532,063,118,603","3,221,950","24,305.10",27.72
114/08/27,"7,675,360,712","467,302,614,203","3,273,312","24,519.90",214.8
114/08/28,"7,619,400,963","449,197,099,212","3,361,480","24,236.45",-283.45
114/08/29,"7,716,714,041","478,348,167,874","3,386,334","24,233.10",-3.35
說明:,,,,,
當日統計資訊含大盤、零股、盤後定價及鉅額交易，不含拍賣、標購。,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
