日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
114/06/02,"6,799,184,355","357,964,491,699","2,934,061","21,002.71",-344.59
114/06/03,"6,212,282,158","356,029,228,852","2,284,098","21,126.93",124.22
114/06/04,"6,939,766,989","416,698,575,220","2,618,976","21,618.09",491.16
114/06/05,"6,479,408,591","370,407,613,418","2,503,470","21,674.43",56.34
114/06/06,"5,283,685,603","306,326,887,550","2,093,692","21,660.66",-13.77
114/06/09,"5,424,065,394","307,755,303,958","2,073,874","21,790.29",129.63
114/06/10,"6,797,923,817","402,770,551,130","2,637,127","22,242.14",451.85
114/06/11,"6,677,404,614","411,974,082,607","2,544,038","22,470.10",227.96
114/06/12,"5,845,048,888","350,086,370,163","2,174,517","22,287.82",-182.28
114/06/13,"6,908,522,212","374,682,954,150","2,556,297","22,072.95",-214.87
114/06/16,"5,524,506,597","298,283,417,109","1,977,348","22,049.90",-23.05
114/06/17,"6,125,208,525","374,245,537,952","2,318,537","22,211.59",161.69
114/06/18,"6,399,812,298","394,797,009,579","2,572,872","22,356.73",145.14
114/06/19,"5,689,009,009","337,907,299,094","2,549,579","22,003.50",-353.23
114/06/20,"6,862,237,230","463,891,770,965","2,427,976","22,045.74",42.24
114/06/23,"5,617,706,428","314,404,805,401","2,230,655","21,732.02",-313.72
114/06/24,"7,011,455,635","401,630,916,668","2,352,155","22,188.76",456.74
114/06/25,"6,335,015,793","401,074,986,062","2,303,648","22,430.61",241.85
114/06/26,"6,410,607,751","399,984,776,279","2,320,884","22,492.34",61.73
114/06/27,"6,064,087,692","374,841,846,059","2,202,173","22,580.08",87.74
114/06/30,"5,791,190,538","365,764,595,737","2,137,192","22,256.02",-324.06
說明:,,,,,
當日統計資訊含大盤、零股、盤後定價及鉅額交易，不含拍賣、標購。,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
