日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
113/09/02,"6,791,049,004","294,961,325,739","2,277,520","22,235.10",-32.99
113/09/03,"6,837,468,284","300,124,845,949","2,359,046","22,092.21",-142.89
113/09/04,"11,157,824,530","509,078,304,803","4,569,342","21,092.75",-999.46
113/09/05,"7,964,799,168","330,738,364,827","2,611,892","21,187.71",94.96
113/09/06,"6,584,784,067","276,516,909,424","2,018,471","21,435.19",247.48
113/09/09,"7,793,314,245","309,980,322,521","2,563,346","21,144.44",-290.75
113/09/10,"7,275,918,780","335,093,973,333","2,653,251","21,064.08",-80.36
113/09/11,"6,710,882,515","239,433,411,761","2,039,961","21,031.00",-33.08
113/09/12,"7,930,915,635","316,428,965,298","2,123,321","21,653.25",622.25
113/09/13,"6,059,733,869","253,862,975,536","1,960,778","21,759.65",106.4
113/09/16,"6,105,105,876","236,053,985,686","2,022,980","21,850.08",90.43
113/09/18,"7,979,840,522","337,206,805,043","2,724,394","21,678.84",-171.24
113/09/19,"7,947,109,708","334,960,074,380","2,292,397","22,042.69",363.85
113/09/20,"9,689,069,827","476,488,708,317","2,985,611","22,159.42",116.73
113/09/23,"7,121,310,629","306,121,434,408","2,465,982","22,285.53",126.11
113/09/24,"7,862,076,241","353,303,161,092","2,631,763","22,431.78",146.25
113/09/25,"9,143,783,318","448,110,436,055","2,993,917","22,761.60",329.82
113/09/26,"9,160,464,964","447,924,541,818","3,128,062","22,858.81",97.21
113/09/27,"9,742,471,090","434,889,112,915","2,996,260","22,822.79",-36.02
113/09/30,"9,221,061,213","405,377,235,771","3,275,135","22,224.54",-598.25
說明:,,,,,
當日統計資訊含大盤、零股、盤後定價及鉅額交易，不含拍賣、標購。,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
