日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
111/03/01,"7,643,059,536","364,567,991,097","2,272,984","17,898.25",246.07
111/03/02,"6,878,544,320","297,410,694,148","2,173,922","17,867.60",-30.65
111/03/03,"6,753,791,910","327,993,673,403","2,225,697","17,934.40",66.8
111/03/04,"7,549,139,142","398,034,883,139","2,815,257","17,736.52",-197.88
111/03/07,"10,072,752,031","470,112,276,072","3,912,443","17,178.69",-557.83
111/03/08,"9,902,592,043","454,207,209,313","3,863,654","16,825.25",-353.44
111/03/09,"6,970,530,466","322,828,838,148","2,495,129","17,015.36",190.11
111/03/10,"8,032,678,502","357,185,542,764","2,562,973","17,433.20",417.84
111/03/11,"5,959,633,025","268,676,922,925","2,145,278","17,264.74",-168.46
111/03/14,"6,380,283,816","295,329,764,344","2,017,767","17,263.04",-1.7
111/03/15,"7,725,450,556","381,850,659,539","2,842,205","16,926.06",-336.98
111/03/16,"8,125,398,406","406,701,564,571","2,730,449","16,940.83",14.77
111/03/17,"9,772,206,524","407,797,991,428","2,606,666","17,448.22",507.39
111/03/18,"7,994,590,887","368,381,760,204","2,224,858","17,456.52",8.3
111/03/21,"6,555,265,495","268,610,282,573","2,092,532","17,560.36",103.84
111/03/22,"5,875,045,461","239,464,691,273","1,938,624","17,559.71",-0.65
111/03/23,"6,846,491,149","287,775,292,228","2,201,734","17,731.37",171.66
111/03/24,"6,502,369,399","266,226,282,183","2,272,847","17,699.06",-32.31
111/03/25,"6,656,846,569","291,511,554,210","2,316,801","17,676.95",-22.11
111/03/28,"5,889,262,027","238,643,286,783","2,072,545","17,520.01",-156.94
111/03/29,"6,005,532,559","259,259,976,709","2,115,127","17,548.66",28.65
111/03/30,"6,770,950,259","307,936,925,853","2,248,705","17,740.56",191.9
111/03/31,"5,658,103,405","231,557,562,170","1,855,628","17,693.47",-47.09
說明:,,,,,
當日統計資訊含大盤、零股、盤後定價及鉅額交易，不含拍賣、標購。,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
