日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
110/02/01,"7,557,427,954","277,685,216,435","1,922,000","15,410.09",271.78
110/02/02,"8,036,152,435","311,787,261,364","2,005,926","15,760.05",349.96
110/02/03,"7,809,582,232","293,891,653,939","1,903,186","15,771.32",11.27
110/02/04,"6,713,485,014","256,296,570,952","1,710,167","15,706.22",-65.1
110/02/05,"6,946,810,193","286,964,083,110","1,838,393","15,802.40",96.18
110/02/17,"9,219,556,237","423,079,878,501","2,555,847","16,362.29",559.89
110/02/18,"9,049,755,707","368,998,974,227","2,540,461","16,424.51",62.22
110/02/19,"8,835,553,847","353,140,503,835","2,496,221","16,341.38",-83.13
110/02/22,"9,631,555,355","357,715,249,880","2,700,305","16,410.16",68.78
110/02/23,"9,751,868,377","373,301,829,845","2,849,305","16,443.40",33.24
110/02/24,"10,053,872,355","403,089,819,980","2,937,828","16,212.53",-230.87
110/02/25,"9,928,163,233","355,681,379,416","2,602,609","16,452.18",239.65
110/02/26,"11,254,308,655","452,935,541,902","3,062,262","15,953.80",-498.38
說明:,,,,,
當日統計資訊含大盤、零股、盤後定價及鉅額交易，不含拍賣、標購。,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
