日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
112/06/01,"6,519,472,179","279,793,114,248","2,294,135","16,512.65",-66.31
112/06/02,"7,956,094,170","366,573,876,754","2,692,285","16,706.91",194.26
112/06/05,"7,901,788,194","303,902,712,143","2,560,216","16,714.43",7.52
112/06/06,"6,563,012,760","276,243,948,658","2,291,918","16,761.66",47.23
112/06/07,"6,570,149,782","296,025,705,805","2,313,822","16,922.48",160.82
112/06/08,"6,632,985,793","308,579,723,523","2,498,428","16,733.69",-188.79
112/06/09,"6,166,466,587","291,329,454,423","2,295,573","16,886.40",152.71
112/06/12,"6,805,620,207","303,089,356,032","2,457,931","16,955.37",68.97
112/06/13,"7,487,726,686","358,492,422,024","2,543,868","17,216.60",261.23
112/06/14,"7,369,331,143","326,552,333,542","2,549,211","17,238.14",21.54
112/06/15,"8,147,091,255","383,837,839,417","2,854,979","17,334.98",96.84
112/06/16,"9,722,832,664","458,071,268,251","3,203,546","17,288.91",-46.07
112/06/19,"7,496,332,700","325,752,345,822","2,543,938","17,274.56",-14.35
112/06/20,"6,812,226,193","323,760,551,792","2,361,454","17,184.91",-89.65
112/06/21,"6,883,193,242","330,846,939,545","2,498,798","17,202.40",17.49
112/06/26,"6,663,091,855","304,113,691,355","2,407,022","17,059.24",-143.16
112/06/27,"6,665,715,878","300,267,986,684","2,492,123","16,887.90",-171.34
112/06/28,"5,940,529,264","265,292,692,304","1,986,164","16,935.63",47.73
112/06/29,"6,173,036,702","273,567,577,177","2,076,816","16,942.30",6.67
112/06/30,"6,671,810,338","313,162,137,001","2,124,602","16,915.54",-26.76
說明:,,,,,
當日統計資訊含大盤、零股、盤後定價及鉅額交易，不含拍賣、標購。,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
