日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
113/12/02,"6,539,080,603","319,505,000,963","2,137,887","22,736.93",474.43
113/12/03,"8,437,009,244","404,254,973,157","2,580,828","23,027.46",290.53
113/12/04,"7,115,251,523","367,010,903,277","2,374,283","23,255.33",227.87
113/12/05,"6,865,840,875","385,870,250,881","2,460,302","23,267.94",12.61
113/12/06,"6,678,931,631","370,462,134,170","2,492,117","23,193.27",-74.67
113/12/09,"6,787,692,853","369,738,050,330","2,587,883","23,273.25",79.98
113/12/10,"6,780,099,371","356,364,627,908","2,447,807","23,125.08",-148.17
113/12/11,"6,353,873,390","339,359,773,405","2,445,027","22,903.63",-221.45
113/12/12,"6,832,459,195","361,573,943,620","2,419,136","23,046.80",143.17
113/12/13,"6,829,297,118","355,185,043,778","2,608,074","23,020.48",-26.32
113/12/16,"6,906,349,717","422,293,280,364","2,828,255","23,039.90",19.42
113/12/17,"7,111,819,945","410,745,816,406","2,625,995","23,018.01",-21.89
113/12/18,"7,096,609,059","411,463,787,574","2,568,872","23,168.67",150.66
113/12/19,"7,634,774,939","422,126,123,640","2,951,249","22,932.25",-236.42
113/12/20,"8,492,203,563","479,604,508,208","3,143,719","22,510.25",-422.0
113/12/23,"6,879,560,649","361,211,114,769","2,319,424","23,104.54",594.29
113/12/24,"6,550,529,457","347,257,591,668","2,402,633","23,120.24",15.7
113/12/25,"5,918,131,269","310,444,641,888","2,175,250","23,220.13",99.89
113/12/26,"5,748,734,408","306,847,345,495","2,230,345","23,246.94",26.81
113/12/27,"5,282,782,893","292,616,349,470","2,070,715","23,275.68",28.74
113/12/30,"5,188,922,650","274,794,064,764","2,046,535","23,190.20",-85.48
113/12/31,"5,527,015,517","273,480,515,893","2,082,110","23,035.10",-155.1
說明:,,,,,
當日統計資訊含大盤、零股、盤後定價及鉅額交易，不含拍賣、標購。,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
